time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001000,-0.3663,1.4486,0.0373,1.495
0.002000,-0.2595,1.4442,0.0188,1.467
0.003000,-0.1605,1.4049,0.0580,1.415
0.010000,-0.0691,1.3885,0.0898,1.393
0.013000,-0.0116,1.3256,0.2384,1.347
0.018000,0.0076,1.2521,0.3266,1.294
0.023000,-0.0307,1.2276,0.3812,1.286
0.028000,-0.1408,1.2232,0.4262,1.303
0.032000,-0.1721,1.1817,0.4161,1.265
0.039000,-0.3300,1.0670,0.4276,1.196
0.042000,-0.5237,0.9744,0.3513,1.161
0.047000,-0.7963,0.9112,0.2255,1.231
0.052000,-1.0788,0.8417,0.0576,1.369
0.058000,-1.3667,0.7512,-0.0420,1.560
0.062000,-1.5622,0.7070,-0.1619,1.722
0.066000,-1.7662,0.6465,-0.2848,1.902
0.071000,-1.9527,0.6056,-0.4366,2.091
0.081000,-2.1721,0.5983,-0.6171,2.336
0.082000,-2.3582,0.5335,-0.8302,2.556
0.086000,-2.5135,0.5453,-1.0404,2.774
0.091000,-2.6288,0.5403,-1.2305,2.952
0.095000,-2.7310,0.5257,-1.4144,3.120
0.100000,-2.7846,0.5684,-1.6305,3.277
0.116000,-2.7564,0.5750,-1.8402,3.364
0.117000,-2.7565,0.6009,-2.0056,3.461
0.117000,-2.7104,0.6483,-2.0814,3.478
0.120000,-2.6829,0.6862,-2.1801,3.524
0.128000,-2.7143,0.7502,-2.2345,3.595
0.130000,-2.7571,0.8354,-2.3235,3.701
0.135000,-2.8065,0.8703,-2.3325,3.752
0.141000,-2.7979,0.8882,-2.2947,3.726
0.145000,-2.7765,0.8794,-2.2103,3.656
0.150000,-2.7283,0.8773,-2.1318,3.572
0.154000,-2.6960,0.8770,-2.1093,3.534
0.160000,-2.6127,0.9147,-2.1479,3.504
0.164000,-2.5473,0.9784,-2.2286,3.523
0.169000,-2.4945,1.0161,-2.2543,3.512
0.185000,-2.4517,0.9756,-2.1727,3.418
0.185000,-2.3899,0.9790,-2.0035,3.269
0.186000,-2.3042,1.0234,-1.7631,3.077
0.190000,-2.2978,1.0418,-1.4490,2.909
0.194000,-2.3564,1.0456,-1.2016,2.844
0.198000,-2.3033,1.0079,-1.0156,2.712
0.203000,-2.2774,1.0315,-0.9646,2.680
0.228000,-2.2185,1.0754,-0.9411,2.639
0.228000,-2.0575,1.1496,-0.9644,2.547
0.229000,-1.8061,1.1946,-0.9750,2.375
0.229000,-1.6406,1.2962,-1.0762,2.352
0.230000,-1.5462,1.3733,-1.2273,2.405
0.238000,-1.5321,1.4503,-1.4672,2.570
0.239000,-1.5602,1.4680,-1.6815,2.723
0.249000,-1.5060,1.5178,-1.8467,2.825
0.249000,-1.5174,1.5665,-1.9539,2.928
0.252000,-1.7375,1.6408,-2.0561,3.153
0.268000,-1.9271,1.5808,-2.0747,3.243
0.268000,-1.8765,1.4876,-2.0506,3.153
0.269000,-1.9631,1.4064,-1.9767,3.121
0.271000,-2.1656,1.3420,-1.7715,3.103
0.302000,-2.2258,1.2125,-1.4251,2.908
0.303000,-2.2400,1.2443,-1.1016,2.789
0.303000,-2.3736,1.2934,-0.9485,2.865
0.304000,-2.4066,1.3116,-1.0108,2.921
0.304000,-2.3436,1.3737,-1.2029,2.971
0.306000,-2.1793,1.4564,-1.4560,2.998
0.307000,-2.0279,1.5385,-1.5030,2.956
0.313000,-1.9893,1.6104,-1.3086,2.875
0.317000,-1.8301,1.6663,-0.9243,2.642
0.320000,-1.6071,1.7313,-0.6016,2.438
0.327000,-1.4101,1.8060,-0.5106,2.348
0.330000,-1.2967,1.9158,-0.6790,2.411
0.335000,-1.1807,1.9343,-0.9919,2.474
0.340000,-1.1889,1.8525,-1.1963,2.505
0.345000,-1.2498,1.8119,-1.2112,2.512
0.349000,-1.3471,1.8291,-1.0746,2.513
0.354000,-1.4865,1.8511,-0.9653,2.563
0.360000,-1.5329,1.7585,-0.8875,2.496
0.364000,-1.4228,1.5348,-0.7308,2.217
0.369000,-1.2849,1.4046,-0.3831,1.942
0.383000,-1.0591,1.2836,0.1319,1.669
0.384000,-0.8673,1.1707,0.6115,1.580
0.384000,-0.6637,1.0505,0.9586,1.569
0.389000,-0.2215,0.9319,1.2649,1.587
0.395000,0.2949,0.8476,1.4878,1.737
0.398000,0.8743,0.7613,1.4745,1.876
0.403000,1.4012,0.5531,1.0886,1.859
0.419000,1.6460,0.2074,0.3432,1.694
0.420000,1.6285,-0.2239,-0.4709,1.710
0.420000,1.5073,-0.5968,-1.2008,2.017
0.422000,1.2352,-0.8760,-1.5185,2.145
0.430000,0.7571,-1.0770,-1.4089,1.928
0.432000,0.2015,-1.3123,-0.8910,1.599
0.437000,-0.3998,-1.7289,-0.5177,1.848
0.446000,-1.1859,-2.2691,-0.5869,2.627
0.447000,-2.1410,-2.7841,-1.1717,3.702
0.451000,-3.1013,-3.2122,-2.0903,4.930
0.458000,-3.8768,-3.5466,-3.0376,6.069
0.462000,-4.2218,-3.7622,-3.8832,6.860
0.466000,-2.9930,-4.2641,-5.6000,7.649
0.471000,-4.0713,-4.4013,-4.9202,7.756
0.476000,-4.0391,-4.6920,-5.7085,8.421
