
time,ax,ay,az,wx,wy,wz,
1.232,-1.46,1.39,-1.77,0.46,-0.33,-0.02,
1.232,-1.46,1.39,-1.77,0.36,-0.38,0.02,
1.233,-1.80,1.33,-1.82,0.36,-0.38,0.02,
1.233,-1.80,1.33,-1.82,0.26,-0.40,0.07,
1.234,-2.02,1.20,-1.81,0.26,-0.40,0.07,
1.234,-2.02,1.20,-1.81,0.15,-0.41,0.13,
1.234,-2.09,1.00,-1.83,0.15,-0.41,0.13,
1.235,-2.09,1.00,-1.83,0.05,-0.40,0.18,
1.235,-1.80,0.85,-1.77,0.05,-0.40,0.18,
1.236,-1.80,0.85,-1.77,-0.04,-0.37,0.22,
1.236,-1.30,0.75,-1.71,-0.04,-0.37,0.22,
1.237,-1.30,0.75,-1.71,-0.13,-0.35,0.24,
1.237,-0.82,0.64,-1.56,-0.13,-0.35,0.24,
1.238,-0.44,0.51,-1.50,-0.13,-0.35,0.24,
1.238,-0.44,0.51,-1.50,-0.20,-0.31,0.25,
1.239,-0.44,0.51,-1.50,-0.27,-0.27,0.25,
1.239,-0.18,0.37,-1.45,-0.27,-0.27,0.25,
1.24,0.11,0.26,-1.45,-0.27,-0.27,0.25,
1.24,0.11,0.26,-1.45,-0.33,-0.22,0.24,
1.241,0.11,0.26,-1.45,-0.38,-0.16,0.24,
1.241,0.38,0.20,-1.41,-0.38,-0.16,0.24,
1.242,0.38,0.20,-1.41,-0.43,-0.10,0.22,
1.242,0.57,0.08,-1.43,-0.43,-0.10,0.22,
1.242,0.71,-0.04,-1.45,-0.43,-0.10,0.22,
1.243,0.71,-0.04,-1.45,-0.47,-0.04,0.21,
1.243,0.71,-0.04,-1.45,-0.50,0.00,0.19,
1.244,0.60,-0.21,-1.39,-0.50,0.00,0.19,
1.244,0.74,-0.14,-1.22,-0.50,0.00,0.19,
1.245,0.74,-0.14,-1.22,-0.53,0.03,0.18,
1.245,0.74,-0.14,-1.22,-0.56,0.05,0.16,
1.245,0.64,-0.28,-1.02,-0.56,0.05,0.16,
1.247,0.55,-0.34,-0.72,-0.56,0.05,0.16,
1.248,0.55,-0.34,-0.72,-0.59,0.05,0.13,
1.248,0.55,-0.34,-0.72,-0.60,0.03,0.11,
1.248,0.41,-0.37,-0.36,-0.60,0.03,0.11,
1.249,0.41,-0.37,-0.36,-0.59,-0.01,0.09,
1.249,0.30,-0.43,-0.06,-0.59,-0.01,0.09,
1.249,0.30,-0.43,-0.06,-0.58,-0.05,0.07,
1.25,0.28,-0.49,0.14,-0.58,-0.05,0.07,
1.25,0.17,-0.53,0.25,-0.58,-0.05,0.07,
1.25,0.17,-0.53,0.25,-0.56,-0.09,0.05,
1.251,0.07,-0.55,0.22,-0.56,-0.09,0.05,
1.251,0.07,-0.55,0.22,-0.53,-0.12,0.03,
1.251,0.10,-0.53,0.16,-0.53,-0.12,0.03,
1.252,0.10,-0.53,0.16,-0.50,-0.14,0.02,
1.252,0.10,-0.53,0.16,-0.47,-0.14,0.00,
1.253,0.19,-0.49,0.04,-0.47,-0.14,0.00,
1.253,0.19,-0.49,0.04,-0.45,-0.13,-0.02,
1.253,-0.00,-0.44,-0.15,-0.45,-0.13,-0.02,
1.254,-0.00,-0.44,-0.15,-0.43,-0.12,-0.03,
1.254,-0.27,-0.36,-0.28,-0.43,-0.12,-0.03,
1.255,-0.27,-0.36,-0.28,-0.40,-0.11,-0.03,
1.255,-0.46,-0.33,-0.55,-0.40,-0.11,-0.03,
1.255,-0.46,-0.33,-0.55,-0.39,-0.12,-0.02,
1.256,-0.59,-0.24,-0.73,-0.39,-0.12,-0.02,
1.256,-0.59,-0.24,-0.73,-0.40,-0.12,-0.01,
1.257,-0.71,-0.26,-0.93,-0.40,-0.12,-0.01,
1.257,-0.71,-0.26,-0.93,-0.42,-0.12,0.00,
1.257,-0.83,-0.19,-1.06,-0.42,-0.12,0.00,
1.258,-1.07,-0.18,-1.18,-0.42,-0.12,0.00,
1.258,-1.07,-0.18,-1.18,-0.45,-0.12,0.02,
1.259,-1.07,-0.18,-1.18,-0.48,-0.13,0.05,
1.259,-0.89,-0.16,-1.24,-0.48,-0.13,0.05,
1.285,-0.88,-0.08,-1.24,-0.48,-0.13,0.05,
1.286,-0.88,-0.08,-1.24,-0.52,-0.16,0.08,
1.286,-0.88,-0.08,-1.24,-0.56,-0.20,0.10,
1.286,-0.84,-0.07,-1.21,-0.56,-0.20,0.10,
1.287,-0.65,0.04,-1.13,-0.56,-0.20,0.10,
1.287,-0.65,0.04,-1.13,-0.59,-0.24,0.13,
1.287,-0.65,0.04,-1.13,-0.62,-0.28,0.15,
1.288,-0.48,0.03,-1.03,-0.62,-0.28,0.15,
1.288,-0.37,0.08,-0.97,-0.62,-0.28,0.15,
1.288,-0.37,0.08,-0.97,-0.65,-0.32,0.17,
1.289,-0.26,0.06,-0.95,-0.65,-0.32,0.17,
1.289,-0.26,0.06,-0.95,-0.67,-0.36,0.19,
1.29,-0.26,0.12,-0.93,-0.67,-0.36,0.19,
1.29,-0.26,0.12,-0.93,-0.68,-0.39,0.20,
1.29,-0.41,0.11,-0.96,-0.68,-0.39,0.20,
1.291,-0.41,0.11,-0.96,-0.69,-0.42,0.21,
1.291,-0.41,0.11,-0.96,-0.70,-0.44,0.22,
1.291,-0.54,0.16,-1.05,-0.70,-0.44,0.22,
1.292,-0.72,0.14,-1.06,-0.70,-0.44,0.22,
1.292,-0.72,0.14,-1.06,-0.71,-0.45,0.24,
1.292,-0.96,0.17,-1.07,-0.71,-0.45,0.24,
1.293,-0.96,0.17,-1.07,-0.72,-0.45,0.25,
1.293,-1.02,0.22,-1.09,-0.72,-0.45,0.25,
1.294,-1.02,0.22,-1.09,-0.73,-0.45,0.27,
1.294,-1.02,0.22,-1.09,-0.74,-0.45,0.29,
1.294,-1.11,0.20,-1.12,-0.74,-0.45,0.29,
1.295,-1.11,0.20,-1.12,-0.75,-0.45,0.30,
1.295,-1.13,0.13,-1.14,-0.75,-0.45,0.30,
1.295,-1.26,0.22,-1.23,-0.75,-0.45,0.30,
1.296,-1.26,0.22,-1.23,-0.77,-0.43,0.31,
1.296,-1.36,0.26,-1.20,-0.77,-0.43,0.31,
1.296,-1.36,0.26,-1.20,-0.79,-0.40,0.33,
1.297,-1.36,0.26,-1.20,-0.81,-0.38,0.34,
1.297,-1.45,0.36,-1.11,-0.81,-0.38,0.34,
1.298,-1.51,0.41,-1.07,-0.81,-0.38,0.34,
1.299,-1.51,0.41,-1.07,-0.83,-0.36,0.35,
1.346,-1.46,0.44,-1.03,-0.83,-0.36,0.35,
1.346,-1.46,0.44,-1.03,-0.84,-0.36,0.37,
1.347,-1.45,0.43,-0.84,-0.84,-0.36,0.37,
1.347,-1.45,0.43,-0.84,-0.86,-0.38,0.38,
1.347,-1.46,0.47,-0.59,-0.86,-0.38,0.38,
1.348,-1.46,0.47,-0.59,-0.87,-0.41,0.40,
1.348,-1.46,0.47,-0.59,-0.87,-0.44,0.41,
1.349,-1.50,0.49,-0.35,-0.87,-0.44,0.41,
1.349,-1.50,0.49,-0.35,-0.86,-0.47,0.44,
1.35,-1.42,0.53,-0.17,-0.86,-0.47,0.44,
1.35,-1.32,0.56,-0.05,-0.86,-0.47,0.44,
1.35,-1.32,0.56,-0.05,-0.85,-0.48,0.46,
1.351,-1.19,0.62,0.07,-0.85,-0.48,0.46,
1.351,-1.19,0.62,0.07,-0.82,-0.48,0.48,
1.352,-1.19,0.62,0.07,-0.80,-0.48,0.50,
1.352,-1.03,0.58,0.10,-0.80,-0.48,0.50,
1.353,-1.03,0.58,0.10,-0.78,-0.48,0.51,
1.353,-0.91,0.60,0.21,-0.78,-0.48,0.51,
1.353,-0.91,0.60,0.21,-0.75,-0.48,0.52,
1.354,-0.82,0.57,0.25,-0.75,-0.48,0.52,
1.354,-0.59,0.49,0.29,-0.75,-0.48,0.52,
1.355,-0.59,0.49,0.29,-0.74,-0.47,0.53,
1.356,-0.21,0.42,0.28,-0.74,-0.47,0.53,
1.357,-0.21,0.42,0.28,-0.71,-0.48,0.53,
1.366,-0.21,0.42,0.28,-0.70,-0.48,0.52,
1.371,-0.08,0.39,0.32,-0.70,-0.48,0.52,
1.372,0.03,0.32,0.33,-0.70,-0.48,0.52,
1.372,0.03,0.32,0.33,-0.68,-0.49,0.51,
1.373,0.27,0.29,0.32,-0.68,-0.49,0.51,
1.373,0.27,0.29,0.32,-0.67,-0.50,0.50,
1.377,0.27,0.29,0.32,-0.66,-0.52,0.48,
1.377,0.42,0.29,0.39,-0.66,-0.52,0.48,
1.404,0.42,0.29,0.39,-0.65,-0.52,0.46,
1.404,0.52,0.24,0.48,-0.65,-0.52,0.46,
1.404,0.52,0.24,0.48,-0.64,-0.52,0.45,
1.405,0.64,0.17,0.58,-0.64,-0.52,0.45,
1.405,0.77,0.08,0.64,-0.64,-0.52,0.45,
1.406,0.77,0.08,0.64,-0.63,-0.52,0.43,
1.406,0.92,-0.05,0.70,-0.63,-0.52,0.43,
1.406,0.92,-0.05,0.70,-0.62,-0.50,0.43,
1.406,1.25,-0.19,0.71,-0.62,-0.50,0.43,
1.407,1.25,-0.19,0.71,-0.61,-0.49,0.41,
1.407,1.25,-0.19,0.71,-0.60,-0.46,0.41,
1.408,1.52,-0.30,0.75,-0.60,-0.46,0.41,
1.433,1.79,-0.50,0.86,-0.60,-0.46,0.41,
1.434,1.79,-0.50,0.86,-0.59,-0.42,0.39,
1.434,2.09,-0.65,0.92,-0.59,-0.42,0.39,
1.435,2.09,-0.65,0.92,-0.57,-0.37,0.36,
1.435,2.09,-0.65,0.92,-0.55,-0.32,0.33,
1.435,2.30,-0.75,0.97,-0.55,-0.32,0.33,
1.436,2.30,-0.75,0.97,-0.53,-0.28,0.29,
1.436,2.26,-0.74,1.09,-0.53,-0.28,0.29,
1.436,2.26,-0.74,1.09,-0.51,-0.26,0.25,
1.437,2.14,-0.67,1.16,-0.51,-0.26,0.25,
1.437,2.14,-0.67,1.16,-0.49,-0.26,0.21,
1.437,2.00,-0.75,1.24,-0.49,-0.26,0.21,
1.442,2.00,-0.75,1.24,-0.47,-0.28,0.18,
1.442,1.93,-0.83,1.32,-0.47,-0.28,0.18,
1.455,1.89,-0.91,1.40,-0.47,-0.28,0.18,
1.456,1.89,-0.91,1.40,-0.46,-0.30,0.15,
1.456,1.98,-0.98,1.56,-0.46,-0.30,0.15,
1.456,1.98,-0.98,1.56,-0.44,-0.32,0.13,
1.456,1.98,-0.98,1.56,-0.41,-0.33,0.10,
1.457,2.12,-1.04,1.65,-0.41,-0.33,0.10,
1.486,2.25,-1.07,1.73,-0.41,-0.33,0.10,
1.486,2.25,-1.07,1.73,-0.38,-0.31,0.06,
1.487,2.25,-1.07,1.73,-0.34,-0.30,0.03,
1.487,2.42,-1.10,1.84,-0.34,-0.30,0.03,
1.487,2.50,-1.08,1.86,-0.34,-0.30,0.03,
1.488,2.50,-1.08,1.86,-0.29,-0.27,-0.02,
1.488,2.57,-1.11,1.88,-0.29,-0.27,-0.02,
1.488,2.57,-1.11,1.88,-0.23,-0.24,-0.07,
1.489,2.57,-1.11,1.88,-0.17,-0.19,-0.12,
1.489,2.60,-1.07,1.87,-0.17,-0.19,-0.12,
1.489,2.62,-1.07,1.88,-0.17,-0.19,-0.12,
1.49,2.62,-1.07,1.88,-0.11,-0.14,-0.17,
1.49,2.45,-1.06,1.86,-0.11,-0.14,-0.17,
1.49,2.45,-1.06,1.86,-0.05,-0.10,-0.23,
1.495,2.45,-1.06,1.86,0.01,-0.05,-0.28,
1.496,2.16,-0.99,1.79,0.01,-0.05,-0.28,
1.498,1.75,-0.89,1.67,0.01,-0.05,-0.28,
1.498,1.75,-0.89,1.67,0.08,-0.02,-0.33,
1.503,1.33,-0.73,1.53,0.08,-0.02,-0.33,
1.504,1.33,-0.73,1.53,0.14,0.01,-0.36,
1.509,1.33,-0.73,1.53,0.20,0.04,-0.38,
1.509,0.98,-0.62,1.22,0.20,0.04,-0.38,
1.513,0.98,-0.62,1.22,0.25,0.06,-0.39,
1.514,0.79,-0.53,0.89,0.25,0.06,-0.39,
1.517,0.77,-0.53,0.52,0.25,0.06,-0.39,
1.518,0.77,-0.53,0.52,0.28,0.07,-0.40,
1.523,0.84,-0.50,0.23,0.28,0.07,-0.40,
1.523,0.84,-0.50,0.23,0.29,0.08,-0.41,
1.533,0.95,-0.39,-0.03,0.29,0.08,-0.41,
1.534,0.95,-0.39,-0.03,0.28,0.09,-0.43,
1.534,1.04,-0.29,-0.14,0.28,0.09,-0.43,
1.534,1.04,-0.29,-0.14,0.26,0.11,-0.46,
1.537,1.04,-0.29,-0.14,0.23,0.13,-0.50,
1.538,0.99,-0.20,-0.11,0.23,0.13,-0.50,
1.542,0.86,-0.09,0.21,0.23,0.13,-0.50,
1.543,0.86,-0.09,0.21,0.20,0.15,-0.54,
1.563,0.86,-0.09,0.21,0.18,0.18,-0.58,
1.564,0.75,0.02,0.55,0.18,0.18,-0.58,
1.564,0.75,0.02,0.55,0.16,0.20,-0.62,
1.565,0.76,0.16,0.88,0.16,0.20,-0.62,
1.565,0.76,0.16,0.88,0.16,0.25,-0.66,
1.565,0.82,0.21,1.30,0.16,0.25,-0.66,
1.565,0.82,0.21,1.30,0.18,0.29,-0.70,
1.566,0.77,0.21,1.85,0.18,0.29,-0.70,
1.567,0.77,0.21,1.85,0.24,0.35,-0.74,
1.567,0.82,0.16,2.45,0.24,0.35,-0.74,
1.572,0.98,0.04,2.93,0.24,0.35,-0.74,
1.573,0.98,0.04,2.93,0.32,0.41,-0.77,
1.577,0.97,-0.04,3.06,0.32,0.41,-0.77,
1.578,0.97,-0.04,3.06,0.42,0.49,-0.81,
1.582,0.97,-0.04,3.06,0.53,0.56,-0.84,
1.582,0.83,-0.12,2.77,0.53,0.56,-0.84,
1.586,0.59,-0.15,2.42,0.53,0.56,-0.84,
1.586,0.59,-0.15,2.42,0.64,0.63,-0.86,
1.592,0.19,-0.20,2.04,0.64,0.63,-0.86,
1.592,0.19,-0.20,2.04,0.73,0.69,-0.88,
1.598,0.19,-0.20,2.04,0.81,0.74,-0.86,
1.599,0.04,-0.36,1.54,0.81,0.74,-0.86,
1.601,0.04,-0.36,1.54,0.87,0.76,-0.84,
1.601,-0.01,-0.46,1.15,0.87,0.76,-0.84,
1.606,-0.01,-0.46,1.15,0.92,0.77,-0.81,
1.607,-0.03,-0.53,0.80,0.92,0.77,-0.81,
1.617,0.13,-0.49,0.60,0.92,0.77,-0.81,
1.621,0.13,-0.49,0.60,0.96,0.77,-0.77,
1.621,0.58,-0.60,0.35,0.96,0.77,-0.77,
1.622,0.58,-0.60,0.35,0.98,0.77,-0.74,
1.623,0.99,-0.69,0.18,0.98,0.77,-0.74,
1.623,0.99,-0.69,0.18,1.00,0.77,-0.72,
1.629,0.99,-0.69,0.18,1.02,0.76,-0.71,
1.629,1.28,-0.78,0.06,1.02,0.76,-0.71,
1.651,1.28,-0.78,0.06,1.03,0.77,-0.71,
1.652,1.26,-0.76,0.23,1.03,0.77,-0.71,
1.652,1.49,-0.72,0.14,1.03,0.77,-0.71,
1.652,1.49,-0.72,0.14,1.05,0.77,-0.72,
1.653,1.34,-0.57,0.15,1.05,0.77,-0.72,
1.653,1.34,-0.57,0.15,1.07,0.77,-0.74,
1.653,1.34,-0.57,0.15,1.09,0.78,-0.76,
1.653,0.87,-0.45,0.21,1.09,0.78,-0.76,
1.654,0.37,-0.33,0.24,1.09,0.78,-0.76,
1.654,0.37,-0.33,0.24,1.11,0.80,-0.77,
1.654,-0.06,-0.32,-0.01,1.11,0.80,-0.77,
1.655,-0.06,-0.32,-0.01,1.13,0.83,-0.77,
1.66,-0.06,-0.32,-0.01,1.15,0.87,-0.76,
1.66,-0.44,-0.39,-0.11,1.15,0.87,-0.76,
1.664,-0.73,-0.38,-0.26,1.15,0.87,-0.76,
1.665,-0.73,-0.38,-0.26,1.16,0.91,-0.74,
1.669,-0.73,-0.38,-0.26,1.17,0.96,-0.71,
1.67,-1.07,-0.53,-0.33,1.17,0.96,-0.71,
1.674,-1.07,-0.53,-0.33,1.19,0.99,-0.67,
1.674,-1.58,-0.37,-0.38,1.19,0.99,-0.67,
1.679,-1.58,-0.37,-0.38,1.21,1.01,-0.63,
1.679,-1.78,-0.12,-0.67,1.21,1.01,-0.63,
1.684,-1.78,-0.12,-0.67,1.22,0.98,-0.58,
1.684,-2.01,-0.25,-1.03,1.22,0.98,-0.58,
1.689,-2.01,-0.25,-1.03,1.22,0.93,-0.53,
1.689,-2.27,-0.33,-1.32,1.22,0.93,-0.53,
1.694,-2.05,0.00,-1.46,1.22,0.93,-0.53,
1.694,-2.05,0.00,-1.46,1.20,0.87,-0.48,
1.699,-2.05,0.00,-1.46,1.18,0.80,-0.45,
1.699,-2.16,0.02,-1.86,1.18,0.80,-0.45,
1.863,-2.55,-0.02,-2.16,1.18,0.80,-0.45,
1.864,-2.55,-0.02,-2.16,1.14,0.74,-0.42,
1.866,-2.69,-0.04,-2.17,1.14,0.74,-0.42,
1.867,-2.69,-0.04,-2.17,1.09,0.69,-0.37,
1.868,-2.69,-0.04,-2.17,1.04,0.64,-0.32,
1.869,-2.87,0.00,-2.03,1.04,0.64,-0.32,
1.869,-2.87,0.00,-2.03,0.99,0.58,-0.26,
1.869,-2.83,-0.01,-2.17,0.99,0.58,-0.26,
1.87,-2.22,0.02,-1.93,0.99,0.58,-0.26,
1.87,-2.22,0.02,-1.93,0.94,0.52,-0.20,
1.871,-1.73,0.03,-1.84,0.94,0.52,-0.20,
1.871,-1.73,0.03,-1.84,0.91,0.45,-0.17,
1.872,-1.73,0.03,-1.84,0.87,0.40,-0.15,
1.872,-1.41,-0.04,-1.53,0.87,0.40,-0.15,
1.873,-1.41,-0.04,-1.53,0.85,0.37,-0.14,
1.873,-0.99,0.21,-1.50,0.85,0.37,-0.14,
1.874,-0.99,0.21,-1.50,0.83,0.35,-0.14,
1.874,-0.92,0.03,-1.54,0.83,0.35,-0.14,
1.875,-0.92,0.03,-1.54,0.80,0.35,-0.13,
1.875,-1.12,0.27,-1.68,0.80,0.35,-0.13,
1.875,-1.12,0.27,-1.68,0.78,0.35,-0.12,
1.876,-1.03,0.06,-1.82,0.78,0.35,-0.12,
1.876,-1.03,0.06,-1.82,0.74,0.33,-0.11,
1.877,-1.34,-0.09,-2.00,0.74,0.33,-0.11,
1.877,-1.27,-0.16,-2.03,0.74,0.33,-0.11,
1.878,-1.27,-0.16,-2.03,0.69,0.30,-0.10,
1.878,-1.08,-0.26,-2.07,0.69,0.30,-0.10,
1.879,-1.08,-0.26,-2.07,0.65,0.23,-0.07,
1.879,-1.21,-0.39,-2.00,0.65,0.23,-0.07,
1.88,-1.21,-0.39,-2.00,0.60,0.16,-0.05,
1.88,-1.38,-0.42,-1.92,0.60,0.16,-0.05,
1.88,-1.38,-0.42,-1.92,0.56,0.09,-0.03,
1.881,-1.38,-0.42,-1.92,0.52,0.02,0.01,
1.882,-1.40,-0.47,-1.98,0.52,0.02,0.01,
1.882,-1.40,-0.47,-1.98,0.49,-0.03,0.05,
1.883,-1.12,-0.49,-2.13,0.49,-0.03,0.05,
1.883,-1.12,-0.49,-2.13,0.44,-0.07,0.09,
1.884,-0.78,-0.66,-2.19,0.44,-0.07,0.09,
1.884,-1.01,-0.68,-2.22,0.44,-0.07,0.09,
1.885,-1.01,-0.68,-2.22,0.40,-0.12,0.11,
1.885,-1.01,-0.68,-2.22,0.35,-0.17,0.14,
1.886,-0.97,-0.77,-2.38,0.35,-0.17,0.14,
1.886,-0.81,-0.79,-2.56,0.35,-0.17,0.14,
1.887,-0.81,-0.79,-2.56,0.30,-0.23,0.18,
1.887,-0.54,-0.81,-2.58,0.30,-0.23,0.18,
1.888,-0.54,-0.81,-2.58,0.24,-0.29,0.21,
1.889,-0.58,-0.75,-2.61,0.24,-0.29,0.21,
1.889,-0.58,-0.75,-2.61,0.18,-0.33,0.25,
1.89,-0.65,-0.62,-2.40,0.18,-0.33,0.25,
1.891,-0.65,-0.62,-2.40,0.12,-0.37,0.27,
1.891,-0.82,-0.43,-1.98,0.12,-0.37,0.27,
1.892,-0.82,-0.43,-1.98,0.07,-0.41,0.31,
1.893,-0.82,-0.43,-1.98,0.02,-0.45,0.35,
1.893,-0.77,-0.56,-1.71,0.02,-0.45,0.35,
1.894,-0.30,-0.67,-1.52,0.02,-0.45,0.35,
1.895,-0.30,-0.67,-1.52,-0.01,-0.48,0.38,
1.896,-0.30,-0.67,-1.52,-0.03,-0.48,0.39,
1.897,0.09,-0.51,-1.38,-0.03,-0.48,0.39,
1.897,0.09,-0.51,-1.38,-0.05,-0.48,0.39,
1.898,0.17,-0.33,-1.28,-0.05,-0.48,0.39,
1.899,0.28,-0.17,-1.25,-0.05,-0.48,0.39,
1.899,0.28,-0.17,-1.25,-0.08,-0.47,0.38,
1.9,0.50,-0.09,-1.24,-0.08,-0.47,0.38,
1.9,0.50,-0.09,-1.24,-0.11,-0.45,0.37,
1.9,0.50,-0.09,-1.24,-0.14,-0.45,0.36,
1.901,0.57,-0.02,-1.21,-0.14,-0.45,0.36,
1.902,0.59,0.04,-1.01,-0.14,-0.45,0.36,
1.902,0.59,0.04,-1.01,-0.17,-0.46,0.35,
1.903,0.59,0.04,-1.01,-0.21,-0.46,0.33,
1.903,0.55,0.14,-0.78,-0.21,-0.46,0.33,
1.904,0.52,0.18,-0.52,-0.21,-0.46,0.33,
1.904,0.52,0.18,-0.52,-0.23,-0.47,0.32,
1.905,0.52,0.18,-0.52,-0.25,-0.48,0.31,
1.905,0.40,0.29,-0.36,-0.25,-0.48,0.31,
1.906,0.25,0.34,-0.15,-0.25,-0.48,0.31,
1.906,0.25,0.34,-0.15,-0.26,-0.49,0.31,
1.907,0.25,0.34,-0.15,-0.27,-0.51,0.32,
1.907,0.25,0.24,-0.02,-0.27,-0.51,0.32,
1.908,0.25,0.24,-0.02,-0.27,-0.52,0.32,
1.908,0.47,0.05,-0.10,-0.27,-0.52,0.32,
1.909,0.68,-0.03,-0.23,-0.27,-0.52,0.32,
1.909,0.68,-0.03,-0.23,-0.27,-0.52,0.32,
1.909,0.80,0.02,-0.41,-0.27,-0.52,0.32,
1.91,0.80,0.02,-0.41,-0.27,-0.51,0.32,
1.91,0.87,0.08,-0.64,-0.27,-0.51,0.32,
1.911,0.87,0.08,-0.64,-0.28,-0.49,0.30,
1.979,0.90,0.14,-0.98,-0.28,-0.49,0.30,
1.979,0.90,0.14,-0.98,-0.31,-0.46,0.29,
1.98,0.90,0.14,-0.98,-0.33,-0.42,0.28,
1.98,0.94,0.14,-1.29,-0.33,-0.42,0.28,
1.981,0.94,0.14,-1.29,-0.37,-0.37,0.27,
1.981,0.99,0.13,-1.51,-0.37,-0.37,0.27,
1.981,0.96,0.15,-1.77,-0.37,-0.37,0.27,
1.982,0.96,0.15,-1.77,-0.41,-0.32,0.25,
1.982,0.86,0.24,-1.83,-0.41,-0.32,0.25,
1.983,0.86,0.24,-1.83,-0.46,-0.27,0.23,
1.983,0.86,0.24,-1.83,-0.52,-0.23,0.22,
1.983,0.76,0.29,-1.76,-0.52,-0.23,0.22,
1.984,0.60,0.39,-1.43,-0.52,-0.23,0.22,
1.984,0.60,0.39,-1.43,-0.58,-0.19,0.20,
2.025,0.44,0.43,-1.06,-0.58,-0.19,0.20,
2.026,0.44,0.43,-1.06,-0.63,-0.15,0.19,
2.026,0.44,0.43,-1.06,-0.67,-0.13,0.18,
2.026,0.28,0.41,-0.77,-0.67,-0.13,0.18,
2.027,0.28,0.41,-0.77,-0.70,-0.12,0.17,
2.027,0.41,0.38,-0.65,-0.70,-0.12,0.17,
2.028,0.30,0.38,-0.51,-0.70,-0.12,0.17,
2.028,0.30,0.38,-0.51,-0.73,-0.11,0.15,
2.028,-0.15,0.42,-0.33,-0.73,-0.11,0.15,
2.029,-0.15,0.42,-0.33,-0.76,-0.10,0.13,
2.029,-0.15,0.42,-0.33,-0.79,-0.08,0.12,
2.029,-0.60,0.43,-0.27,-0.79,-0.08,0.12,
2.03,-1.03,0.41,-0.38,-0.79,-0.08,0.12,
2.03,-1.03,0.41,-0.38,-0.82,-0.06,0.13,
2.031,-1.30,0.38,-0.39,-0.82,-0.06,0.13,
2.031,-1.30,0.38,-0.39,-0.85,-0.04,0.14,
2.031,-1.42,0.35,-0.49,-0.85,-0.04,0.14,
2.032,-1.42,0.35,-0.49,-0.88,-0.02,0.16,
2.032,-1.59,0.28,-0.58,-0.88,-0.02,0.16,
2.033,-1.59,0.28,-0.58,-0.92,-0.01,0.18,
2.033,-1.86,0.20,-0.70,-0.92,-0.01,0.18,
2.033,-1.86,0.20,-0.70,-0.95,-0.00,0.20,
2.034,-2.04,0.22,-0.82,-0.95,-0.00,0.20,
2.034,-2.04,0.22,-0.82,-0.98,0.00,0.23,
2.035,-2.04,0.22,-0.82,-1.00,0.01,0.26,
2.035,-2.18,0.28,-0.84,-1.00,0.01,0.26,
2.035,-2.51,0.24,-0.99,-1.00,0.01,0.26,
2.036,-2.51,0.24,-0.99,-1.03,0.01,0.30,
2.036,-2.47,0.30,-1.09,-1.03,0.01,0.30,
2.036,-2.47,0.30,-1.09,-1.06,0.01,0.34,
2.037,-2.47,0.30,-1.09,-1.08,0.01,0.37,
2.037,-2.53,0.27,-1.17,-1.08,0.01,0.37,
2.037,-2.69,0.38,-1.27,-1.08,0.01,0.37,
2.038,-2.69,0.38,-1.27,-1.12,-0.01,0.41,
2.038,-2.63,0.48,-1.37,-1.12,-0.01,0.41,
2.038,-2.63,0.48,-1.37,-1.15,-0.03,0.45,
2.039,-2.63,0.48,-1.37,-1.19,-0.05,0.48,
2.039,-2.60,0.52,-1.40,-1.19,-0.05,0.48,
2.04,-2.49,0.59,-1.33,-1.19,-0.05,0.48,
2.04,-2.49,0.59,-1.33,-1.22,-0.08,0.51,
2.046,-2.49,0.59,-1.33,-1.25,-0.11,0.53,
2.047,-2.50,0.65,-1.26,-1.25,-0.11,0.53,
2.052,-2.50,0.65,-1.26,-1.28,-0.14,0.56,
2.053,-2.49,0.78,-1.10,-1.28,-0.14,0.56,
2.054,-2.49,0.78,-1.10,-1.30,-0.17,0.59,
2.055,-2.41,0.85,-0.98,-1.30,-0.17,0.59,
2.059,-2.14,0.94,-0.84,-1.30,-0.17,0.59,
2.06,-2.14,0.94,-0.84,-1.32,-0.20,0.61,
2.07,-2.14,0.94,-0.84,-1.33,-0.25,0.62,
2.071,-1.93,0.91,-0.64,-1.33,-0.25,0.62,
2.071,-1.75,0.85,-0.46,-1.33,-0.25,0.62,
2.072,-1.75,0.85,-0.46,-1.35,-0.29,0.63,
2.074,-1.57,0.78,-0.33,-1.35,-0.29,0.63,
2.074,-1.57,0.78,-0.33,-1.35,-0.33,0.65,
2.082,-1.57,0.78,-0.33,-1.36,-0.38,0.66,
2.083,-1.20,0.70,-0.26,-1.36,-0.38,0.66,
2.115,-1.20,0.70,-0.26,-1.36,-0.43,0.66,
2.115,-0.65,0.55,-0.04,-1.36,-0.43,0.66,
2.115,-0.65,0.55,-0.04,-1.35,-0.47,0.65,
2.116,-0.13,0.53,0.12,-1.35,-0.47,0.65,
2.116,0.23,0.46,0.36,-1.35,-0.47,0.65,
2.116,0.23,0.46,0.36,-1.34,-0.48,0.63,
2.117,0.23,0.46,0.36,-1.31,-0.47,0.61,
2.117,0.69,0.41,0.57,-1.31,-0.47,0.61,
2.118,0.69,0.41,0.57,-1.28,-0.44,0.59,
2.118,1.57,-0.01,0.75,-1.28,-0.44,0.59,
2.118,1.57,-0.01,0.75,-1.23,-0.41,0.55,
2.119,2.30,-0.27,1.08,-1.23,-0.41,0.55,
2.119,2.69,-0.23,1.30,-1.23,-0.41,0.55,
