
time,ax,ay,az,wx,wy,wz,
13.864,2.56,-1.65,0.32,-0.84,-0.70,0.95,
13.869,2.56,-1.65,0.32,-0.85,-0.67,0.91,
13.869,3.12,-1.74,0.64,-0.85,-0.67,0.91,
13.872,3.69,-1.85,1.08,-0.85,-0.67,0.91,
13.873,3.69,-1.85,1.08,-0.84,-0.63,0.85,
13.877,3.69,-1.85,1.08,-0.82,-0.57,0.78,
13.878,3.92,-1.81,1.60,-0.82,-0.57,0.78,
13.882,3.92,-1.81,1.60,-0.79,-0.50,0.71,
13.882,4.44,-1.87,2.08,-0.79,-0.50,0.71,
13.891,4.44,-1.87,2.08,-0.74,-0.41,0.62,
13.892,4.94,-1.97,2.77,-0.74,-0.41,0.62,
13.892,5.48,-2.00,3.56,-0.74,-0.41,0.62,
13.893,5.48,-2.00,3.56,-0.66,-0.33,0.52,
13.939,5.48,-2.00,3.56,-0.56,-0.25,0.40,
13.939,5.92,-2.07,4.06,-0.56,-0.25,0.40,
13.939,6.22,-2.10,4.43,-0.56,-0.25,0.40,
13.94,6.22,-2.10,4.43,-0.43,-0.19,0.27,
13.94,6.22,-2.10,4.43,-0.30,-0.11,0.13,
13.941,6.05,-1.92,4.59,-0.30,-0.11,0.13,
13.941,6.05,-1.92,4.59,-0.15,-0.04,0.00,
13.941,5.43,-1.69,4.53,-0.15,-0.04,0.00,
13.942,5.43,-1.69,4.53,-0.00,0.03,-0.10,
13.942,4.30,-1.49,4.23,-0.00,0.03,-0.10,
13.943,3.42,-1.41,3.74,-0.00,0.03,-0.10,
13.943,3.42,-1.41,3.74,0.13,0.09,-0.17,
13.944,3.42,-1.41,3.74,0.25,0.14,-0.21,
13.944,2.86,-1.43,3.29,0.25,0.14,-0.21,
13.944,2.86,-1.43,3.29,0.34,0.18,-0.24,
13.945,2.55,-1.47,2.77,0.34,0.18,-0.24,
13.945,2.27,-1.57,2.37,0.34,0.18,-0.24,
13.946,2.27,-1.57,2.37,0.42,0.21,-0.27,
13.946,2.27,-1.57,2.37,0.48,0.23,-0.29,
13.946,1.98,-1.42,2.11,0.48,0.23,-0.29,
13.947,1.74,-1.29,1.91,0.48,0.23,-0.29,
13.947,1.74,-1.29,1.91,0.54,0.24,-0.31,
13.989,1.50,-1.19,1.76,0.54,0.24,-0.31,
13.989,1.50,-1.19,1.76,0.59,0.25,-0.33,
13.99,1.50,-1.19,1.76,0.63,0.25,-0.34,
13.99,1.25,-1.05,1.52,0.63,0.25,-0.34,
13.99,1.25,-1.05,1.52,0.68,0.25,-0.35,
13.991,1.03,-0.98,1.35,0.68,0.25,-0.35,
13.991,1.03,-0.98,1.35,0.72,0.24,-0.36,
13.991,0.76,-0.93,1.19,0.72,0.24,-0.36,
13.992,0.76,-0.93,1.19,0.75,0.23,-0.37,
13.992,0.51,-0.92,0.95,0.75,0.23,-0.37,
13.993,0.51,-0.92,0.95,0.78,0.23,-0.37,
13.993,0.29,-0.88,0.77,0.78,0.23,-0.37,
13.993,0.29,-0.88,0.77,0.80,0.24,-0.37,
13.994,0.11,-0.80,0.58,0.80,0.24,-0.37,
13.994,-0.06,-0.74,0.40,0.80,0.24,-0.37,
13.995,-0.06,-0.74,0.40,0.81,0.26,-0.37,
13.995,-0.06,-0.74,0.40,0.82,0.29,-0.36,
13.996,-0.19,-0.64,0.28,0.82,0.29,-0.36,
13.996,-0.19,-0.64,0.28,0.82,0.32,-0.35,
13.996,-0.16,-0.57,0.18,0.82,0.32,-0.35,
14.0,-0.10,-0.49,0.10,0.82,0.32,-0.35,
14.0,-0.10,-0.49,0.10,0.82,0.35,-0.35,
14.005,-0.10,-0.49,0.10,0.83,0.37,-0.34,
14.005,-0.03,-0.40,0.08,0.83,0.37,-0.34,
14.01,-0.03,-0.40,0.08,0.83,0.41,-0.34,
14.011,0.12,-0.29,-0.02,0.83,0.41,-0.34,
14.014,0.24,-0.25,-0.09,0.83,0.41,-0.34,
14.015,0.24,-0.25,-0.09,0.84,0.46,-0.34,
14.027,0.24,-0.25,-0.09,0.85,0.50,-0.35,
14.028,0.31,-0.23,-0.07,0.85,0.50,-0.35,
14.028,0.22,-0.14,-0.02,0.85,0.50,-0.35,
14.029,0.22,-0.14,-0.02,0.86,0.56,-0.36,
14.029,0.24,-0.09,-0.02,0.86,0.56,-0.36,
14.034,0.24,-0.09,-0.02,0.87,0.60,-0.37,
14.034,0.24,-0.09,-0.02,0.89,0.65,-0.38,
14.034,0.22,-0.02,0.13,0.89,0.65,-0.38,
14.079,0.22,-0.02,0.13,0.90,0.69,-0.40,
14.08,0.21,0.04,0.25,0.90,0.69,-0.40,
14.08,0.22,0.10,0.55,0.90,0.69,-0.40,
14.08,0.22,0.10,0.55,0.93,0.72,-0.40,
14.081,0.22,0.10,0.55,0.96,0.74,-0.41,
14.081,0.16,0.23,0.80,0.96,0.74,-0.41,
14.081,0.01,0.28,1.08,0.96,0.74,-0.41,
14.082,0.01,0.28,1.08,1.01,0.74,-0.42,
14.082,0.01,0.28,1.08,1.06,0.73,-0.42,
14.082,0.07,0.29,1.38,1.06,0.73,-0.42,
14.082,0.11,0.18,1.57,1.06,0.73,-0.42,
14.083,0.11,0.18,1.57,1.12,0.71,-0.43,
14.083,0.11,0.18,1.57,1.19,0.69,-0.44,
14.083,0.09,0.14,1.75,1.19,0.69,-0.44,
14.084,-0.03,0.14,1.86,1.19,0.69,-0.44,
14.084,-0.03,0.14,1.86,1.27,0.67,-0.45,
14.084,-0.22,0.15,1.78,1.27,0.67,-0.45,
14.085,-0.22,0.15,1.78,1.35,0.64,-0.46,
14.085,-0.22,0.15,1.78,1.43,0.62,-0.47,
14.085,-0.50,0.18,1.63,1.43,0.62,-0.47,
14.088,-0.50,0.18,1.63,1.51,0.62,-0.48,
14.089,-0.77,0.21,1.39,1.51,0.62,-0.48,
14.092,-0.77,0.21,1.39,1.58,0.63,-0.47,
14.093,-0.85,0.15,1.06,1.58,0.63,-0.47,
14.097,-0.85,0.15,1.06,1.63,0.66,-0.46,
14.098,-1.01,0.01,0.72,1.63,0.66,-0.46,
14.107,-1.37,0.04,0.18,1.63,0.66,-0.46,
14.108,-1.37,0.04,0.18,1.68,0.68,-0.46,
14.108,-1.70,-0.04,-0.23,1.68,0.68,-0.46,
14.109,-1.70,-0.04,-0.23,1.70,0.69,-0.44,
14.112,-1.91,0.00,-0.67,1.70,0.69,-0.44,
14.112,-1.91,0.00,-0.67,1.70,0.70,-0.41,
14.118,-1.91,0.00,-0.67,1.68,0.69,-0.38,
14.118,-2.32,-0.10,-1.17,1.68,0.69,-0.38,
14.142,-2.37,-0.19,-1.60,1.68,0.69,-0.38,
14.143,-2.37,-0.19,-1.60,1.65,0.66,-0.34,
14.143,-2.37,-0.19,-1.60,1.60,0.62,-0.29,
14.143,-2.30,-0.25,-1.89,1.60,0.62,-0.29,
14.144,-2.19,-0.28,-2.11,1.60,0.62,-0.29,
14.144,-2.19,-0.28,-2.11,1.54,0.57,-0.25,
14.144,-2.19,-0.28,-2.11,1.47,0.53,-0.21,
14.145,-2.17,-0.24,-2.22,1.47,0.53,-0.21,
14.172,-2.10,-0.20,-2.29,1.47,0.53,-0.21,
14.172,-2.10,-0.20,-2.29,1.39,0.48,-0.17,
14.172,-1.85,-0.13,-2.35,1.39,0.48,-0.17,
14.173,-1.85,-0.13,-2.35,1.32,0.41,-0.13,
14.173,-1.85,-0.13,-2.35,1.24,0.33,-0.09,
14.173,-1.85,-0.13,-2.49,1.24,0.33,-0.09,
14.174,-1.73,-0.08,-2.58,1.24,0.33,-0.09,
14.174,-1.73,-0.08,-2.58,1.17,0.26,-0.05,
14.174,-1.73,-0.08,-2.58,1.10,0.17,-0.01,
14.175,-1.54,-0.06,-2.73,1.10,0.17,-0.01,
14.175,-1.35,-0.08,-2.74,1.10,0.17,-0.01,
14.175,-1.35,-0.08,-2.74,1.02,0.07,0.03,
14.176,-1.35,-0.08,-2.74,0.93,-0.01,0.06,
14.176,-1.17,-0.21,-2.70,0.93,-0.01,0.06,
14.176,-1.17,-0.21,-2.70,0.85,-0.08,0.09,
14.176,-1.10,-0.36,-2.47,0.85,-0.08,0.09,
14.181,-1.10,-0.36,-2.47,0.77,-0.13,0.11,
14.181,-0.97,-0.39,-2.08,0.77,-0.13,0.11,
14.186,-0.97,-0.39,-2.08,0.70,-0.17,0.13,
14.187,-0.80,-0.27,-1.61,0.70,-0.17,0.13,
14.19,-0.52,-0.13,-1.08,0.70,-0.17,0.13,
14.19,-0.52,-0.13,-1.08,0.65,-0.19,0.15,
14.194,-0.30,-0.15,-0.72,0.65,-0.19,0.15,
14.194,-0.30,-0.15,-0.72,0.63,-0.19,0.17,
14.199,-0.03,-0.07,-0.46,0.63,-0.19,0.17,
14.199,-0.03,-0.07,-0.46,0.62,-0.18,0.18,
14.204,0.03,-0.02,-0.35,0.62,-0.18,0.18,
14.204,0.03,-0.02,-0.35,0.63,-0.17,0.18,
14.209,0.19,0.04,-0.43,0.63,-0.17,0.18,
14.209,0.19,0.04,-0.43,0.65,-0.15,0.18,
14.213,0.33,0.09,-0.59,0.65,-0.15,0.18,
14.213,0.33,0.09,-0.59,0.66,-0.15,0.17,
14.223,0.50,0.16,-0.85,0.66,-0.15,0.17,
14.224,0.50,0.16,-0.85,0.67,-0.13,0.17,
14.224,0.57,0.21,-1.10,0.67,-0.13,0.17,
14.225,0.57,0.21,-1.10,0.67,-0.12,0.16,
14.229,0.57,0.21,-1.10,0.66,-0.12,0.15,
14.229,0.62,0.05,-1.44,0.66,-0.12,0.15,
14.236,0.76,0.09,-1.88,0.66,-0.12,0.15,
14.237,0.76,0.09,-1.88,0.65,-0.13,0.15,
14.256,0.76,0.09,-1.88,0.62,-0.14,0.14,
14.257,0.74,0.05,-2.38,0.62,-0.14,0.14,
14.257,0.60,-0.01,-2.86,0.62,-0.14,0.14,
14.257,0.60,-0.01,-2.86,0.57,-0.16,0.13,
14.258,0.44,0.02,-3.36,0.57,-0.16,0.13,
14.258,0.44,0.02,-3.36,0.51,-0.19,0.12,
14.258,0.47,0.16,-3.76,0.51,-0.19,0.12,
14.259,0.47,0.16,-3.76,0.43,-0.23,0.11,
14.259,0.42,0.20,-4.08,0.43,-0.23,0.11,
14.259,0.42,0.20,-4.08,0.35,-0.28,0.10,
14.263,0.25,0.22,-4.36,0.35,-0.28,0.10,
14.263,0.25,0.22,-4.36,0.25,-0.33,0.08,
14.267,0.15,0.32,-4.50,0.25,-0.33,0.08,
14.267,0.15,0.32,-4.50,0.13,-0.38,0.07,
14.273,0.15,0.32,-4.50,0.01,-0.43,0.05,
14.273,0.12,0.42,-4.55,0.01,-0.43,0.05,
14.277,0.12,0.42,-4.55,-0.12,-0.47,0.03,
14.278,0.03,0.47,-4.44,-0.12,-0.47,0.03,
14.282,0.03,0.47,-4.44,-0.24,-0.51,0.02,
14.283,-0.03,0.51,-4.22,-0.24,-0.51,0.02,
14.287,-0.11,0.57,-3.90,-0.24,-0.51,0.02,
14.288,-0.11,0.57,-3.90,-0.37,-0.53,0.00,
14.293,-0.11,0.57,-3.90,-0.48,-0.55,-0.01,
14.293,-0.13,0.64,-3.54,-0.48,-0.55,-0.01,
14.297,-0.13,0.64,-3.54,-0.59,-0.56,-0.02,
14.297,-0.17,0.71,-3.13,-0.59,-0.56,-0.02,
14.303,-0.17,0.71,-3.13,-0.69,-0.56,-0.03,
14.303,-0.26,0.76,-2.75,-0.69,-0.56,-0.03,
14.307,-0.35,0.77,-2.35,-0.69,-0.56,-0.03,
14.307,-0.35,0.77,-2.35,-0.77,-0.56,-0.03,
14.312,-0.38,0.73,-1.94,-0.77,-0.56,-0.03,
14.312,-0.38,0.73,-1.94,-0.84,-0.56,-0.03,
14.316,-0.36,0.63,-1.58,-0.84,-0.56,-0.03,
14.317,-0.36,0.63,-1.58,-0.91,-0.57,-0.02,
14.322,-0.36,0.63,-1.58,-0.97,-0.60,-0.01,
14.322,-0.34,0.57,-1.21,-0.97,-0.60,-0.01,
14.327,-0.34,0.57,-1.21,-1.01,-0.64,-0.00,
14.327,-0.44,0.52,-0.82,-1.01,-0.64,-0.00,
14.331,-0.52,0.45,-0.58,-1.01,-0.64,-0.00,
14.332,-0.52,0.45,-0.58,-1.04,-0.67,0.01,
14.342,-0.52,0.45,-0.58,-1.05,-0.68,0.03,
14.343,-0.68,0.37,-0.33,-1.05,-0.68,0.03,
14.343,-0.72,0.26,-0.15,-1.05,-0.68,0.03,
14.344,-0.72,0.26,-0.15,-1.05,-0.67,0.05,
14.346,-0.79,0.11,-0.03,-1.05,-0.67,0.05,
14.346,-0.79,0.11,-0.03,-1.05,-0.65,0.07,
14.352,-0.79,0.11,-0.03,-1.04,-0.62,0.10,
14.352,-0.91,0.04,0.10,-1.04,-0.62,0.10,
14.382,-0.91,-0.09,0.10,-1.04,-0.62,0.10,
14.383,-0.91,-0.09,0.10,-1.02,-0.59,0.12,
14.383,-0.91,-0.17,0.11,-1.02,-0.59,0.12,
14.383,-0.91,-0.17,0.11,-1.01,-0.56,0.14,
14.384,-0.93,-0.22,0.06,-1.01,-0.56,0.14,
14.385,-0.93,-0.22,0.06,-0.99,-0.52,0.16,
14.385,-0.93,-0.22,0.06,-0.97,-0.49,0.18,
14.386,-0.92,-0.21,0.04,-0.97,-0.49,0.18,
14.386,-0.92,-0.21,0.04,-0.96,-0.46,0.19,
14.387,-0.92,-0.17,-0.04,-0.96,-0.46,0.19,
14.387,-0.92,-0.17,-0.04,-0.94,-0.41,0.21,
14.388,-0.87,-0.21,-0.14,-0.94,-0.41,0.21,
14.42,-0.87,-0.21,-0.14,-0.94,-0.36,0.22,
14.421,-0.87,-0.15,-0.28,-0.94,-0.36,0.22,
14.421,-0.84,-0.08,-0.39,-0.94,-0.36,0.22,
14.422,-0.84,-0.08,-0.39,-0.93,-0.32,0.22,
14.422,-0.92,0.04,-0.45,-0.93,-0.32,0.22,
14.423,-0.92,0.04,-0.45,-0.93,-0.27,0.23,
14.423,-0.90,0.15,-0.52,-0.93,-0.27,0.23,
14.424,-0.90,0.15,-0.52,-0.93,-0.24,0.24,
14.424,-0.89,0.17,-0.58,-0.93,-0.24,0.24,
14.425,-0.89,0.17,-0.58,-0.93,-0.21,0.25,
14.425,-0.90,0.23,-0.66,-0.93,-0.21,0.25,
14.425,-0.90,0.23,-0.66,-0.94,-0.20,0.25,
14.426,-0.93,0.29,-0.61,-0.94,-0.20,0.25,
14.426,-0.93,0.29,-0.61,-0.96,-0.18,0.25,
14.427,-1.00,0.25,-0.59,-0.96,-0.18,0.25,
14.427,-1.00,0.25,-0.59,-0.97,-0.16,0.25,
14.428,-1.00,0.25,-0.59,-0.98,-0.17,0.26,
14.428,-1.00,0.27,-0.51,-0.98,-0.17,0.26,
14.429,-1.05,0.33,-0.37,-0.98,-0.17,0.26,
14.429,-1.05,0.33,-0.37,-1.00,-0.18,0.27,
14.492,-1.05,0.33,-0.37,-1.01,-0.21,0.26,
14.492,-1.07,0.33,-0.20,-1.01,-0.21,0.26,
14.492,-1.13,0.36,-0.09,-1.01,-0.21,0.26,
14.493,-1.13,0.36,-0.09,-1.01,-0.24,0.27,
14.493,-1.13,0.36,-0.09,-1.01,-0.25,0.27,
14.494,-1.22,0.40,-0.03,-1.01,-0.25,0.27,
14.494,-1.22,0.40,-0.03,-0.99,-0.27,0.27,
14.494,-1.33,0.41,-0.03,-0.99,-0.27,0.27,
14.495,-1.33,0.41,-0.03,-0.98,-0.26,0.28,
14.495,-1.42,0.46,-0.04,-0.98,-0.26,0.28,
14.495,-1.42,0.46,-0.04,-0.98,-0.25,0.29,
14.496,-1.51,0.45,-0.11,-0.98,-0.25,0.29,
14.496,-1.51,0.45,-0.11,-0.97,-0.23,0.30,
14.496,-1.62,0.36,-0.11,-0.97,-0.23,0.30,
14.497,-1.62,0.36,-0.11,-0.96,-0.22,0.31,
14.497,-1.76,0.34,-0.23,-0.96,-0.22,0.31,
14.497,-1.76,0.34,-0.23,-0.97,-0.22,0.33,
14.498,-1.83,0.19,-0.32,-0.97,-0.22,0.33,
14.498,-1.85,0.10,-0.46,-0.97,-0.22,0.33,
14.498,-1.85,0.10,-0.46,-0.97,-0.22,0.36,
14.499,-1.97,-0.02,-0.47,-0.97,-0.22,0.36,
14.499,-1.97,-0.02,-0.47,-0.98,-0.23,0.39,
14.499,-1.84,-0.19,-0.55,-0.98,-0.23,0.39,
14.5,-1.84,-0.19,-0.55,-1.00,-0.25,0.44,
14.5,-1.84,-0.19,-0.55,-1.01,-0.27,0.50,
14.5,-1.81,-0.24,-0.57,-1.01,-0.27,0.50,
14.501,-1.81,-0.24,-0.57,-1.03,-0.28,0.55,
14.501,-1.45,-0.54,-0.61,-1.03,-0.28,0.55,
14.502,-1.45,-0.54,-0.61,-1.06,-0.29,0.61,
14.502,-0.98,-0.85,-0.64,-1.06,-0.29,0.61,
14.506,-0.54,-1.10,-0.59,-1.06,-0.29,0.61,
14.507,-0.54,-1.10,-0.59,-1.09,-0.31,0.65,
14.511,-0.07,-1.31,-0.43,-1.09,-0.31,0.65,
14.512,-0.07,-1.31,-0.43,-1.13,-0.36,0.69,
14.516,-0.07,-1.31,-0.43,-1.17,-0.40,0.71,
14.517,0.46,-1.46,-0.11,-1.17,-0.40,0.71,
14.525,0.46,-1.46,-0.11,-1.20,-0.46,0.73,
14.525,0.96,-1.57,0.27,-1.20,-0.46,0.73,
14.527,0.96,-1.57,0.27,-1.21,-0.51,0.74,
14.527,1.46,-1.66,0.60,-1.21,-0.51,0.74,
14.531,2.07,-1.81,0.94,-1.21,-0.51,0.74,
14.531,2.07,-1.81,0.94,-1.21,-0.55,0.74,
14.557,2.25,-1.85,1.45,-1.21,-0.55,0.74,
14.558,2.25,-1.85,1.45,-1.20,-0.58,0.72,
14.558,2.25,-1.85,1.45,-1.17,-0.60,0.70,
14.559,2.67,-2.03,1.81,-1.17,-0.60,0.70,
14.559,2.67,-2.03,1.81,-1.13,-0.60,0.68,
14.559,3.03,-2.13,2.14,-1.13,-0.60,0.68,
14.56,3.03,-2.13,2.14,-1.07,-0.57,0.64,
14.56,3.67,-2.26,2.39,-1.07,-0.57,0.64,
14.56,3.67,-2.26,2.39,-1.00,-0.51,0.59,
14.561,3.54,-2.03,2.92,-1.00,-0.51,0.59,
14.561,4.36,-2.31,3.33,-1.00,-0.51,0.59,
14.561,4.36,-2.31,3.33,-0.91,-0.46,0.54,
14.565,4.79,-2.32,3.72,-0.91,-0.46,0.54,
14.565,4.79,-2.32,3.72,-0.81,-0.35,0.47,
14.574,4.57,-2.00,4.12,-0.81,-0.35,0.47,
14.575,4.57,-2.00,4.12,-0.70,-0.24,0.38,
14.576,4.89,-2.10,4.32,-0.70,-0.24,0.38,
14.576,4.89,-2.10,4.32,-0.57,-0.16,0.30,
14.579,4.98,-2.03,4.51,-0.57,-0.16,0.30,
14.579,4.98,-2.03,4.51,-0.43,-0.06,0.22,
14.586,4.84,-1.84,4.57,-0.43,-0.06,0.22,
14.587,4.84,-1.84,4.57,-0.29,0.05,0.12,
14.606,4.51,-1.52,4.62,-0.29,0.05,0.12,
14.607,4.51,-1.52,4.62,-0.14,0.13,0.02,
14.607,4.06,-1.26,4.57,-0.14,0.13,0.02,
14.607,4.06,-1.26,4.57,0.01,0.19,-0.07,
14.608,3.57,-1.04,4.35,0.01,0.19,-0.07,
14.608,3.57,-1.04,4.35,0.15,0.25,-0.15,
14.608,3.18,-0.95,3.97,0.15,0.25,-0.15,
14.609,3.18,-0.95,3.97,0.29,0.30,-0.22,
14.609,2.92,-0.88,3.46,0.29,0.30,-0.22,
14.609,2.92,-0.88,3.46,0.42,0.35,-0.27,
14.614,2.68,-0.78,2.92,0.42,0.35,-0.27,
14.614,2.68,-0.78,2.92,0.52,0.37,-0.33,
14.618,2.41,-0.71,2.36,0.52,0.37,-0.33,
14.62,2.41,-0.71,2.36,0.61,0.40,-0.37,
14.624,2.41,-0.71,2.36,0.67,0.42,-0.42,
14.625,2.07,-0.63,1.81,0.67,0.42,-0.42,
14.664,1.69,-0.54,1.31,0.67,0.42,-0.42,
14.664,1.69,-0.54,1.31,0.72,0.44,-0.46,
14.665,1.38,-0.44,0.82,0.72,0.44,-0.46,
14.665,1.38,-0.44,0.82,0.75,0.44,-0.49,
14.666,1.13,-0.39,0.43,0.75,0.44,-0.49,
14.666,1.13,-0.39,0.43,0.76,0.43,-0.52,
14.666,0.88,-0.34,0.13,0.76,0.43,-0.52,
14.667,0.88,-0.34,0.13,0.76,0.40,-0.54,
14.667,0.69,-0.25,-0.12,0.76,0.40,-0.54,
14.668,0.69,-0.25,-0.12,0.75,0.38,-0.57,
14.668,0.52,-0.25,-0.24,0.75,0.38,-0.57,
14.669,0.52,-0.25,-0.24,0.74,0.35,-0.59,
14.669,0.52,-0.25,-0.24,0.72,0.32,-0.60,
14.669,0.53,-0.27,-0.39,0.72,0.32,-0.60,
14.67,0.53,-0.27,-0.39,0.69,0.32,-0.62,
14.67,0.34,-0.25,-0.42,0.69,0.32,-0.62,
14.67,0.34,-0.25,-0.42,0.67,0.31,-0.64,
14.671,0.11,-0.17,-0.38,0.67,0.31,-0.64,
14.676,-0.11,-0.10,-0.30,0.67,0.31,-0.64,
14.676,-0.11,-0.10,-0.30,0.65,0.31,-0.65,
14.677,-0.11,-0.10,-0.30,0.65,0.31,-0.65,
14.678,-0.45,-0.01,-0.14,0.65,0.31,-0.65,
14.683,-0.45,-0.01,-0.14,0.65,0.30,-0.65,
14.683,-0.71,0.00,0.02,0.65,0.30,-0.65,
14.693,-0.92,0.02,0.16,0.65,0.30,-0.65,
14.694,-0.92,0.02,0.16,0.66,0.28,-0.63,
14.694,-1.03,0.07,0.34,0.66,0.28,-0.63,
14.694,-1.03,0.07,0.34,0.67,0.26,-0.62,
14.697,-0.96,0.10,0.43,0.67,0.26,-0.62,
14.698,-0.96,0.10,0.43,0.69,0.24,-0.60,
14.701,-0.92,0.07,0.50,0.69,0.24,-0.60,
14.702,-0.92,0.07,0.50,0.71,0.24,-0.58,
14.731,-0.77,-0.00,0.65,0.71,0.24,-0.58,
14.731,-0.77,-0.00,0.65,0.74,0.24,-0.57,
14.732,-0.57,-0.11,0.92,0.74,0.24,-0.57,
14.732,-0.57,-0.11,0.92,0.77,0.26,-0.56,
14.732,-0.38,-0.13,1.21,0.77,0.26,-0.56,
14.733,-0.38,-0.13,1.21,0.82,0.30,-0.57,
14.733,-0.41,-0.16,1.15,0.82,0.30,-0.57,
14.733,-0.41,-0.16,1.15,0.88,0.35,-0.58,
14.734,-0.41,-0.16,1.15,0.94,0.41,-0.59,
14.734,-0.51,-0.19,1.07,0.94,0.41,-0.59,
14.735,-0.68,-0.20,0.94,0.94,0.41,-0.59,
14.735,-0.68,-0.20,0.94,1.00,0.46,-0.59,
14.738,-0.68,-0.20,0.94,1.06,0.51,-0.59,
14.739,-0.84,-0.26,0.71,1.06,0.51,-0.59,
14.741,-0.84,-0.26,0.71,1.11,0.56,-0.59,
14.742,-0.98,-0.29,0.46,1.11,0.56,-0.59,
14.746,-0.98,-0.29,0.46,1.15,0.59,-0.58,
14.747,-1.20,-0.35,0.29,1.15,0.59,-0.58,
14.751,-1.20,-0.35,0.29,1.18,0.61,-0.55,
14.752,-1.29,-0.40,0.07,1.18,0.61,-0.55,
14.761,-1.29,-0.40,0.07,1.21,0.61,-0.53,
14.762,-1.37,-0.41,-0.17,1.21,0.61,-0.53,
14.762,-1.22,-0.44,-0.40,1.21,0.61,-0.53,
14.762,-1.22,-0.44,-0.40,1.23,0.59,-0.50,
14.765,-1.42,-0.35,-0.64,1.23,0.59,-0.50,
14.766,-1.42,-0.35,-0.64,1.23,0.56,-0.48,
14.797,-1.40,-0.37,-0.87,1.23,0.56,-0.48,
14.797,-1.40,-0.37,-0.87,1.23,0.52,-0.45,
14.798,-1.64,-0.58,-1.00,1.23,0.52,-0.45,
14.798,-1.64,-0.58,-1.00,1.21,0.47,-0.42,
14.799,-1.64,-0.58,-1.00,1.19,0.42,-0.39,
14.799,-1.90,-0.60,-0.98,1.19,0.42,-0.39,
14.8,-1.90,-0.60,-0.98,1.16,0.38,-0.35,
14.8,-1.88,-0.61,-1.00,1.16,0.38,-0.35,
14.8,-1.72,-0.55,-0.85,1.16,0.38,-0.35,
14.801,-1.72,-0.55,-0.85,1.13,0.34,-0.32,
14.801,-1.64,-0.50,-0.63,1.13,0.34,-0.32,
14.802,-1.64,-0.50,-0.63,1.11,0.31,-0.28,
14.802,-1.48,-0.43,-0.40,1.11,0.31,-0.28,
14.803,-1.48,-0.43,-0.40,1.09,0.29,-0.25,
14.807,-1.48,-0.43,-0.40,1.09,0.28,-0.23,
14.807,-1.25,-0.45,-0.21,1.09,0.28,-0.23,
14.809,-0.91,-0.39,-0.08,1.09,0.28,-0.23,
14.81,-0.91,-0.39,-0.08,1.10,0.27,-0.20,
14.814,-0.73,-0.40,-0.11,1.10,0.27,-0.20,
14.814,-0.73,-0.40,-0.11,1.12,0.28,-0.19,
14.819,-0.66,-0.40,-0.28,1.12,0.28,-0.19,
14.819,-0.66,-0.40,-0.28,1.14,0.29,-0.18,
14.824,-0.54,-0.32,-0.62,1.14,0.29,-0.18,
14.825,-0.54,-0.32,-0.62,1.17,0.29,-0.17,
14.828,-0.46,-0.41,-1.15,1.17,0.29,-0.17,
14.829,-0.46,-0.41,-1.15,1.18,0.28,-0.16,
14.833,-0.27,-0.28,-1.60,1.18,0.28,-0.16,
14.834,-0.27,-0.28,-1.60,1.17,0.27,-0.15,
14.838,-0.08,-0.14,-2.06,1.17,0.27,-0.15,
14.839,-0.08,-0.14,-2.06,1.14,0.24,-0.16,
14.844,-0.08,-0.14,-2.06,1.10,0.22,-0.17,
14.844,-0.07,-0.33,-2.49,1.10,0.22,-0.17,
14.847,0.02,-0.38,-2.83,1.10,0.22,-0.17,
14.848,0.02,-0.38,-2.83,1.03,0.21,-0.17,
14.854,0.19,-0.25,-3.01,1.03,0.21,-0.17,
14.855,0.19,-0.25,-3.01,0.95,0.21,-0.17,
14.859,0.19,-0.25,-3.01,0.86,0.23,-0.18,
14.859,0.24,-0.21,-3.15,0.86,0.23,-0.18,
14.864,0.24,-0.21,-3.15,0.77,0.25,-0.20,
14.864,0.33,0.05,-3.19,0.77,0.25,-0.20,
14.869,0.33,0.05,-3.19,0.67,0.25,-0.21,
14.869,0.20,0.01,-3.19,0.67,0.25,-0.21,
14.912,0.03,0.16,-3.07,0.67,0.25,-0.21,
14.912,0.03,0.16,-3.07,0.58,0.25,-0.23,
14.913,0.03,0.44,-2.93,0.58,0.25,-0.23,
14.913,0.03,0.44,-2.93,0.49,0.23,-0.24,
14.914,0.03,0.44,-2.93,0.41,0.21,-0.24,
14.914,-0.25,0.37,-2.79,0.41,0.21,-0.24,
14.914,-0.48,0.48,-2.45,0.41,0.21,-0.24,
14.915,-0.48,0.48,-2.45,0.33,0.18,-0.24,
14.915,-0.48,0.48,-2.45,0.26,0.14,-0.24,
14.916,-0.78,0.52,-2.34,0.26,0.14,-0.24,
14.916,-1.19,0.48,-2.10,0.26,0.14,-0.24,
14.917,-1.19,0.48,-2.10,0.20,0.08,-0.22,
14.917,-1.19,0.48,-2.10,0.14,0.03,-0.19,
14.918,-1.44,0.65,-1.89,0.14,0.03,-0.19,
14.918,-1.44,0.65,-1.89,0.10,-0.05,-0.15,
14.919,-1.70,0.68,-1.76,0.10,-0.05,-0.15,
14.919,-1.70,0.68,-1.76,0.07,-0.11,-0.09,
14.92,-1.85,0.77,-1.61,0.07,-0.11,-0.09,
14.92,-1.85,0.77,-1.61,0.04,-0.16,-0.03,
14.921,-2.04,0.75,-1.63,0.04,-0.16,-0.03,
14.921,-2.04,0.75,-1.63,0.02,-0.20,0.04,
