time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001000,6.7077,-2.7746,-5.9876,9.410
0.003000,6.2288,-2.8402,-6.2725,9.285
0.093000,5.6743,-2.7841,-6.7231,9.228
0.094000,5.2063,-2.8158,-7.0909,9.237
0.095000,4.8468,-3.0590,-7.2711,9.258
0.096000,4.6371,-3.3444,-7.5142,9.442
0.096000,4.5171,-3.5932,-7.8104,9.712
0.097000,4.4206,-3.8240,-8.1455,10.026
0.097000,4.3616,-4.0172,-8.5600,10.413
0.098000,4.3518,-4.1315,-8.9559,10.780
0.099000,4.4813,-4.1566,-9.3616,11.180
0.099000,4.8164,-4.1323,-9.6792,11.574
0.100000,5.3218,-4.1152,-9.8869,11.959
0.100000,5.9333,-4.0295,-10.0229,12.325
0.102000,6.4891,-3.9342,-10.0630,12.604
0.103000,6.8994,-3.7618,-9.8965,12.637
0.104000,6.9846,-3.5077,-9.3074,12.154
0.104000,6.9630,-3.1341,-8.3279,11.299
0.105000,6.9725,-2.7376,-7.2641,10.434
0.105000,7.1123,-2.4913,-6.4023,9.888
0.106000,6.8962,-2.4124,-5.2423,8.992
0.106000,4.8723,-2.3140,-0.9492,5.477
0.107000,4.9281,-2.6443,-3.1790,6.433
0.112000,6.2780,-3.9498,-6.5677,9.907
0.199000,5.1410,-5.3227,-7.3574,10.435
0.199000,3.7363,-6.3337,-7.0672,10.199
0.200000,2.3111,-6.7212,-6.1138,9.375
0.200000,1.4749,-6.8598,-5.6318,8.997
0.201000,1.1916,-6.8783,-5.7942,9.072
0.201000,0.5826,-6.9907,-5.3689,8.834
0.202000,0.2358,-7.2386,-4.9572,8.776
0.202000,0.0208,-7.5399,-4.4612,8.761
0.203000,0.1832,-7.8227,-4.0038,8.790
0.203000,0.5442,-8.1254,-3.6106,8.908
0.204000,0.8618,-8.3598,-3.2214,9.000
0.204000,1.1167,-8.5390,-3.0497,9.136
0.205000,1.3256,-8.6569,-3.1584,9.310
0.205000,1.5025,-8.7456,-3.4369,9.516
0.206000,1.6425,-8.8267,-3.8408,9.765
0.206000,2.1890,-8.9600,-4.2895,10.172
0.207000,2.8298,-9.1395,-4.6937,10.657
0.207000,2.4858,-9.5056,-4.8010,10.935
0.207000,2.1093,-9.7754,-4.9277,11.149
0.208000,1.6038,-10.1109,-4.7638,11.291
0.217000,1.3940,-10.4555,-4.4810,11.460
0.219000,1.1974,-10.8932,-3.9833,11.660
0.319000,1.1792,-11.4320,-3.2618,11.947
0.320000,1.5039,-11.9349,-2.3754,12.262
0.321000,2.3320,-12.4438,-1.1817,12.715
0.321000,3.5238,-12.8033,0.2863,13.282
0.322000,4.8193,-12.9467,1.9036,13.945
0.322000,6.2858,-12.7395,3.6380,14.664
0.323000,8.0570,-12.2303,5.2759,15.567
0.324000,9.9256,-11.5971,6.6982,16.670
0.324000,11.8285,-10.8707,7.7791,17.849
0.325000,13.8878,-9.9632,8.4722,19.077
0.325000,15.9470,-8.8975,8.5769,20.175
0.326000,17.9069,-7.7603,8.2639,21.194
0.326000,19.6265,-6.5570,7.6618,22.066
0.327000,20.9221,-5.4943,6.8060,22.677
0.328000,21.5998,-4.4482,5.6213,22.758
0.328000,21.5469,-3.4386,4.2044,22.221
0.329000,20.8613,-2.4433,2.8561,21.197
0.329000,19.8833,-1.5594,1.8213,20.027
0.330000,19.0331,-0.7316,1.1554,19.082
0.330000,18.3191,-0.0276,0.5907,18.329
0.331000,18.0538,0.6045,0.1483,18.065
0.331000,18.1945,0.9906,-0.1935,18.222
0.331000,16.5576,0.9644,-0.4693,16.592
0.414000,15.1711,0.9482,-0.4439,15.207
0.415000,13.9763,0.8551,-0.1359,14.003
0.416000,12.9536,0.6433,0.5738,12.982
0.416000,12.0905,0.5023,1.5436,12.199
0.416000,11.2613,0.5444,2.6549,11.583
0.417000,10.6491,0.6460,3.7206,11.299
0.417000,10.4708,0.7083,4.8064,11.543
0.418000,10.5235,0.7852,5.9259,12.103
0.418000,10.6083,0.9468,7.0056,12.748
0.419000,10.5905,1.2457,8.0005,13.331
0.421000,10.4594,1.7099,9.0869,13.960
0.422000,10.1929,2.2080,10.1952,14.585
0.422000,9.9408,2.5862,11.1430,15.155
0.423000,9.6307,2.8128,11.7647,15.462
0.423000,9.3041,3.0461,11.9791,15.471
0.424000,8.8925,3.3856,11.9028,15.239
0.424000,8.5020,3.7351,11.4725,14.760
0.425000,8.0482,4.0347,10.7650,14.033
0.425000,7.6835,4.2143,9.8001,13.147
0.426000,7.2468,4.3612,8.5841,12.051
0.510000,6.8720,4.4612,7.2871,10.965
0.511000,6.6803,4.6052,6.0938,10.147
0.511000,6.6286,4.6389,5.2745,9.658
0.512000,6.6331,4.6497,4.9908,9.514
0.512000,6.5965,4.6910,5.1001,9.567
0.512000,6.6581,4.7948,5.4988,9.877
0.513000,6.6708,4.9246,5.9621,10.213
0.513000,6.6872,5.0927,6.4732,10.609
0.514000,6.9085,5.2610,7.1159,11.227
0.515000,7.5073,5.4539,8.1270,12.335
0.515000,8.3406,5.6904,9.3522,13.763
0.516000,9.4299,5.9973,10.6109,15.410
0.516000,10.8206,6.3683,11.9923,17.362
0.517000,12.4149,6.8570,13.4104,19.519
0.517000,14.1205,7.3277,14.7770,21.713
0.518000,15.8492,7.6528,15.7949,23.648
0.518000,17.3953,7.8228,16.5435,25.248
0.519000,18.6571,7.8524,17.0183,26.446
0.519000,19.5980,7.7896,16.9909,27.082
0.529000,20.2880,7.7362,16.5811,27.320
0.530000,20.6583,7.7233,15.8715,27.172
0.533000,20.8297,7.6824,14.8612,26.716
0.638000,20.8879,7.4784,13.6643,26.057
0.639000,20.8665,7.1365,12.2896,25.246
0.641000,20.6389,6.7796,10.6476,24.193
0.642000,20.0587,6.0824,8.9088,22.775
0.643000,19.2079,5.2999,7.2106,21.190
0.643000,18.1656,4.6326,5.7423,19.607
0.644000,17.1983,4.3315,4.3249,18.255
0.644000,16.6137,4.3599,3.2522,17.481
0.645000,16.4676,4.4864,2.4973,17.250
0.646000,16.6885,4.6888,1.9737,17.447
0.646000,17.2641,4.9190,1.5744,18.020
0.646000,18.4224,5.1670,1.3693,19.182
0.647000,20.1365,5.2003,1.4526,20.848
0.647000,22.0360,5.0669,1.6958,22.675
0.648000,24.1416,4.9977,1.9593,24.731
0.648000,26.5087,5.2478,1.7971,27.083
0.649000,28.8129,5.6800,1.2917,29.396
0.649000,30.8414,5.8080,0.5803,31.389
0.650000,32.3104,5.3686,-0.0774,32.753
0.650000,33.3365,4.4794,-0.3824,33.638
0.651000,33.9438,3.2097,-0.1491,34.096
0.651000,33.9395,1.5069,0.7733,33.982
0.652000,33.4296,-0.4877,2.2217,33.507
0.652000,32.5854,-2.8184,4.0643,32.959
0.732000,31.4493,-5.3610,5.9669,32.456
0.733000,30.0893,-7.9747,7.6934,32.065
0.734000,28.6647,-10.5276,9.1524,31.879
0.735000,27.4348,-12.6513,10.4387,31.964
0.735000,26.4233,-14.3277,11.5845,32.213
0.736000,25.8580,-15.7668,12.6547,32.823
0.736000,25.7871,-17.2811,13.4769,33.841
0.737000,25.9287,-18.9688,13.9872,35.039
0.738000,26.1133,-20.5725,14.1852,36.143
0.739000,26.4430,-21.8220,14.1348,37.084
0.740000,26.9645,-22.9779,13.9361,38.069
0.740000,27.5281,-24.2634,13.5898,39.130
0.741000,28.0832,-25.8170,13.1696,40.356
0.741000,28.4028,-27.6600,12.4221,41.546
0.742000,28.5156,-29.5649,11.5184,42.660
0.743000,28.2624,-31.5155,10.4219,43.596
0.743000,27.4771,-33.2380,9.1349,44.082
0.744000,26.1051,-33.8774,7.8503,43.483
0.744000,24.3119,-34.2689,6.5623,42.526
0.749000,22.1519,-34.6802,5.1856,41.477
0.752000,19.7467,-35.1135,3.7998,40.464
0.758000,16.8539,-35.5609,2.5416,39.435
0.762000,13.7598,-36.0167,1.1919,38.574
0.767000,10.3412,-36.4742,-0.3826,37.914
0.858000,6.9435,-36.9227,-1.9608,37.621
0.859000,3.9779,-36.5981,-3.1366,36.947
0.860000,2.0526,-34.7957,-3.6919,35.051
0.860000,-0.2072,-33.8979,-4.2920,34.169
