time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,-0.2489,0.1157,-2.1123,2.130
0.002000,-0.4340,0.0384,-2.0344,2.080
0.004000,-0.4713,-0.1519,-1.8536,1.919
0.012000,-0.6811,-0.2842,-1.4983,1.670
0.013000,-0.9113,-0.3142,-1.1162,1.475
0.018000,-1.0643,-0.3917,-0.8047,1.391
0.022000,-1.2261,-0.3982,-0.5702,1.410
0.063000,-1.3338,-0.4441,-0.3478,1.448
0.063000,-1.3551,-0.4418,-0.1298,1.431
0.064000,-1.3555,-0.4894,0.0508,1.442
0.064000,-1.2569,-0.5489,0.2659,1.397
0.064000,-1.1741,-0.6159,0.3268,1.366
0.064000,-1.1509,-0.6949,0.2291,1.364
0.065000,-1.1135,-0.8022,0.0803,1.375
0.065000,-0.9959,-0.8722,-0.1509,1.332
0.072000,-0.7497,-0.8680,-0.3313,1.194
0.072000,-0.4722,-0.7838,-0.4949,1.040
0.081000,-0.1573,-0.6190,-0.7236,0.965
0.081000,0.2480,-0.2963,-1.0464,1.115
0.086000,0.7918,0.0414,-0.8755,1.181
0.100000,1.0861,0.1959,-0.9120,1.432
0.100000,1.3481,0.3203,-1.1725,1.815
0.101000,1.5857,0.5531,-1.3624,2.163
0.105000,1.6685,0.7548,-1.5985,2.431
0.116000,1.4779,0.9278,-2.0696,2.707
0.117000,1.1249,1.0725,-2.4098,2.868
0.120000,0.6887,1.0347,-2.5457,2.833
0.145000,0.4657,0.7099,-2.4969,2.637
0.145000,0.2832,0.2588,-2.2039,2.237
0.146000,0.0761,-0.2159,-1.7003,1.716
0.146000,-0.0421,-0.6982,-1.0576,1.268
0.147000,0.0016,-1.0269,-0.3138,1.074
0.151000,0.1105,-1.2362,0.4335,1.315
0.155000,0.2639,-1.3275,0.8931,1.622
0.212000,0.4892,-1.3474,1.1424,1.833
0.213000,0.6376,-1.2058,1.1435,1.780
0.213000,0.7761,-0.8488,0.9210,1.473
0.213000,0.6658,-0.3476,0.6779,1.012
0.213000,0.4299,0.2092,0.2949,0.562
0.214000,0.1213,0.8436,-0.2138,0.879
0.214000,-0.1907,1.4178,-0.6885,1.588
0.214000,-0.5492,1.9873,-0.9524,2.271
0.214000,-0.7457,2.2469,-0.9992,2.570
0.215000,-0.7467,2.3089,-1.0556,2.646
0.215000,-0.8224,2.2095,-1.1431,2.620
0.215000,-1.0000,1.8818,-1.2328,2.462
0.220000,-1.6400,1.5863,-1.1143,2.539
0.223000,-2.2938,1.3809,-1.1344,2.908
0.231000,-2.6801,1.2416,-1.3265,3.238
0.232000,-3.0371,1.1312,-1.4685,3.558
0.237000,-3.4302,0.9907,-1.3314,3.811
0.250000,-3.7426,0.8678,-1.1757,4.018
0.251000,-4.0843,0.7318,-0.9753,4.262
0.252000,-4.3820,0.3427,-0.7871,4.465
0.257000,-4.4050,0.4310,-0.4246,4.446
0.339000,-4.2245,0.6513,0.0645,4.275
0.340000,-3.6970,0.7420,0.3434,3.786
0.340000,-2.9991,0.5315,0.4766,3.083
0.341000,-2.5089,0.4542,0.8277,2.681
0.341000,-2.0460,0.4730,1.2413,2.439
0.342000,-1.5904,0.5504,1.4596,2.228
0.342000,-1.3494,0.6248,1.4783,2.097
0.343000,-1.3279,0.6439,1.4124,2.043
0.343000,-1.3801,0.8151,1.3361,2.087
0.343000,-1.2491,1.0014,1.3164,2.073
0.344000,-0.9837,1.1406,1.2316,1.946
0.344000,-0.7613,1.3370,1.1322,1.910
0.344000,-0.5618,1.6445,1.3032,2.172
0.345000,0.0402,2.0473,2.1104,2.941
0.345000,1.4088,2.7335,0.7479,3.165
0.345000,3.1977,2.9816,2.3313,4.955
0.346000,2.5558,2.6300,5.3586,6.493
0.346000,1.0095,1.9783,4.5555,5.068
0.351000,0.2738,1.2719,4.1062,4.307
0.354000,-0.4632,0.9298,3.8115,3.951
0.367000,-1.0124,0.7582,3.2721,3.508
0.368000,-1.5284,0.5554,2.5983,3.065
0.369000,-2.1553,-0.6952,0.6096,2.345
0.374000,-2.4153,-0.3884,-0.4843,2.494
0.380000,-2.7646,0.5333,0.2063,2.823
0.383000,-2.8402,1.2434,0.4562,3.134
0.388000,-2.6107,1.5993,-0.2624,3.073
0.435000,-2.2060,1.7789,-0.7633,2.935
0.435000,-1.7351,1.8982,-0.6670,2.657
0.436000,-1.1216,1.9116,-0.5717,2.289
0.436000,-0.6861,1.9051,-0.7686,2.166
0.436000,-0.5239,1.7639,-1.1450,2.167
0.437000,-0.5962,1.7247,-1.3085,2.246
0.437000,-0.5338,1.7780,-1.1925,2.206
0.437000,-0.2675,1.6842,-1.0290,1.992
0.438000,0.3107,1.5439,-0.5651,1.673
0.438000,1.0291,1.3026,0.1887,1.671
0.442000,1.4614,0.9158,0.7721,1.890
0.452000,1.5982,0.5368,0.9867,1.954
0.453000,1.6053,0.1883,1.0921,1.951
0.457000,1.3991,-0.0306,1.3565,1.949
0.467000,1.1297,-0.2367,1.6581,2.020
0.467000,0.8650,-0.4165,1.9350,2.160
0.471000,0.5107,-0.7457,2.1086,2.294
0.554000,0.2226,-1.0424,2.2390,2.480
0.555000,-0.0600,-1.3600,2.2358,2.618
0.556000,-0.3301,-1.5890,2.1159,2.667
0.556000,-0.7276,-1.8704,1.9966,2.831
0.556000,-1.1664,-2.1514,1.8514,3.069
0.557000,-1.6440,-2.4217,1.6540,3.362
0.557000,-2.0223,-2.5285,1.4953,3.566
0.558000,-2.3748,-2.6279,1.6409,3.904
0.560000,-2.7452,-2.7135,2.2531,4.469
0.560000,-2.8498,-2.7844,2.8083,4.875
0.561000,-2.5925,-2.7225,2.5110,4.521
0.561000,-2.3179,-2.6972,1.6565,3.923
0.561000,-2.4468,-2.8751,1.2780,3.986
0.562000,-1.9858,-2.4784,1.3413,3.447
0.562000,-1.3540,-2.1674,1.4775,2.952
0.563000,-0.4338,-1.7454,1.3520,2.250
0.563000,0.5883,-1.4074,0.9575,1.801
0.563000,1.6950,-0.9911,0.5927,2.051
0.564000,2.9984,-0.5138,0.3098,3.058
0.607000,3.0099,-0.3884,0.4931,3.075
0.609000,2.7625,-0.3031,0.7118,2.869
0.610000,2.9213,-0.4156,0.8822,3.080
0.611000,2.9469,-0.7382,1.3270,3.315
0.611000,3.0548,-1.0419,1.5585,3.584
0.612000,3.1484,-1.2682,1.7515,3.819
0.612000,2.9549,-1.4420,2.0066,3.852
0.613000,2.6410,-1.5811,2.1757,3.769
0.613000,2.5069,-1.7603,2.1871,3.764
0.614000,2.7132,-1.9200,1.9359,3.847
0.661000,2.3556,-2.0126,1.7857,3.576
0.663000,1.5636,-2.0903,1.7101,3.121
0.664000,0.9104,-2.1198,1.4053,2.701
0.664000,0.2064,-2.1268,1.1657,2.434
0.664000,-0.4076,-2.0725,0.8691,2.284
0.664000,-0.8273,-1.8996,0.5252,2.137
0.665000,-0.8016,-1.7601,0.1003,1.937
0.665000,-0.7732,-1.6246,-0.2386,1.815
0.665000,-0.6199,-1.4923,-0.5944,1.722
0.666000,-0.3708,-1.3579,-0.9077,1.675
0.666000,-0.0358,-1.2094,-1.2048,1.707
0.671000,0.0376,-1.0417,-1.4785,1.809
0.710000,0.1304,-0.8355,-1.7384,1.933
0.710000,0.1811,-0.6533,-2.0440,2.153
0.711000,0.4367,-0.4948,-2.3402,2.432
0.712000,0.3543,-0.4508,-2.5363,2.600
0.712000,0.2756,-0.4298,-2.7090,2.757
0.712000,0.4042,-0.3884,-2.7174,2.775
0.713000,0.6950,-0.3724,-2.6263,2.742
0.713000,1.1836,-0.3249,-2.4547,2.744
0.715000,1.7908,-0.2683,-2.1427,2.805
0.720000,2.2325,-0.1940,-1.8312,2.894
0.725000,2.4643,-0.1343,-1.5318,2.905
0.760000,2.4894,-0.0639,-1.2227,2.774
0.761000,2.3992,-0.0677,-0.9179,2.570
0.762000,2.3030,-0.1079,-0.7462,2.423
0.762000,2.0382,-0.2085,-0.6643,2.154
0.762000,1.7154,-0.2616,-0.6817,1.864
0.762000,1.4024,-0.2931,-0.8106,1.646
0.763000,1.0713,-0.3476,-0.9269,1.459
0.764000,0.8751,-0.3527,-1.0499,1.412
0.769000,0.7380,-0.3574,-1.1682,1.427
0.773000,0.8040,-0.3351,-1.2390,1.515
0.818000,0.5208,-0.3737,-1.2483,1.403
0.818000,0.3165,-0.3342,-1.3444,1.421
0.818000,0.1578,-0.2766,-1.4411,1.476
0.819000,-0.0064,-0.1698,-1.5671,1.576
0.819000,-0.1390,-0.0210,-1.6911,1.697
0.819000,-0.3755,0.1246,-1.8870,1.928
0.820000,-0.5879,0.2193,-2.0472,2.141
0.820000,-0.8654,0.3543,-2.0880,2.288
0.820000,-1.0762,0.3721,-2.1960,2.474
0.822000,-1.2038,0.4116,-2.3857,2.704
0.834000,-1.3080,0.3915,-2.5708,2.911
0.834000,-1.3220,0.3435,-2.7227,3.046
0.837000,-1.3105,0.2198,-2.7078,3.016
0.842000,-1.1904,0.0135,-2.5595,2.823
0.847000,-0.8545,-0.0995,-2.4616,2.608
0.852000,-0.5825,-0.3515,-2.5572,2.646
0.856000,-0.5425,-0.3476,-2.5021,2.584
0.895000,-0.4966,-0.2889,-2.3512,2.420
0.896000,-0.3306,-0.2192,-2.2119,2.247
0.896000,-0.1061,-0.0869,-2.0888,2.093
0.896000,0.1973,0.1311,-2.0319,2.046
0.896000,0.4303,0.3573,-1.9383,2.017
0.897000,0.7472,0.5763,-1.8868,2.110
0.897000,1.1406,0.7448,-1.8963,2.335
0.897000,1.5349,0.8956,-1.8665,2.577
0.900000,1.9748,0.9687,-1.8670,2.885
0.905000,2.3109,1.0712,-1.9146,3.186
0.912000,2.6040,1.1959,-2.1172,3.563
0.915000,2.7625,1.3409,-2.4554,3.932
0.920000,2.7778,1.3973,-2.7905,4.178
0.925000,3.0061,1.3450,-3.0388,4.481
0.934000,2.7666,1.3098,-3.0903,4.350
0.937000,2.3958,1.3403,-3.0648,4.115
0.940000,2.4211,1.4540,-2.9409,4.077
1.004000,2.0126,1.6603,-2.6637,3.729
1.005000,1.6960,1.8608,-2.4600,3.520
1.005000,1.2606,1.9882,-2.3103,3.298
1.006000,0.5418,2.0924,-2.1428,3.044
1.006000,-0.1915,2.1807,-1.9401,2.925
1.006000,-0.7876,2.1737,-1.7096,2.875
1.007000,-0.9268,2.0638,-1.3673,2.643
1.007000,-0.6846,1.8933,-1.1228,2.305
1.007000,-0.3109,1.6326,-0.9419,1.910
1.008000,-0.0994,1.4121,-0.8613,1.657
1.008000,-0.0284,1.2978,-0.7514,1.500
1.008000,0.1179,1.2812,-0.7023,1.466
1.009000,0.2965,1.2748,-0.7324,1.500
1.009000,0.4562,1.1656,-0.8125,1.492
1.014000,0.4120,0.9219,-0.9009,1.353
1.018000,0.1941,0.6634,-1.0214,1.233
1.022000,-0.1224,0.4498,-1.1307,1.223
1.033000,-0.3881,0.2264,-1.3218,1.396
1.033000,-0.5825,0.1323,-1.5999,1.708
1.037000,-0.7498,-0.0553,-2.0205,2.156
1.042000,-0.5617,-0.2997,-2.4356,2.517
1.094000,0.8221,-0.7601,-2.7055,2.928
1.095000,0.6328,-1.0654,-3.8846,4.077
1.095000,-0.0821,-0.9218,-4.6769,4.768
1.096000,-0.7825,-0.6343,-5.1202,5.218
1.096000,-1.1864,-0.4652,-5.6827,5.824
1.097000,-1.4444,-0.4596,-6.3316,6.510
1.097000,-1.5025,-0.6025,-6.8510,7.040
1.097000,-1.3296,-0.8060,-7.2702,7.435
1.098000,-0.8734,-1.0898,-7.4921,7.621
1.098000,-0.3858,-1.3899,-7.5305,7.667
1.099000,-0.1249,-1.6557,-7.3862,7.571
1.100000,-0.0336,-1.9953,-6.9233,7.205
1.105000,-0.0883,-2.3588,-6.4537,6.872
1.110000,-0.1868,-2.7207,-5.9079,6.507
1.115000,-0.2754,-3.1124,-5.3677,6.211
1.120000,-0.3592,-3.5605,-4.8842,6.055
1.125000,-0.4483,-4.0440,-4.5056,6.071
1.131000,-0.5288,-4.5278,-4.1844,6.188
1.134000,-0.7608,-5.0339,-3.7398,6.317
1.139000,-0.9648,-5.4147,-3.3485,6.439
1.189000,-1.0526,-5.9170,-3.1278,6.775
1.190000,-1.0899,-6.3977,-2.9876,7.145
1.191000,-1.0414,-6.9030,-2.9246,7.569
1.192000,-1.0914,-7.3333,-2.8977,7.960
1.192000,-1.1313,-7.7264,-2.8683,8.319
1.193000,-1.1779,-8.0854,-2.8391,8.650
1.194000,-1.2791,-8.3767,-2.8431,8.938
1.194000,-1.3348,-8.6341,-2.8198,9.180
1.195000,-1.3691,-8.9747,-2.7958,9.499
1.196000,-1.5739,-9.5242,-2.9509,10.094
1.197000,-1.8485,-10.2557,-3.1958,10.900
1.205000,-2.1091,-10.9169,-3.3926,11.625
1.207000,-2.3346,-11.4280,-3.4078,12.152
1.208000,-2.4271,-11.8438,-3.2946,12.531
1.266000,-2.3326,-12.2183,-3.0434,12.806
1.267000,-2.1375,-12.6141,-2.6646,13.068
1.267000,-1.8852,-12.9763,-2.0248,13.268
1.268000,-1.6258,-13.3670,-1.4571,13.544
1.268000,-1.4568,-13.7700,-1.0090,13.884
1.269000,-1.3474,-14.1691,-0.7002,14.250
1.269000,-1.2820,-14.5212,-0.4513,14.585
1.270000,-1.0809,-14.7776,-0.2393,14.819
1.270000,-0.7963,-14.8924,0.0037,14.914
1.271000,-0.3817,-14.9408,0.2519,14.948
1.271000,0.0743,-15.0356,0.5540,15.046
1.272000,0.4986,-15.0824,0.8885,15.117
1.272000,1.0853,-15.2011,1.3505,15.300
1.277000,1.7560,-15.3181,1.8139,15.525
1.281000,2.3606,-15.3442,2.2503,15.687
1.286000,2.8468,-15.2229,2.8595,15.749
1.291000,3.3395,-15.1691,3.1405,15.847
1.329000,3.7813,-15.3656,3.2262,16.150
1.330000,3.9860,-15.5852,3.3781,16.438
1.331000,4.1306,-15.7317,3.4849,16.634
1.331000,4.1390,-15.7930,3.5901,16.716
1.332000,4.1165,-15.7234,3.5789,16.643
1.333000,4.0468,-15.5567,3.6102,16.475
1.333000,4.0159,-15.4968,3.6133,16.411
1.334000,3.9999,-15.5263,3.6804,16.450
1.334000,4.1075,-15.5745,3.7872,16.546
1.339000,4.2670,-15.6576,3.9043,16.692
1.345000,4.5099,-15.7423,4.0430,16.867
1.349000,4.8102,-15.8483,4.1429,17.073
1.354000,5.1867,-15.9442,4.3151,17.313
1.359000,5.5979,-16.0058,4.6094,17.572
1.365000,6.3258,-15.9373,4.9840,17.856
1.369000,7.4800,-15.6871,5.4663,18.219
1.373000,8.8424,-15.3169,5.9785,18.669
1.422000,10.3274,-14.9284,6.5016,19.282
1.423000,11.7754,-14.6093,6.9267,20.002
1.423000,13.2582,-14.3273,7.1864,20.801
1.424000,14.6402,-14.1205,7.3690,21.634
1.425000,15.8244,-13.9970,7.5095,22.421
1.425000,16.8490,-13.9470,7.5440,23.137
1.426000,17.7868,-13.9491,7.5351,23.827
1.427000,18.4947,-13.7632,7.5700,24.265
1.427000,18.7663,-13.2416,7.6078,24.195
1.428000,19.0292,-12.5969,7.6980,24.084
1.428000,19.4477,-11.9005,7.4341,23.981
1.433000,19.4580,-11.2037,7.4884,23.669
1.437000,19.1150,-10.4158,7.7067,23.093
1.442000,18.5186,-9.4678,8.2174,22.363
1.448000,17.8989,-8.4590,8.8445,21.683
1.451000,17.3401,-7.4504,9.4219,21.094
1.457000,16.8011,-6.5201,10.0694,20.644
1.497000,16.3443,-5.5533,10.7271,20.324
1.498000,16.0575,-4.5471,11.3208,20.166
1.498000,15.9817,-3.4811,11.7984,20.168
1.499000,16.1305,-2.4504,12.1198,20.325
1.500000,16.4322,-1.4812,12.1727,20.503
1.501000,16.7129,-0.6085,11.7634,20.447
1.501000,16.8453,0.1239,10.9516,20.093
1.502000,16.7420,0.8254,9.7365,19.385
1.502000,16.4210,1.5167,8.2708,18.449
1.505000,15.8780,2.2849,6.6412,17.362
1.510000,15.2795,3.0960,5.0561,16.389
1.515000,14.7317,3.9745,3.6202,15.682
1.520000,14.3108,4.8021,2.4000,15.285
1.524000,13.9658,5.6154,1.5408,15.131
1.529000,13.7197,6.2720,1.1816,15.132
1.534000,13.5632,6.8137,1.2567,15.230
1.539000,13.5043,7.0933,1.8069,15.361
1.550000,13.3502,7.0957,2.7238,15.362
1.552000,13.1950,6.7482,3.9003,15.325
1.556000,13.0159,6.1206,5.3272,15.338
1.559000,12.7480,5.3291,6.7571,15.381
1.626000,12.4583,4.4585,8.2619,15.600
1.627000,12.1771,3.6740,9.8272,16.073
1.627000,11.8048,2.9310,11.7035,16.879
1.628000,11.2138,2.1743,13.8551,17.957
1.628000,9.9965,1.4881,15.9352,18.870
1.629000,9.1429,1.3673,18.7110,20.870
1.630000,8.8086,1.2974,21.8714,23.614
1.630000,8.8362,1.4266,25.0235,26.576
1.631000,8.4464,1.6103,27.4475,28.763
1.631000,7.0947,1.7079,28.3960,29.319
1.632000,5.2393,1.7338,27.7743,28.317
1.633000,3.0846,1.7379,26.0583,26.298
1.633000,1.1653,1.9471,24.0372,24.144
1.634000,-0.2258,2.3635,22.1586,22.285
1.634000,-1.0256,2.8506,20.5520,20.774
1.637000,-1.5977,3.2665,19.2700,19.610
1.642000,-2.2238,3.4804,18.1514,18.615
1.650000,-2.8697,3.5773,17.2047,17.805
1.653000,-3.4768,3.5444,16.5438,17.273
1.656000,-4.2114,3.5357,16.0404,16.957
1.697000,-4.9580,3.5420,15.7279,16.867
1.698000,-5.5973,3.4940,15.5040,16.850
1.699000,-6.1750,3.4952,15.4333,16.986
1.699000,-6.6148,3.4809,15.4878,17.197
1.700000,-6.9848,3.5376,15.5135,17.377
1.700000,-7.2755,3.6007,15.6756,17.653
1.701000,-7.5379,3.6801,15.8702,17.951
1.701000,-7.7056,3.9313,16.0844,18.263
1.702000,-7.8843,4.2796,16.2674,18.577
1.705000,-8.1229,4.5864,16.3572,18.830
1.710000,-8.3216,4.9348,16.3435,18.992
1.715000,-8.3281,5.2215,16.3376,19.067
1.720000,-8.1815,5.4128,16.2689,18.998
1.724000,-7.7007,5.5654,16.1584,18.745
1.730000,-7.1211,5.6536,15.9569,18.366
1.734000,-6.4455,5.7130,15.6592,17.872
1.739000,-5.8592,5.7318,15.0944,17.176
1.744000,-5.3152,5.7421,14.3522,16.347
1.750000,-4.8746,5.7083,13.4918,15.439
1.755000,-4.6137,5.6590,12.6476,14.604
1.759000,-4.5389,5.5230,11.7989,13.796
1.769000,-4.6586,5.3685,11.0634,13.150
1.771000,-5.0265,5.0558,10.4025,12.611
1.773000,-5.5454,4.7139,9.7751,12.187
1.779000,-6.2857,4.2223,9.1024,11.840
1.837000,-7.1826,3.6585,8.4429,11.673
1.838000,-8.2050,3.0270,7.8529,11.754
1.839000,-9.2900,2.3646,7.1961,11.987
1.839000,-10.2070,1.7084,6.3699,12.152
1.840000,-10.7589,1.0427,5.4726,12.116
1.840000,-10.8700,0.4554,4.3442,11.715
1.841000,-10.4110,-0.1367,3.4096,10.956
1.842000,-9.1118,-0.7427,2.8267,9.569
1.842000,-7.1554,-1.2789,2.5348,7.698
1.843000,-4.9096,-1.8037,2.3395,5.730
1.843000,-2.1724,-2.2910,2.0741,3.778
1.843000,1.2427,-2.7730,1.5801,3.425
1.844000,5.3734,-3.2725,1.0028,6.371
1.849000,9.9310,-4.1550,0.5215,10.778
1.852000,14.4189,-5.4225,0.0002,15.405
1.857000,18.6338,-7.1720,-0.7383,19.980
1.862000,22.3329,-9.2488,-1.5901,24.225
1.866000,25.7533,-11.1103,-2.2393,28.137
1.871000,28.7778,-12.8339,-2.4600,31.606
1.876000,30.8359,-14.0687,-2.7855,34.008
1.884000,32.1284,-14.2202,-4.2295,35.388
1.886000,32.3847,-13.6200,-7.0248,35.828
1.891000,31.9485,-12.6119,-10.8922,36.033
1.895000,31.4594,-11.3165,-14.8841,36.596
1.933000,31.3034,-9.9157,-18.0975,37.493
1.934000,31.9317,-8.3621,-20.2413,38.720
1.934000,32.4722,-7.2873,-21.0595,39.383
1.935000,32.3144,-7.4874,-20.8014,39.153
1.936000,32.1469,-8.9943,-19.4102,38.614
1.936000,31.9672,-11.7078,-16.7186,37.927
1.937000,31.7715,-14.7816,-12.7503,37.289
1.938000,31.5603,-17.7472,-7.7886,37.036
1.939000,31.3354,-20.4130,-2.2608,37.466
1.944000,29.0892,-22.9301,3.1689,37.175
1.949000,25.6832,-25.1530,8.1179,36.854
1.954000,22.6088,-27.1020,11.6697,37.173
1.959000,19.8085,-28.9887,14.2292,37.884
1.964000,17.4046,-30.5483,16.1000,38.669
1.970000,15.6177,-31.6877,16.9777,39.195
1.974000,13.9912,-32.7026,16.7919,39.334
1.979000,11.9983,-33.4439,15.8422,38.903
1.984000,9.8338,-33.7744,14.4487,38.029
1.988000,7.4622,-33.5887,13.2316,36.864
1.993000,5.1181,-33.0298,12.0597,35.533
2.001000,2.7051,-32.3247,10.7724,34.180
2.004000,0.3711,-31.6109,9.5456,33.023
2.008000,-1.6796,-30.8180,8.6667,32.057
2.013000,-3.6125,-30.0641,7.9812,31.315
2.063000,-5.5721,-29.3085,7.3094,30.716
2.064000,-7.1432,-28.5624,6.5695,30.166
2.065000,-8.3021,-27.6260,6.1401,29.493
2.066000,-9.7569,-26.5862,5.8539,28.919
2.067000,-11.3033,-25.4306,5.7065,28.409
2.067000,-12.4542,-24.3369,5.7343,27.933
2.068000,-12.9700,-23.5635,5.8228,27.520
2.069000,-12.7484,-22.9327,5.8613,26.885
2.069000,-12.0106,-22.5166,5.8456,26.181
2.070000,-11.2681,-21.9041,5.6619,25.275
2.071000,-10.5945,-21.0445,5.4214,24.177
2.071000,-9.7000,-20.0734,5.1196,22.875
2.077000,-8.5766,-18.8089,4.4898,21.154
2.081000,-7.4958,-17.2601,3.5605,19.151
2.086000,-6.7118,-16.0830,2.0046,17.542
2.091000,-6.0871,-15.5329,-0.0918,16.683
2.095000,-4.7218,-15.4991,-2.2792,16.362
2.101000,-2.7579,-16.0439,-4.1865,16.809
2.106000,-0.6088,-17.2787,-5.5036,18.144
2.110000,1.2639,-19.3992,-6.1968,20.404
2.118000,2.8218,-22.5725,-6.2774,23.598
2.120000,3.7023,-26.7475,-5.5712,27.571
2.125000,4.1338,-30.7702,-3.0395,31.195
2.130000,3.0696,-36.7928,-1.5992,36.955
2.225000,-0.9441,-42.1369,1.1601,42.163
2.226000,-6.7288,-43.9919,4.5882,44.739
2.227000,-13.9585,-44.4830,9.7211,47.624
2.227000,-23.2634,-44.9446,16.9592,53.374
2.228000,-33.3341,-45.3563,24.9732,61.579
2.229000,-40.0012,-45.6891,32.6187,68.932
2.230000,-43.2950,-45.9277,39.2574,74.330
2.230000,-45.0814,-46.0680,43.2427,77.618
2.231000,-44.9271,-46.1131,43.1539,77.506
2.233000,-44.8100,-46.0722,41.0958,76.285
2.234000,-44.2260,-45.9540,36.4741,73.472
2.234000,-40.7269,-45.7687,31.9210,69.083
2.235000,-36.5593,-45.5253,27.6902,64.621
2.236000,-32.2799,-45.2326,23.3345,60.270
2.237000,-28.3450,-44.8940,19.0109,56.394
2.237000,-25.2093,-44.5155,15.3233,53.404
2.238000,-22.9222,-44.0981,12.1044,51.153
2.239000,-20.9315,-43.6393,9.1688,49.260
2.240000,-18.7913,-43.1390,6.3144,47.476
2.240000,-16.2643,-42.5885,3.6224,45.732
2.241000,-13.1438,-41.9884,1.1301,44.012
2.242000,-9.2671,-41.3383,-1.1569,42.380
2.243000,-4.6615,-40.6401,-2.8307,41.004
2.248000,0.2074,-39.9024,-3.7943,40.083
2.256000,5.9536,-39.1232,-4.0975,39.785
2.257000,13.4543,-38.3148,-3.9887,40.804
2.261000,22.9047,-37.4898,-3.8201,44.099
2.343000,30.6725,-36.6679,-3.2052,47.913
2.344000,30.8499,-35.8777,-1.7100,47.348
2.344000,31.0970,-35.1303,1.1168,46.930
2.345000,31.3984,-34.4395,5.7674,46.960
2.346000,31.7437,-33.8041,12.0625,47.915
2.346000,32.1248,-33.2215,19.9604,50.340
2.347000,32.5261,-32.6984,27.3644,53.628
2.348000,32.9334,-32.2360,30.5001,55.263
2.348000,33.3294,-31.8369,31.1532,55.632
2.349000,33.7119,-31.4908,29.5077,54.762
2.350000,34.0841,-31.1874,25.8694,52.949
2.350000,34.4436,-30.9232,23.2199,51.786
2.351000,34.7915,-30.6932,22.1460,51.410
2.352000,35.1234,-30.4953,23.6980,52.204
2.352000,35.4397,-30.3240,26.3120,53.552
2.353000,35.7414,-29.4867,28.0754,54.177
2.353000,36.0288,-24.5125,28.1938,51.902
2.354000,36.2992,-20.4069,26.9035,49.577
2.355000,35.7760,-16.9980,24.5513,46.601
2.363000,33.8644,-13.8733,21.4121,42.400
2.364000,31.9820,-10.9724,17.6716,38.151
2.371000,30.0386,-8.3890,13.8296,34.117
2.374000,28.2228,-6.1569,10.3465,30.684
2.379000,26.7740,-4.1012,7.3233,28.059
2.386000,25.8541,-2.2222,4.7334,26.378
2.388000,25.2999,-0.7969,2.7445,25.461
2.393000,24.8643,0.3301,1.6843,24.923
2.474000,24.1394,1.3838,1.3866,24.219
2.475000,23.1125,2.1944,1.6507,23.275
2.476000,22.1387,2.3920,2.0116,22.358
2.476000,21.0169,2.0705,2.7318,21.295
2.477000,19.5239,1.5914,3.6592,19.927
2.477000,17.5375,1.3571,5.1134,18.318
2.478000,15.2899,1.5489,6.7215,16.774
2.478000,13.3790,1.9810,8.3150,15.876
2.479000,12.0369,2.6787,9.9973,15.875
2.479000,11.1292,3.6525,11.8028,16.628
2.480000,10.6410,4.9139,14.0062,18.263
2.480000,10.6562,6.3129,16.3833,20.538
2.482000,10.9555,7.6847,18.5358,22.862
2.482000,11.1956,8.7926,20.1926,24.706
2.483000,11.5636,9.8298,21.4050,26.240
