time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,0.3080,0.0673,-2.5153,2.535
0.002000,0.3192,0.0959,-2.5338,2.556
0.008000,0.3154,0.1075,-2.5584,2.580
0.010000,0.2751,0.1404,-2.5650,2.584
0.014000,0.2527,0.1683,-2.4867,2.505
0.102000,0.2576,0.1887,-2.3928,2.414
0.103000,0.2079,0.2422,-2.2713,2.294
0.103000,0.2706,0.2997,-2.2031,2.240
0.103000,0.3665,0.4278,-2.1188,2.192
0.104000,0.4333,0.5050,-2.0592,2.164
0.104000,0.4852,0.5907,-2.0000,2.141
0.104000,0.5338,0.6542,-1.9916,2.163
0.105000,0.5886,0.6861,-1.8620,2.070
0.105000,0.6758,0.7249,-1.7401,2.003
0.105000,0.7761,0.8164,-1.5618,1.926
0.106000,0.8756,0.8482,-1.3654,1.830
0.106000,0.9864,0.9017,-1.1579,1.768
0.106000,0.9867,0.9125,-0.8703,1.601
0.106000,0.9338,0.8922,-0.4976,1.384
0.106000,0.8733,0.8700,-0.0640,1.234
0.107000,0.8083,0.8354,0.4141,1.234
0.107000,0.7652,0.7714,0.8696,1.392
0.107000,0.7064,0.6938,1.2887,1.625
0.107000,0.6436,0.6686,1.6407,1.885
0.112000,0.5415,0.6458,1.9014,2.080
0.117000,0.4982,0.6245,2.1430,2.287
0.125000,0.4278,0.6259,2.2701,2.393
0.127000,0.3158,0.6378,2.3712,2.476
0.131000,0.2343,0.6521,2.3676,2.467
0.137000,0.1207,0.6981,2.3599,2.464
0.141000,0.0593,0.6749,2.3192,2.416
0.146000,0.0183,0.7139,2.2267,2.338
0.239000,0.0573,0.8030,2.0848,2.235
0.239000,0.1753,0.8987,1.9536,2.158
0.240000,0.3551,1.0874,1.7924,2.126
0.240000,0.5341,1.1823,1.6444,2.095
0.240000,0.6329,1.2645,1.4524,2.027
0.240000,0.7111,1.2980,1.2763,1.954
0.241000,0.7240,1.3115,1.1063,1.862
0.241000,0.7218,1.3414,0.8826,1.760
0.241000,0.7097,1.3996,0.6169,1.686
0.241000,0.5852,1.4292,0.3787,1.590
0.241000,0.4987,1.4997,0.0841,1.583
0.241000,0.3904,1.5256,-0.1738,1.584
0.242000,0.3417,1.5314,-0.4549,1.634
