time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,-1.0871,0.1973,-2.4934,2.727
0.002000,-1.0361,0.1823,-2.3687,2.592
0.005000,-0.9347,0.0868,-2.2573,2.445
0.010000,-0.6964,0.0614,-1.9273,2.050
0.015000,-0.2147,0.0551,-1.2664,1.286
0.020000,0.3540,-0.0261,-0.3777,0.518
0.028000,0.9056,-0.1097,0.4982,1.039
0.029000,1.2945,-0.1666,1.3450,1.874
0.034000,1.5538,-0.2629,2.0321,2.572
0.039000,1.4738,-0.3162,2.5530,2.965
0.080000,1.2146,-0.3611,3.0064,3.263
0.080000,1.0619,-0.4364,3.2686,3.464
0.081000,0.9633,-0.4183,3.1536,3.324
0.081000,0.7487,-0.4407,2.7959,2.928
0.081000,0.5162,-0.4142,2.1834,2.281
0.082000,0.2494,-0.4378,1.3373,1.429
0.082000,-0.2479,-0.2085,0.4579,0.561
0.082000,-0.5867,-0.2166,-0.4224,0.755
0.083000,-0.6201,-0.3066,-1.2544,1.432
0.089000,-0.6387,-0.3408,-1.9695,2.098
0.098000,-0.6770,-0.3178,-2.3798,2.495
0.099000,-0.7237,-0.2397,-2.4789,2.593
0.103000,-0.6957,-0.1254,-2.4153,2.517
0.117000,-0.6030,-0.0019,-2.3063,2.384
0.117000,-0.5880,0.1113,-2.2014,2.281
0.117000,-0.5582,0.2061,-2.1171,2.199
0.122000,-0.5787,0.2202,-2.0315,2.124
0.133000,-0.5330,0.1698,-1.8247,1.908
0.134000,-0.5547,0.0520,-1.5635,1.660
0.137000,-0.4143,-0.9722,-1.8114,2.097
0.150000,-0.2641,-0.9948,-1.0051,1.439
0.151000,-0.2520,-0.8142,-0.2802,0.897
0.152000,-0.3070,-0.6281,-0.0900,0.705
0.157000,-0.4751,-0.4090,0.1641,0.648
0.163000,-0.5448,-0.0974,0.5369,0.771
0.166000,-0.4703,0.0435,1.0115,1.116
0.171000,-0.3294,0.0898,1.2272,1.274
0.223000,-0.0969,0.0056,1.2512,1.255
0.223000,0.0858,-0.0681,1.1460,1.151
0.223000,0.2548,-0.1711,0.9519,1.000
0.224000,0.4535,-0.2243,0.5925,0.779
0.224000,0.5387,-0.2267,0.1678,0.608
0.224000,0.6070,-0.2154,-0.2847,0.704
0.224000,0.5815,-0.1343,-0.6603,0.890
0.225000,0.6296,0.0008,-0.9214,1.116
0.225000,0.5857,0.1476,-1.0517,1.213
0.225000,0.5450,0.3321,-1.1159,1.285
0.226000,0.5092,0.3943,-1.1808,1.345
0.231000,0.4070,0.3942,-1.2704,1.391
0.234000,0.1939,0.3125,-1.3388,1.388
0.239000,-0.0942,0.1780,-1.3716,1.386
0.244000,-0.3198,0.1198,-1.2897,1.334
0.249000,-0.5290,-0.0679,-1.1671,1.283
0.253000,-0.6190,-0.2250,-0.9989,1.196
0.266000,-0.7105,-0.2777,-0.7775,1.089
0.267000,-0.7030,-0.3868,-0.5577,0.977
0.268000,-0.7060,-0.4809,-0.4563,0.968
0.273000,-0.7274,-0.4977,-0.7939,1.186
0.278000,-0.5625,-0.5164,-0.9007,1.181
0.283000,-0.4065,-0.4502,-0.5174,0.797
0.287000,-0.1385,-0.2576,-0.1064,0.311
0.329000,0.2529,0.0328,0.1373,0.290
0.330000,0.7085,0.2597,0.1714,0.774
0.330000,1.2714,0.5279,0.1325,1.383
0.330000,1.5761,0.7293,0.0328,1.737
0.330000,1.8668,0.8756,-0.1075,2.065
0.330000,2.0615,1.0361,-0.3213,2.329
0.331000,2.1003,1.0888,-0.5535,2.430
0.331000,1.9690,1.0175,-0.8445,2.372
0.331000,1.5814,0.7419,-1.2853,2.169
0.337000,1.0896,0.3254,-1.6769,2.026
0.341000,0.5614,0.1396,-1.8869,1.974
0.350000,0.2403,0.0970,-1.9776,1.994
0.351000,-0.8390,-0.0768,-2.3626,2.508
0.356000,-1.4256,-0.1610,-2.2733,2.688
0.421000,-0.6315,0.1579,-1.7846,1.900
0.422000,-0.4104,0.4039,-1.7783,1.869
0.422000,-0.8079,0.3481,-1.8358,2.036
0.422000,-0.9912,0.2520,-2.0071,2.253
0.423000,-0.8497,0.2197,-2.3080,2.469
0.423000,-0.5534,0.1703,-2.3696,2.439
0.423000,-0.0162,0.1536,-2.0565,2.062
0.424000,0.3449,0.1663,-1.6448,1.689
0.424000,0.2533,0.1134,-1.3279,1.357
0.425000,-0.0881,-0.0016,-1.0456,1.049
0.425000,-0.2746,-0.0842,-0.6586,0.718
0.426000,-0.2473,-0.0861,-0.3578,0.443
0.426000,-0.3072,0.0874,-0.2049,0.379
0.427000,-0.7062,0.3388,-0.2276,0.816
0.429000,-1.3005,0.5965,-0.3240,1.467
0.434000,-1.7032,0.9443,-0.4902,2.008
0.439000,-2.1482,1.3354,-0.8163,2.658
0.444000,-2.5422,1.6816,-1.1407,3.254
0.449000,-2.7142,1.8440,-1.3491,3.548
0.454000,-2.6064,1.6800,-1.4035,3.404
0.462000,-2.1304,1.1568,-1.3707,2.785
0.464000,-1.5971,0.4442,-1.2824,2.096
0.468000,-1.0388,-0.4321,-1.1768,1.628
0.472000,-0.5090,-1.3666,-0.9786,1.756
0.509000,-0.2996,-2.1330,-0.7821,2.292
0.509000,-0.6105,-2.6075,-0.6609,2.758
0.510000,-1.0159,-2.8871,-0.4848,3.099
0.510000,-1.3569,-2.8467,-0.6427,3.218
0.511000,-1.9464,-2.4695,-0.9992,3.299
0.512000,-2.4062,-1.8590,-1.4028,3.349
0.512000,-2.7880,-1.2758,-1.8501,3.581
0.513000,-3.0872,-0.7524,-2.1881,3.858
0.517000,-3.2111,-0.3930,-2.1130,3.864
0.522000,-3.1075,-0.2362,-1.7233,3.561
0.527000,-3.0574,-0.3602,-1.4103,3.386
0.532000,-2.8958,-0.6444,-1.0843,3.159
0.537000,-2.4679,-0.9176,-0.9911,2.813
0.541000,-1.6597,-1.2190,-0.9529,2.269
0.546000,-0.6390,-1.4499,-0.8790,1.812
