time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.591000,19.8110,-19.5830,-9.4266,29.408
0.595000,19.7003,-19.8278,-10.3565,29.808
0.601000,19.4418,-19.9870,-10.9838,29.968
0.605000,19.1247,-20.2094,-11.4567,30.090
0.610000,18.8020,-20.4814,-11.6406,30.141
0.615000,18.6774,-20.7849,-11.6735,30.284
0.620000,18.5425,-21.1526,-11.4409,30.367
0.626000,18.2536,-21.4821,-11.1095,30.300
0.629000,17.8987,-21.7834,-10.8839,30.222
0.635000,17.5487,-22.0143,-10.6287,30.092
0.639000,17.1027,-22.3159,-10.5966,30.046
0.644000,16.5777,-22.6005,-10.6353,29.978
0.650000,15.9183,-23.0320,-10.9106,30.048
0.654000,15.1930,-23.4041,-11.1606,30.052
0.660000,14.5227,-23.6852,-11.2789,29.985
0.664000,13.7444,-24.0206,-11.5042,29.971
0.669000,12.5692,-24.5894,-14.1135,31.013
0.674000,11.9502,-24.5615,-12.7495,30.143
0.679000,10.4812,-24.4875,-11.4355,28.987
0.683000,8.1879,-24.2074,-11.1474,27.880
0.688000,6.5179,-24.1268,-10.3792,27.061
0.695000,5.3544,-24.1671,-10.7536,26.988
0.698000,4.0322,-24.1734,-12.3832,27.458
0.703000,2.5252,-24.2024,-12.8146,27.502
0.708000,0.3638,-24.1182,-12.6855,27.253
0.713000,-2.0948,-23.7291,-12.5543,26.927
0.718000,-4.3369,-23.1447,-12.1426,26.494
0.722000,-6.1702,-22.2841,-11.4937,25.822
0.728000,-7.4094,-21.1642,-10.7808,24.881
0.733000,-7.9167,-19.8413,-10.0138,23.593
0.737000,-7.6836,-18.6666,-9.3936,22.265
0.743000,-6.9033,-17.7648,-9.0806,21.112
0.747000,-6.2299,-17.1252,-9.2045,20.416
0.752000,-6.1746,-16.5664,-9.7827,20.206
0.757000,-6.8565,-16.1411,-10.5606,20.471
0.763000,-7.8395,-15.8940,-11.2411,20.987
0.766000,-8.6858,-15.7857,-11.7247,21.496
0.771000,-9.3109,-15.5052,-12.0644,21.741
0.777000,-9.6183,-15.1114,-12.2505,21.701
0.782000,-9.3096,-14.4901,-12.2440,21.132
0.786000,-8.6218,-13.7328,-12.2325,20.312
0.790000,-7.9249,-13.0449,-12.2455,19.568
0.804000,-7.3519,-12.5000,-12.2190,18.963
0.805000,-6.7790,-11.9969,-12.0654,18.315
0.806000,-6.1198,-11.3949,-12.0474,17.676
0.812000,-5.4024,-10.6792,-12.2656,17.137
0.816000,-4.5761,-10.0383,-12.7159,16.835
0.820000,-3.8197,-9.7705,-13.3316,16.964
