time,gFx,gFy,gFz,TgF
0.448000,-0.0536,-1.0945,0.0216,1.096
0.448000,-0.0717,-1.1136,-0.0512,1.117
0.449000,-0.0707,-1.1292,-0.0797,1.134
0.449000,-0.0526,-1.1444,-0.0827,1.149
0.450000,-0.0209,-1.1490,-0.0814,1.152
0.450000,-0.0013,-1.1490,-0.0765,1.152
0.453000,-0.0377,-1.1658,-0.0619,1.168
0.458000,-0.1159,-1.1871,-0.0407,1.193
0.464000,-0.1537,-1.1619,-0.0319,1.172
0.468000,-0.1781,-1.1175,-0.0172,1.132
0.473000,-0.1894,-1.0506,0.0182,1.068
0.482000,-0.2279,-0.9864,0.0651,1.014
0.483000,-0.3073,-0.9478,0.1100,1.002
0.488000,-0.4181,-0.9173,0.1273,1.016
0.495000,-0.5366,-0.9038,0.0956,1.055
0.498000,-0.6354,-0.8804,0.0502,1.087
0.501000,-0.7331,-0.8589,-0.0201,1.129
0.507000,-0.8276,-0.8279,-0.1120,1.176
0.534000,-0.9155,-0.8030,-0.2089,1.236
0.534000,-0.9936,-0.7891,-0.3090,1.306
0.535000,-1.0212,-0.7534,-0.4081,1.333
0.535000,-1.0198,-0.7139,-0.4968,1.340
0.536000,-0.9804,-0.6704,-0.5573,1.312
0.536000,-0.9001,-0.6426,-0.5944,1.256
0.552000,-0.7900,-0.6362,-0.5974,1.177
0.553000,-0.6640,-0.6397,-0.5634,1.081
0.553000,-0.5468,-0.6389,-0.5143,0.986
0.557000,-0.4484,-0.6314,-0.4428,0.892
0.562000,-0.5087,-0.7437,-0.3566,0.969
0.567000,-0.3744,-0.6426,-0.2370,0.781
0.571000,-0.2387,-0.5586,-0.1583,0.628
0.578000,-0.1246,-0.5330,-0.0768,0.553
0.581000,-0.0360,-0.5305,0.0245,0.532
0.586000,-0.0013,-0.5444,0.1012,0.554
0.589000,-0.0250,-0.5730,0.1510,0.593
0.604000,-0.0951,-0.6047,0.2094,0.647
0.605000,-0.1647,-0.6101,0.2934,0.697
0.605000,-0.2135,-0.5938,0.4067,0.751
0.613000,-0.2321,-0.5630,0.5292,0.807
0.616000,-0.2411,-0.5278,0.6442,0.867
0.620000,-0.2379,-0.4993,0.7502,0.932
0.625000,-0.2113,-0.4719,0.8613,1.005
0.667000,-0.1945,-0.4514,0.9607,1.079
0.668000,-0.2074,-0.4382,1.0405,1.148
0.668000,-0.2511,-0.4226,1.0996,1.204
0.668000,-0.3083,-0.4089,1.1235,1.235
0.669000,-0.3632,-0.4053,1.1045,1.231
0.669000,-0.4162,-0.4119,1.0481,1.201
0.669000,-0.4650,-0.4292,0.9546,1.145
0.669000,-0.5019,-0.4429,0.8403,1.074
0.670000,-0.5395,-0.4597,0.7258,1.014
0.673000,-0.5942,-0.4702,0.6122,0.974
0.678000,-0.6520,-0.4802,0.5214,0.963
0.684000,-0.6972,-0.4958,0.4506,0.967
0.688000,-0.7219,-0.5061,0.4020,0.969
0.700000,-0.7360,-0.5144,0.3813,0.976
0.701000,-0.7441,-0.5212,0.3861,0.987
0.703000,-0.7497,-0.5315,0.4040,1.004
0.707000,-0.7470,-0.5466,0.4347,1.023
0.713000,-0.7436,-0.5496,0.4736,1.039
0.717000,-0.7661,-0.5569,0.5151,1.078
0.722000,-0.8081,-0.5669,0.5541,1.132
0.743000,-0.8462,-0.5784,0.5876,1.181
0.744000,-0.8737,-0.5950,0.6093,1.220
0.744000,-0.8830,-0.6040,0.6320,1.243
0.744000,-0.8896,-0.6101,0.6523,1.261
0.746000,-0.9067,-0.6170,0.6606,1.280
0.750000,-0.9316,-0.6257,0.6596,1.302
0.756000,-0.9424,-0.6433,0.6401,1.308
0.761000,-0.9358,-0.6624,0.6188,1.303
0.766000,-0.9240,-0.6875,0.5888,1.294
0.770000,-0.9214,-0.7019,0.5541,1.284
0.777000,-0.9299,-0.7193,0.5092,1.281
0.781000,-0.9629,-0.7434,0.4518,1.298
0.785000,-1.0034,-0.7774,0.3857,1.327
0.789000,-1.0371,-0.8313,0.3251,1.368
0.795000,-1.0569,-0.8782,0.2626,1.399
0.801000,-1.0737,-0.9231,0.2152,1.432
0.804000,-1.0913,-0.9617,0.1801,1.466
0.819000,-1.0935,-0.9961,0.1500,1.487
0.820000,-1.0864,-1.0416,0.1234,1.510
0.821000,-1.1081,-1.0970,0.1010,1.563
0.829000,-1.1836,-1.1390,0.0804,1.645
0.830000,-1.2913,-1.1780,0.0636,1.749
0.876000,-1.3906,-1.2261,0.0768,1.856
0.877000,-1.4507,-1.2830,0.1205,1.940
0.878000,-1.4951,-1.3407,0.1806,2.016
0.878000,-1.5472,-1.3785,0.2509,2.087
0.879000,-1.6194,-1.3873,0.3251,2.157
0.879000,-1.6929,-1.3729,0.3947,2.215
0.880000,-1.7274,-1.3780,0.4391,2.253
0.880000,-1.7530,-1.3949,0.4731,2.290
0.881000,-1.7613,-1.3988,0.5048,2.305
0.881000,-1.7164,-1.3990,0.5497,2.282
0.898000,-1.6287,-1.3902,0.6093,2.226
0.898000,-1.5547,-1.3678,0.6686,2.176
0.898000,-1.4905,-1.3404,0.7136,2.128
0.899000,-1.4197,-1.3167,0.7285,2.069
0.902000,-1.3391,-1.2943,0.7131,1.994
0.906000,-1.2481,-1.2686,0.6911,1.909
0.920000,-1.1438,-1.2410,0.6601,1.812
0.920000,-1.0224,-1.2176,0.6276,1.709
0.921000,-0.8969,-1.1912,0.5908,1.604
0.927000,-0.7924,-1.1597,0.5492,1.508
0.932000,-0.7180,-1.1185,0.5068,1.422
0.936000,-0.6628,-1.0801,0.4682,1.351
0.942000,-0.6013,-1.0540,0.4311,1.288
0.978000,-0.5307,-1.0347,0.3935,1.228
0.978000,-0.4799,-1.0223,0.3620,1.186
0.978000,-0.4543,-1.0003,0.3473,1.152
0.979000,-0.4462,-0.9776,0.3400,1.127
0.979000,-0.4272,-0.9605,0.3312,1.102
0.980000,-0.4003,-0.9563,0.3202,1.085
0.981000,-0.3778,-0.9585,0.3109,1.076
0.981000,-0.3776,-0.9551,0.3083,1.072
0.987000,-0.3683,-0.9366,0.3068,1.052
0.991000,-0.3451,-0.9139,0.2921,1.020
0.995000,-0.3078,-0.8982,0.2675,0.986
1.001000,-0.2765,-0.8912,0.2250,0.960
1.005000,-0.2743,-0.8736,0.1818,0.934
1.010000,-0.2997,-0.8548,0.1520,0.918
1.015000,-0.3046,-0.8313,0.1425,0.897
1.020000,-0.2602,-0.8211,0.1369,0.872
1.025000,-0.1959,-0.8081,0.1149,0.839
1.029000,-0.1478,-0.7876,0.0836,0.806
1.035000,-0.1278,-0.7512,0.0402,0.763
1.040000,-0.1088,-0.7156,-0.0211,0.724
1.050000,-0.0695,-0.6922,-0.0851,0.701
1.051000,-0.0138,-0.6729,-0.1371,0.687
1.057000,0.0341,-0.6580,-0.1679,0.680
1.060000,0.0514,-0.6340,-0.1664,0.658
1.097000,0.0619,-0.6057,-0.1449,0.626
1.098000,0.0953,-0.5784,-0.1317,0.601
1.098000,0.1391,-0.5630,-0.1395,0.596
1.099000,0.1955,-0.5542,-0.1693,0.612
1.099000,0.2602,-0.5383,-0.2240,0.638
1.099000,0.3114,-0.5234,-0.3009,0.679
1.099000,0.3468,-0.5110,-0.3761,0.723
1.100000,0.3732,-0.5039,-0.4404,0.766
1.115000,0.4010,-0.5010,-0.4860,0.805
1.115000,0.4157,-0.4978,-0.5146,0.828
1.115000,0.4106,-0.5002,-0.5541,0.852
1.118000,0.4120,-0.5088,-0.5915,0.882
1.123000,0.4340,-0.5315,-0.6015,0.912
1.129000,0.4604,-0.5681,-0.5590,0.920
1.131000,0.4838,-0.6111,-0.4577,0.904
1.136000,0.4919,-0.6465,-0.2897,0.862
1.141000,0.4784,-0.6817,-0.0924,0.838
1.151000,0.4394,-0.7324,0.1224,0.863
1.153000,0.4093,-0.7959,0.3432,0.959
1.156000,0.4228,-0.8548,0.5024,1.078
1.205000,0.4457,-0.8946,0.5793,1.155
1.205000,0.4965,-0.9197,0.5866,1.199
1.205000,0.5956,-0.9397,0.4960,1.218
1.206000,0.7529,-0.9505,0.3283,1.256
1.206000,0.9087,-0.9375,0.1210,1.311
1.206000,1.0034,-0.9151,-0.0668,1.360
1.207000,1.0666,-0.8921,-0.2140,1.407
1.207000,1.1333,-0.8750,-0.3136,1.466
1.207000,1.1882,-0.8445,-0.3822,1.507
1.208000,1.1687,-0.8001,-0.4245,1.479
1.213000,1.1050,-0.7657,-0.4416,1.415
1.213000,1.0339,-0.7488,-0.4572,1.356
1.220000,0.9953,-0.7490,-0.4797,1.335
1.224000,0.9621,-0.7715,-0.5165,1.337
1.232000,0.9065,-0.8150,-0.5727,1.347
1.234000,0.8112,-0.8531,-0.6306,1.335
1.239000,0.7036,-0.8841,-0.6562,1.307
1.249000,0.6213,-0.9209,-0.6596,1.292
1.250000,0.5700,-0.9495,-0.6625,1.291
1.255000,0.5612,-0.9734,-0.6735,1.310
1.258000,0.6037,-0.9974,-0.7077,1.364
1.286000,0.6516,-1.0137,-0.7587,1.424
1.287000,0.6906,-1.0057,-0.8252,1.473
1.287000,0.7343,-0.9803,-0.8806,1.509
1.288000,0.7863,-0.9529,-0.9170,1.539
1.288000,0.8508,-0.9185,-0.9553,1.575
1.288000,0.9167,-0.8985,-0.9990,1.627
1.291000,0.9834,-0.8868,-1.0515,1.691
1.298000,1.0405,-0.8758,-1.1101,1.756
1.302000,1.0979,-0.8621,-1.1677,1.820
1.307000,1.1477,-0.8489,-1.2371,1.889
1.313000,1.2019,-0.8333,-1.3255,1.974
1.317000,1.2962,-0.7959,-1.4275,2.086
1.322000,1.4424,-0.7461,-1.5349,2.235
1.327000,1.6031,-0.7119,-1.6241,2.390
1.332000,1.7440,-0.6961,-1.6680,2.512
1.335000,1.8353,-0.6743,-1.6414,2.553
1.340000,1.8702,-0.6353,-1.5498,2.511
1.349000,1.8780,-0.6021,-1.4300,2.436
1.350000,1.8697,-0.5855,-1.3284,2.367
1.355000,1.8572,-0.5823,-1.2546,2.316
1.386000,1.8528,-0.5811,-1.2061,2.286
1.387000,1.8592,-0.5720,-1.1694,2.270
1.387000,1.8631,-0.5606,-1.1589,2.265
1.387000,1.8648,-0.5547,-1.1824,2.277
1.388000,1.8741,-0.5740,-1.2456,2.322
1.388000,1.8975,-0.6213,-1.3162,2.391
1.390000,1.9515,-0.6841,-1.3689,2.480
1.396000,2.0619,-0.7356,-1.4075,2.603
1.400000,2.2264,-0.7725,-1.4500,2.767
1.405000,2.4210,-0.7945,-1.4956,2.955
1.410000,2.6417,-0.7964,-1.5340,3.157
1.415000,2.8957,-0.7783,-1.5340,3.368
1.420000,3.1596,-0.7522,-1.5108,3.582
1.425000,3.4341,-0.7351,-1.4888,3.814
1.430000,3.6790,-0.7376,-1.4795,4.033
1.436000,3.8252,-0.7300,-1.5035,4.174
1.440000,3.8382,-0.7117,-1.5669,4.206
1.444000,3.7178,-0.7029,-1.6590,4.131
1.450000,3.5188,-0.7197,-1.7359,3.989
1.454000,3.0976,-0.8557,-1.7586,3.663
1.459000,2.9191,-0.9146,-1.9022,3.602
1.471000,2.8312,-0.8904,-1.9810,3.568
1.472000,2.7179,-0.8914,-2.0750,3.534
1.472000,2.5431,-0.9717,-2.1769,3.486
1.522000,2.3468,-1.0569,-2.2450,3.415
1.523000,2.1776,-1.1485,-2.3080,3.375
1.523000,2.1180,-1.1905,-2.3273,3.364
1.524000,2.1393,-1.1561,-2.2054,3.283
1.524000,2.2460,-1.0963,-2.0301,3.220
1.524000,2.4345,-1.0608,-1.8494,3.236
1.525000,2.6525,-1.0418,-1.7642,3.352
1.525000,2.8295,-1.0081,-1.8245,3.514
1.526000,3.0009,-0.9266,-2.0313,3.740
1.526000,3.2248,-0.7637,-2.3744,4.077
1.527000,3.4348,-0.5481,-2.7670,4.445
1.533000,3.5593,-0.3476,-3.1386,4.758
1.537000,3.5852,-0.1743,-3.4617,4.987
1.542000,3.5044,-0.0224,-3.7241,5.114
1.545000,3.3315,0.0982,-3.9163,5.143
1.552000,3.0773,0.2076,-3.9861,5.040
1.557000,2.8405,0.3031,-3.9224,4.852
1.562000,2.6269,0.3648,-3.7110,4.561
1.567000,2.4210,0.3990,-3.4231,4.212
1.570000,2.2489,0.4124,-3.0712,3.829
1.576000,2.1231,0.4193,-2.6789,3.444
1.599000,2.0328,0.4378,-2.2765,3.083
1.600000,1.9862,0.4706,-1.8892,2.781
1.600000,1.9969,0.5023,-1.5552,2.580
1.601000,2.0496,0.5160,-1.3284,2.496
1.601000,2.1048,0.5201,-1.2266,2.491
1.605000,2.1385,0.5255,-1.2344,2.525
1.610000,2.1993,0.5096,-1.3176,2.614
1.616000,2.2843,0.4605,-1.4385,2.738
1.621000,2.3710,0.3819,-1.5442,2.855
1.625000,2.4525,0.3055,-1.6099,2.950
1.630000,2.5224,0.2484,-1.6487,3.024
1.634000,2.5936,0.2247,-1.6685,3.092
1.640000,2.6942,0.2213,-1.6885,3.187
1.644000,2.7780,0.2261,-1.7088,3.269
1.648000,2.7702,0.2254,-1.6978,3.257
1.653000,2.6752,0.2269,-1.6570,3.155
1.659000,2.5390,0.2313,-1.5953,3.007
1.665000,2.3478,0.2010,-1.4998,2.793
1.669000,2.1524,0.1654,-1.4114,2.579
1.673000,1.9972,0.1583,-1.3738,2.429
1.679000,1.8724,0.1480,-1.4007,2.343
1.687000,1.7881,0.1219,-1.4908,2.331
1.691000,1.7527,0.1028,-1.6111,2.383
1.692000,1.7518,0.0897,-1.7300,2.464
1.724000,1.7701,0.0843,-1.8201,2.540
1.725000,1.7999,0.0716,-1.8524,2.584
1.726000,1.8365,0.0577,-1.8301,2.593
1.726000,1.8741,0.0352,-1.7615,2.572
1.727000,1.8817,-0.0007,-1.6512,2.503
1.727000,1.8655,-0.0441,-1.5083,2.399
1.728000,7.9939,1.5901,-5.7983,10.003
1.734000,7.9939,3.2506,-8.0012,11.768
1.744000,4.2093,2.3145,-6.5338,8.110
1.745000,-0.8181,-0.4614,1.7928,2.024
1.748000,-3.2622,-0.6690,3.0178,4.494
1.782000,-2.1375,-0.9021,-1.1045,2.570
1.783000,0.4299,-0.7525,-0.1005,0.872
1.783000,-0.0509,-0.2343,-0.4399,0.501
1.783000,0.4264,-0.2072,-0.8549,0.978
1.783000,1.3611,-0.4705,-1.1987,1.874
1.784000,1.6189,-0.2795,-0.5485,1.732
1.784000,1.3289,-0.2771,0.0316,1.358
1.785000,1.3677,-0.4756,0.1254,1.453
1.820000,1.5679,-0.5039,0.0338,1.647
1.820000,1.7264,-0.4663,-0.0111,1.788
1.821000,1.8804,-0.9080,0.3129,2.111
1.821000,2.5726,-0.9441,-0.1957,2.747
1.822000,3.5872,-0.6199,-0.8603,3.741
1.822000,4.0843,-0.3657,-1.2546,4.288
1.823000,4.0943,-0.1594,-1.5769,4.390
1.824000,3.9441,0.0203,-1.8897,4.374
1.830000,3.6665,0.0853,-2.1476,4.250
1.835000,3.2988,0.0909,-2.3607,4.058
1.840000,2.9406,0.1268,-2.5329,3.883
1.844000,2.6569,0.1771,-2.6581,3.762
1.854000,2.4354,0.2037,-2.7316,3.665
1.854000,2.2811,0.2010,-2.7721,3.596
1.858000,2.1942,0.1737,-2.7240,3.502
1.885000,2.1541,0.1356,-2.5717,3.357
1.885000,2.1246,0.1241,-2.3380,3.162
1.886000,2.0924,0.1348,-2.0394,2.925
1.886000,2.1393,0.1688,-1.4199,2.573
1.886000,2.0545,0.2462,-1.1140,2.350
1.887000,2.0479,0.2872,-1.1621,2.372
1.892000,2.2665,0.2879,-1.1775,2.570
1.896000,2.5578,0.3077,-1.1216,2.810
1.903000,2.8163,0.3643,-1.0232,3.018
1.907000,3.0041,0.4317,-0.9416,3.178
1.912000,3.1503,0.5189,-0.8579,3.306
1.918000,3.1809,0.5199,-0.7929,3.319
1.921000,3.1345,0.4840,-0.7673,3.263
1.926000,3.0082,0.4359,-0.7492,3.131
1.948000,2.8891,0.4105,-0.7670,3.017
1.949000,2.7795,0.4041,-0.8452,2.933
1.949000,2.6881,0.3775,-0.9699,2.883
1.950000,2.6261,0.3455,-1.1086,2.871
1.951000,2.6044,0.3304,-1.2683,2.916
1.955000,2.6264,0.3722,-1.4295,3.013
1.961000,2.6916,0.4603,-1.5638,3.147
1.967000,2.7611,0.5426,-1.6702,3.272
1.971000,2.8322,0.5792,-1.7432,3.376
1.976000,2.8989,0.5699,-1.7933,3.456
1.983000,2.9535,0.5497,-1.8389,3.522
1.985000,2.9946,0.5375,-1.8853,3.579
1.991000,3.0148,0.5292,-1.9244,3.616
1.995000,2.9990,0.5118,-1.9793,3.630
2.001000,2.9653,0.4916,-2.0387,3.632
2.005000,2.9391,0.4476,-2.1092,3.645
2.010000,2.9242,0.3768,-2.1842,3.669
2.021000,2.9120,0.2928,-2.2438,3.688
2.022000,2.9130,0.2037,-2.2909,3.712
2.024000,2.9172,0.0997,-2.3168,3.727
2.029000,2.9128,-0.0195,-2.2977,3.710
2.054000,2.8962,-0.1345,-2.2396,3.664
2.055000,2.8530,-0.2426,-2.1478,3.579
2.056000,2.8005,-0.3418,-2.0528,3.489
2.056000,2.7563,-0.4375,-1.9556,3.408
2.057000,2.7213,-0.5137,-1.8524,3.332
2.067000,2.6840,-0.5781,-1.7520,3.257
2.067000,2.6535,-0.6108,-1.6395,3.178
2.068000,2.6542,-0.6087,-1.5047,3.111
2.074000,2.6835,-0.6030,-1.4094,3.091
2.079000,2.7804,-0.6050,-1.3328,3.142
2.084000,2.9926,-0.6047,-1.2737,3.308
2.088000,3.2844,-0.5923,-1.2210,3.554
2.094000,3.5881,-0.5718,-1.1799,3.820
2.099000,3.8565,-0.5459,-1.1748,4.068
2.103000,4.0672,-0.5300,-1.2185,4.279
2.107000,4.1939,-0.5288,-1.2869,4.419
2.112000,4.2244,-0.5325,-1.3875,4.478
2.118000,4.1639,-0.5366,-1.4756,4.450
2.123000,4.0518,-0.5293,-1.5186,4.359
2.126000,3.8924,-0.5146,-1.4993,4.203
2.142000,3.7046,-0.5105,-1.4908,4.026
2.143000,3.5168,-0.5264,-1.5384,3.875
2.143000,3.3923,-0.5439,-1.5606,3.773
2.147000,3.3554,-0.5522,-1.4900,3.713
2.174000,3.3816,-0.5544,-1.3601,3.687
2.175000,3.4341,-0.5764,-1.2105,3.686
2.176000,3.4980,-0.6067,-1.1033,3.718
2.176000,3.5757,-0.6399,-1.0251,3.774
2.177000,3.6951,-0.6694,-0.9636,3.877
2.177000,3.7622,-0.6751,-0.8603,3.918
2.189000,3.7896,-0.6804,-0.7346,3.920
2.190000,3.7647,-0.7068,-0.6044,3.878
2.190000,3.6665,-0.7683,-0.4885,3.778
2.196000,3.5454,-0.8164,-0.3766,3.658
2.201000,3.4453,-0.8452,-0.2692,3.558
2.206000,3.3484,-0.8770,-0.2106,3.468
2.209000,3.2595,-0.8894,-0.1674,3.383
2.220000,3.2102,-0.8745,-0.1071,3.329
2.221000,3.1430,-0.8367,-0.0785,3.253
2.226000,3.0451,-0.8201,-0.1349,3.156
2.229000,2.9697,-0.8536,-0.2177,3.098
2.260000,2.9260,-0.9136,-0.2746,3.078
2.261000,2.8942,-0.9534,-0.2907,3.061
2.261000,2.8576,-0.9624,-0.2980,3.030
2.262000,2.8171,-0.9585,-0.3024,2.991
2.262000,2.7936,-0.9600,-0.3083,2.970
2.263000,2.7729,-0.9524,-0.3300,2.950
2.263000,2.7375,-0.9283,-0.3793,2.915
2.275000,2.6815,-0.8948,-0.4604,2.864
2.275000,2.6242,-0.8667,-0.5449,2.817
2.278000,2.5712,-0.8267,-0.6083,2.768
2.284000,2.5148,-0.7781,-0.6286,2.706
2.288000,2.4459,-0.7293,-0.6098,2.624
2.293000,2.3590,-0.6873,-0.5612,2.520
2.298000,2.2640,-0.6590,-0.4948,2.409
2.303000,2.1918,-0.6409,-0.4306,2.324
2.307000,2.1356,-0.6182,-0.3556,2.252
2.312000,2.1361,-0.6040,-0.3136,2.242
2.318000,2.1625,-0.6025,-0.3095,2.266
2.322000,2.1979,-0.6047,-0.3117,2.301
2.326000,2.2530,-0.6108,-0.2978,2.353
2.340000,2.3297,-0.6460,-0.2860,2.434
2.341000,2.4491,-0.7288,-0.2948,2.572
2.343000,2.6261,-0.8401,-0.3078,2.774
2.346000,2.8373,-0.9544,-0.3205,3.011
2.383000,3.0117,-1.0511,-0.3249,3.206
2.384000,3.1264,-1.1363,-0.3307,3.343
2.384000,3.1579,-1.2305,-0.3149,3.404
2.385000,3.1313,-1.3402,-0.2335,3.414
2.385000,3.0517,-1.4454,-0.0834,3.378
2.386000,2.9194,-1.5497,0.1227,3.307
2.386000,2.7670,-1.6280,0.3378,3.228
2.387000,2.5841,-1.6693,0.5414,3.124
2.390000,2.3663,-1.7037,0.7211,3.004
2.395000,2.1131,-1.7489,0.8650,2.876
2.401000,1.8590,-1.7872,0.9663,2.754
2.406000,1.6321,-1.8182,1.0547,2.661
2.409000,1.4124,-1.8480,1.1250,2.584
2.417000,1.1172,-1.8939,1.0356,2.431
2.419000,0.8706,-1.9447,0.8762,2.304
2.424000,0.7053,-1.9835,0.7575,2.237
2.429000,0.6457,-2.0023,0.7043,2.219
2.433000,0.6577,-2.0141,0.6645,2.220
2.439000,0.6454,-2.0749,0.5756,2.248
2.444000,0.5995,-2.1620,0.4743,2.293
2.456000,0.5146,-2.2482,0.4067,2.342
2.457000,0.3769,-2.3120,0.3996,2.376
2.459000,0.1994,-2.3439,0.4562,2.396
2.463000,0.0367,-2.3596,0.5387,2.421
2.490000,-0.1024,-2.3884,0.6345,2.473
2.491000,-0.2030,-2.4211,0.7380,2.539
2.492000,-0.2731,-2.4394,0.8230,2.589
2.492000,-0.3293,-2.4206,0.8850,2.598
2.492000,-0.3612,-2.3622,0.9458,2.570
2.503000,-0.3691,-2.2861,1.0217,2.531
2.504000,-0.3962,-2.2309,1.0732,2.507
2.504000,-0.3966,-2.1803,1.0742,2.463
2.508000,-0.3844,-2.1215,1.0578,2.402
2.511000,-0.3871,-2.0395,1.0867,2.343
2.518000,-0.3962,-1.9799,1.1499,2.324
2.523000,-0.3517,-1.9940,1.2063,2.357
2.527000,-0.2536,-2.0795,1.2546,2.442
2.532000,-0.2238,-2.2018,1.3218,2.578
2.537000,-0.3090,-2.3076,1.4165,2.725
2.541000,-0.4445,-2.3940,1.5157,2.868
2.546000,-0.5976,-2.4895,1.6148,3.027
2.552000,-0.7993,-2.5915,1.7000,3.201
2.555000,-1.0630,-3.0401,-1.3355,3.486
2.560000,-1.6521,-2.6091,0.7675,3.182
2.588000,-1.8829,-2.7087,0.9233,3.426
2.589000,-2.0455,-2.9841,1.0547,3.768
2.589000,-2.1825,-3.0007,1.3081,3.934
2.590000,-2.2325,-2.8362,1.3799,3.864
2.590000,-2.0050,-2.7295,1.7295,3.803
2.591000,-1.8773,-2.6550,2.1285,3.886
2.595000,-1.8585,-2.5966,2.2989,3.935
2.599000,-1.8563,-2.5471,2.2452,3.870
2.605000,-1.8172,-2.4936,2.1649,3.769
2.610000,-1.7149,-2.4226,2.1305,3.654
2.613000,-1.6309,-2.3554,2.1112,3.559
2.618000,-1.6209,-2.3005,2.0555,3.485
2.623000,-1.5613,-2.2697,1.9654,3.384
2.629000,-1.4722,-2.2270,1.8765,3.263
2.634000,-1.3609,-2.1799,1.7769,3.124
2.640000,-1.2361,-2.1506,1.6744,2.993
2.645000,-1.0884,-2.1225,1.5682,2.855
2.657000,-0.9448,-2.0756,1.4776,2.717
