time,gFx,gFy,gFz,TgF
2.673000,-0.1876,2.1291,0.0346,2.138
2.676000,-0.0250,2.2324,0.1093,2.235
2.704000,0.1674,2.2702,0.1925,2.285
2.705000,0.2837,2.2834,0.3295,2.324
2.706000,0.3225,2.2617,0.5302,2.345
2.706000,0.3371,2.2131,0.7587,2.364
2.707000,0.2827,2.1303,0.9975,2.369
2.707000,0.2082,1.9902,1.1995,2.333
2.711000,0.1010,1.8778,1.4300,2.362
2.716000,0.0117,1.7816,1.5958,2.392
2.720000,-0.0413,1.6588,1.6817,2.363
2.725000,-0.0848,1.5255,1.7215,2.302
2.729000,-0.1009,1.4132,1.7215,2.230
2.735000,-0.0479,1.3185,1.6817,2.137
2.740000,0.0791,1.2276,1.6055,2.023
2.750000,0.2427,1.1612,1.5589,1.959
2.753000,0.4678,1.1556,1.5630,1.999
2.754000,0.7827,1.1629,1.5918,2.121
2.759000,1.1710,1.1282,1.6546,2.320
2.776000,1.5397,1.0848,1.7664,2.582
2.776000,1.8351,1.0543,1.9002,2.844
2.777000,2.0949,1.0477,2.0233,3.095
2.778000,2.3767,1.0147,2.1429,3.357
2.784000,2.6504,0.9151,2.2765,3.612
2.788000,2.9011,0.7600,2.4379,3.865
2.793000,3.1870,0.6048,2.5941,4.154
2.798000,3.5946,0.4807,2.6852,4.512
2.803000,4.1408,0.3921,2.7006,4.959
2.808000,4.8510,0.3171,2.5749,5.501
2.813000,5.6140,0.2497,2.3417,6.088
2.818000,6.4554,0.1428,1.9681,6.750
2.822000,7.3879,-0.0345,1.4712,7.533
2.827000,7.9939,-0.1871,0.8935,8.046
2.832000,7.9939,-0.2508,0.3749,8.007
2.837000,7.9939,-0.2498,-0.0111,7.998
2.842000,7.9939,-0.2994,-0.3002,8.005
2.847000,7.9939,-0.5206,-0.5385,8.029
2.852000,7.9939,-0.9247,-0.6552,8.074
2.857000,7.9939,-1.4616,-0.5803,8.147
2.862000,7.9939,-2.0554,-0.3434,8.261
2.870000,7.9939,-2.6417,-0.0289,8.419
2.872000,7.4035,-3.1217,0.3449,8.042
2.878000,6.6032,-3.4525,0.7641,7.490
2.904000,6.0357,-3.6713,1.1777,7.162
2.905000,5.6680,-3.8188,1.5162,7.001
2.906000,5.4209,-3.9099,1.7498,6.909
2.906000,5.2319,-3.9533,1.8873,6.824
2.907000,5.0337,-3.9724,1.9249,6.695
2.908000,4.8054,-3.9755,1.8656,6.510
2.911000,4.5116,-3.9711,1.7022,6.247
2.915000,4.1832,-3.9453,1.4695,5.935
2.920000,3.8739,-3.9018,1.1985,5.627
2.925000,3.5909,-3.8693,0.9250,5.359
2.930000,3.3260,-3.8271,0.7011,5.119
2.935000,3.0884,-3.7292,0.5339,4.871
2.939000,2.8884,-3.6567,0.3947,4.677
2.944000,2.7598,-3.5729,0.3290,4.527
2.949000,2.6650,-3.4753,0.3149,4.391
2.954000,2.5884,-3.3883,0.3285,4.276
2.959000,2.5598,-3.3319,0.3696,4.218
2.965000,2.5507,-3.3192,0.4333,4.208
2.971000,2.5405,-3.3549,0.5160,4.240
2.973000,2.4785,-3.4406,0.6635,4.292
2.984000,2.3337,-3.5885,0.8486,4.364
2.985000,2.1298,-3.7668,1.0591,4.455
2.988000,1.8642,-3.9526,1.2280,4.539
2.993000,1.5321,-4.1614,1.2976,4.620
2.998000,1.1561,-4.4302,1.1909,4.731
3.003000,0.7510,-4.6773,0.9704,4.836
3.008000,0.2558,-4.8333,0.7087,4.892
3.014000,-0.2591,-4.8582,0.4867,4.889
3.018000,-0.7306,-4.8409,0.3207,4.906
3.023000,-1.1078,-4.8614,0.1710,4.989
3.028000,-1.3752,-4.9078,0.0018,5.097
3.032000,-1.5722,-4.9278,-0.1557,5.175
3.037000,-1.6853,-4.8909,-0.2758,5.180
3.042000,-1.7478,-4.8602,-0.3659,5.178
3.047000,-1.7998,-4.8777,-0.3962,5.214
3.052000,-1.8933,-4.9232,-0.3151,5.284
3.057000,-2.0352,-4.9605,-0.1476,5.364
3.063000,-2.2273,-4.9944,0.0531,5.469
3.066000,-2.4578,-5.0584,0.2602,5.630
3.071000,-2.6868,-5.1346,0.4614,5.813
3.076000,-2.8976,-5.1822,0.6359,5.971
3.082000,-3.0873,-5.1917,0.7605,6.088
3.086000,-3.2111,-5.1715,0.8427,6.145
3.091000,-3.2387,-5.1231,0.8738,6.124
3.096000,-3.1556,-5.0645,0.8713,6.030
3.101000,-2.9493,-4.9986,0.8144,5.861
3.124000,-2.6339,-4.9166,0.7238,5.624
3.125000,-2.2583,-4.8060,0.5998,5.344
3.125000,-1.8281,-4.6692,0.4413,5.034
3.125000,-1.3535,-4.5410,0.2365,4.744
3.126000,-0.8349,-4.4009,0.0165,4.479
3.131000,-0.2860,-4.2749,-0.2335,4.291
3.135000,0.2490,-4.1755,-0.5226,4.215
3.140000,0.7027,-4.1501,-0.8503,4.294
3.145000,1.0445,-4.2148,-1.1782,4.499
3.150000,1.3919,-4.3713,-1.5186,4.832
3.154000,1.7748,-4.4849,-1.7718,5.138
3.159000,2.2189,-4.5276,-1.9322,5.400
3.164000,2.7051,-4.5493,-1.9456,5.639
3.169000,3.2190,-4.6280,-1.8323,5.928
3.174000,3.7530,-4.7547,-1.5996,6.265
3.179000,4.2267,-4.8753,-1.3547,6.593
3.184000,4.6044,-4.9332,-1.1162,6.840
3.188000,5.1577,-4.8426,-0.7612,7.116
3.193000,6.0777,-4.6057,-0.2328,7.629
3.201000,7.3005,-4.2585,0.3241,8.458
3.203000,7.9939,-3.8139,0.7741,8.891
3.207000,7.9939,-3.3043,1.1013,8.720
3.212000,7.9939,-2.7865,1.3550,8.573
3.224000,7.9939,-2.2554,1.5931,8.457
3.224000,7.9939,-1.6753,1.7430,8.351
3.227000,7.9939,-1.0670,1.8238,8.268
3.234000,7.9939,-0.4881,1.8187,8.213
3.237000,7.9939,-0.0613,1.7073,8.174
3.242000,7.9939,0.2392,1.6026,8.156
3.251000,7.9646,0.4392,1.4849,8.114
3.252000,7.2602,0.5576,1.3372,7.403
3.257000,6.5311,0.6375,1.1772,6.667
3.261000,5.8777,0.6829,1.0056,6.002
3.266000,5.2734,0.7307,0.8554,5.392
3.271000,4.7373,0.7539,0.7539,4.856
3.276000,4.2772,0.7608,0.6940,4.399
3.282000,3.9059,0.7588,0.6845,4.037
3.286000,3.6063,0.7618,0.6948,3.751
3.291000,3.3448,0.7749,0.7260,3.509
3.296000,3.1038,0.7793,0.7961,3.298
3.305000,2.8569,0.7720,0.9021,3.094
3.307000,2.5859,0.7495,1.0256,2.881
3.310000,2.2812,0.7115,1.1291,2.643
3.343000,1.9669,0.6616,1.1882,2.391
3.344000,1.6659,0.6116,1.2461,2.168
3.344000,1.4366,0.5867,1.3440,2.053
3.345000,1.3187,0.5996,1.4912,2.079
3.345000,1.3358,0.6497,1.6771,2.240
3.345000,1.4166,0.7273,1.8685,2.455
3.346000,1.5221,0.8248,2.0277,2.666
3.351000,1.6617,0.9485,2.1705,2.893
3.355000,1.7870,1.0738,2.2091,3.038
3.360000,1.8534,1.1995,2.1468,3.079
3.364000,1.8151,1.3180,2.0211,3.019
3.369000,1.6420,1.4232,1.8106,2.828
3.375000,1.3893,1.5087,1.5601,2.577
3.379000,1.1241,1.5834,1.3123,2.344
3.384000,0.8807,1.6359,1.0464,2.132
3.388000,0.6695,1.6578,0.7412,1.935
3.393000,0.4998,1.6625,0.4540,1.794
3.398000,0.3691,1.6649,0.2152,1.719
3.404000,0.2641,1.6630,0.0578,1.685
3.408000,0.2173,1.6654,-0.0113,1.680
3.413000,0.2016,1.6732,-0.0218,1.685
3.418000,0.1784,1.6801,0.0233,1.690
3.424000,0.1552,1.7008,0.1586,1.715
3.427000,0.1377,1.7567,0.3859,1.804
3.445000,0.1237,1.8246,0.6061,1.927
3.447000,0.1272,1.8688,0.7426,2.015
3.448000,0.1591,1.8969,0.8132,2.070
3.449000,0.1936,1.9333,0.8435,2.118
3.452000,0.1877,1.9684,0.8420,2.149
3.457000,0.1340,1.9628,0.8037,2.125
3.462000,0.0485,1.9328,0.7380,2.069
3.466000,-0.0440,1.8832,0.6523,1.993
3.471000,-0.1422,1.8275,0.5495,1.914
3.476000,-0.2474,1.7633,0.4562,1.838
3.481000,-0.3556,1.6820,0.3915,1.763
3.486000,-0.4166,1.6080,0.3774,1.703
3.491000,-0.4195,1.5668,0.3549,1.660
3.496000,-0.3578,1.5065,0.3141,1.580
3.501000,-0.2586,1.4134,0.2050,1.451
3.505000,-0.1624,1.3407,0.0717,1.352
3.510000,-0.0511,1.2682,-0.0204,1.269
3.518000,0.0820,1.1522,-0.0458,1.156
3.520000,0.1967,1.0030,0.0123,1.022
3.525000,0.3196,0.8414,0.1769,0.917
3.529000,0.5044,0.7202,0.5195,1.021
3.536000,0.7307,0.6868,0.9646,1.391
3.540000,0.9900,0.6868,1.4187,1.861
3.544000,1.2667,0.7244,1.8795,2.379
3.549000,1.5658,0.7830,2.2919,2.884
3.554000,1.9938,0.8399,2.6049,3.386
3.559000,2.5569,0.9432,2.8266,3.926
3.564000,3.1350,0.9962,2.9150,4.395
3.569000,3.6873,0.9503,2.9091,4.792
3.574000,4.2628,0.8282,2.8190,5.177
3.579000,4.8518,0.6406,2.5912,5.538
3.584000,5.4314,0.4199,2.3065,5.916
3.589000,5.9293,0.1824,2.0645,6.281
3.594000,6.3033,-0.0918,2.0191,6.619
3.599000,6.5260,-0.4044,2.0121,6.841
3.603000,6.6364,-0.7340,2.0064,6.972
3.608000,6.7668,-1.0263,2.0902,7.156
3.612000,6.9362,-1.2890,2.2850,7.416
3.618000,7.1281,-1.5891,2.5272,7.728
3.623000,7.3039,-1.8987,2.7648,8.037
3.629000,7.4389,-2.1973,2.9907,8.313
3.642000,7.5305,-2.5110,3.1479,8.540
3.645000,7.5984,-2.8580,3.2116,8.730
3.647000,7.6248,-3.2335,3.1911,8.876
3.648000,7.5801,-3.6269,3.0410,8.936
3.654000,7.0817,-4.0759,2.6657,8.595
3.689000,7.1184,-4.3437,2.1043,8.600
3.690000,7.3122,-4.6265,1.7379,8.826
3.691000,7.5413,-4.9864,1.2883,9.132
3.691000,7.4599,-5.3163,0.7680,9.193
3.692000,7.2920,-5.4986,0.2939,9.138
3.693000,6.9865,-5.5897,-0.0638,8.948
3.693000,6.4972,-5.5648,-0.4154,8.565
3.694000,5.9547,-5.4960,-0.7499,8.138
3.698000,5.4575,-5.4051,-0.9858,7.744
3.701000,4.9944,-5.2672,-1.0849,7.339
3.706000,4.5741,-5.0841,-1.0964,6.926
3.710000,4.2135,-4.8604,-1.0071,6.511
3.715000,3.8981,-4.6245,-0.8811,6.112
3.720000,3.6331,-4.4299,-0.7392,5.777
3.725000,3.4432,-4.2744,-0.6083,5.522
3.730000,3.3101,-4.1357,-0.4970,5.321
3.738000,3.2083,-4.0053,-0.3786,5.146
3.741000,3.1055,-3.8999,-0.2731,4.993
3.744000,2.9839,-3.8386,-0.1937,4.866
3.763000,2.8452,-3.8193,-0.1205,4.764
3.765000,2.6882,-3.8464,-0.0184,4.693
3.766000,2.5007,-3.8898,0.1154,4.626
3.767000,2.2997,-3.9125,0.2323,4.544
3.769000,2.1003,-3.9187,0.3090,4.457
3.774000,1.9362,-3.9333,0.3632,4.399
3.779000,1.8131,-3.9799,0.4135,4.393
3.784000,1.7155,-4.0522,0.4413,4.422
3.789000,1.5987,-4.1350,0.4394,4.455
3.793000,1.4344,-4.1738,0.3866,4.430
3.798000,1.2440,-4.1811,0.3073,4.373
3.803000,1.0643,-4.2034,0.2216,4.342
3.808000,0.8819,-4.2493,0.1056,4.341
3.813000,0.7068,-4.2844,-0.0221,4.342
3.818000,0.5840,-4.3210,-0.1373,4.362
3.822000,0.4885,-4.3555,-0.2152,4.388
3.827000,0.3603,-4.4041,-0.2689,4.427
3.834000,0.1748,-4.4929,-0.3024,4.506
3.837000,-0.0975,-4.6250,-0.3310,4.638
3.842000,-0.4735,-4.7740,-0.3373,4.809
3.847000,-0.9367,-4.8960,-0.3268,4.996
3.862000,-1.4130,-4.9666,-0.3134,5.173
3.864000,-1.9541,-4.9715,-0.3092,5.351
3.865000,-2.3284,-4.9053,-0.3290,5.440
3.867000,-2.0777,-4.8582,-0.4848,5.306
3.872000,-2.4717,-4.7149,-0.2309,5.328
3.877000,-2.5472,-4.5684,-0.4643,5.251
3.881000,-2.5931,-4.4758,-0.4093,5.189
3.901000,-2.4058,-4.4146,-0.3993,5.043
3.902000,-2.2644,-4.3667,-0.3683,4.933
3.903000,-2.3619,-4.3494,-0.4740,4.972
3.904000,-2.5181,-4.4114,-0.6765,5.124
3.905000,-2.5223,-4.4768,-0.8593,5.210
3.910000,-2.3611,-4.4268,-0.9717,5.110
3.916000,-2.0982,-4.3188,-0.9958,4.904
3.922000,-1.7578,-4.2549,-0.9560,4.702
3.925000,-1.3847,-4.2593,-0.9118,4.571
3.930000,-1.0026,-4.2722,-0.8676,4.473
3.935000,-0.6127,-4.2312,-0.8288,4.355
3.940000,-0.0745,-4.1789,-0.8020,4.256
3.944000,0.5728,-4.1037,-0.7873,4.218
3.954000,1.2005,-3.9804,-0.8391,4.241
3.956000,1.7484,-3.7787,-0.9568,4.272
3.959000,2.3056,-3.5446,-1.1453,4.381
3.964000,3.0965,-3.3685,-1.4336,4.795
3.984000,4.2147,-3.2470,-1.7466,5.600
3.985000,5.4395,-3.0416,-1.9254,6.523
3.985000,6.6117,-2.7098,-1.8345,7.377
3.986000,7.4885,-2.2705,-1.4446,7.957
3.989000,7.9939,-1.7627,-0.3817,8.195
3.993000,7.9939,-1.1212,0.6206,8.096
3.998000,7.9939,-0.6583,0.8083,8.062
4.003000,7.9939,-0.3668,1.5931,8.159
4.009000,7.9939,0.1015,2.1795,8.286
4.013000,7.9939,0.5051,2.7533,8.470
4.022000,7.8494,0.8059,3.1753,8.506
4.023000,7.7861,1.1368,3.3909,8.568
4.027000,7.6580,1.4772,3.4167,8.515
4.034000,7.3828,1.7033,3.1779,8.216
4.037000,6.9347,1.7597,2.8737,7.710
4.042000,6.2513,1.7455,2.5045,6.957
4.047000,5.3814,1.7142,2.0580,6.011
4.052000,4.5068,1.6288,1.5367,5.032
4.057000,3.7096,1.5853,0.9953,4.155
4.062000,3.1407,1.5089,0.5080,3.521
4.071000,2.8254,1.4376,0.0846,3.171
4.072000,2.6736,1.3995,-0.2033,3.025
4.078000,2.6101,1.3751,-0.3583,2.972
4.081000,2.5569,1.3443,-0.4140,2.918
4.098000,2.4692,1.3211,-0.3805,2.826
4.100000,2.3825,1.2928,-0.2443,2.722
4.101000,2.3146,1.2364,-0.0419,2.625
4.102000,2.2216,1.1512,0.1999,2.510
4.106000,2.0641,1.0745,0.5038,2.381
4.111000,1.8429,1.0040,0.8725,2.273
4.115000,1.6300,0.9527,1.2544,2.267
4.120000,1.4461,0.9068,1.5662,2.317
4.125000,1.2774,0.8672,1.8204,2.387
4.130000,1.1143,0.8423,1.9937,2.434
4.136000,0.9527,0.8382,2.0721,2.430
4.140000,0.7915,0.8526,2.0589,2.365
4.145000,0.6331,0.8792,1.9329,2.216
4.152000,0.5081,0.8975,1.7166,2.003
4.155000,0.4238,0.9210,1.4844,1.798
4.159000,0.3450,0.9766,1.2522,1.625
4.164000,0.3142,1.0355,1.0098,1.480
4.173000,0.3205,1.1024,0.7868,1.392
4.174000,0.3804,1.1717,0.5810,1.362
4.178000,0.4834,1.2249,0.4301,1.385
4.218000,0.4875,1.3224,0.3151,1.444
4.219000,0.4451,1.4134,0.2714,1.506
4.219000,0.3684,1.4906,0.2697,1.559
4.219000,0.2803,1.5655,0.2694,1.613
4.220000,0.1867,1.6315,0.2697,1.664
4.220000,0.0861,1.6576,0.2799,1.683
4.221000,-0.0289,1.6510,0.3044,1.679
4.221000,-0.1392,1.6471,0.3529,1.690
4.222000,-0.2511,1.6420,0.4533,1.722
4.227000,-0.3770,1.6171,0.5886,1.762
4.232000,-0.5094,1.6112,0.7236,1.838
4.237000,-0.6674,1.6268,0.8020,1.933
4.242000,-0.7936,1.6212,0.8108,1.979
4.247000,-0.8742,1.6139,0.7651,1.989
4.252000,-0.9242,1.6256,0.6740,1.988
4.257000,-0.9599,1.6469,0.5881,1.995
4.262000,-0.9716,1.6556,0.5441,1.995
4.274000,-0.9567,1.6342,0.5412,1.969
4.277000,-0.9267,1.6144,0.5710,1.947
4.278000,-0.9044,1.5875,0.6276,1.932
4.281000,-0.8734,1.5411,0.6958,1.903
4.311000,-0.8397,1.4933,0.7412,1.867
4.312000,-0.8029,1.4584,0.7407,1.822
4.313000,-0.7606,1.4227,0.7561,1.782
4.313000,-0.6554,1.3839,0.8559,1.754
4.314000,-0.4579,1.4046,0.9277,1.745
4.314000,-0.2198,1.5011,0.9492,1.790
4.316000,0.1684,1.5477,1.0203,1.861
4.321000,0.6692,1.4996,1.0312,1.939
4.325000,1.0399,1.4481,0.9792,2.034
4.330000,1.1575,1.4193,0.9497,2.063
4.335000,1.0477,1.3993,0.9878,2.008
4.341000,1.0059,1.3675,1.1313,2.040
4.345000,1.2127,1.3771,1.3179,2.259
4.351000,1.5533,1.4142,1.5403,2.605
4.355000,1.8190,1.4894,1.7728,2.944
4.360000,1.9860,1.5819,1.8267,3.128
4.365000,2.2570,1.6478,1.8482,3.350
4.369000,2.6389,1.7948,1.8558,3.692
4.374000,3.1201,2.0050,1.8665,4.152
4.379000,3.6690,2.2556,1.8616,4.692
4.393000,4.2936,2.4348,1.8052,5.256
4.395000,4.8271,2.5119,1.6988,5.701
4.395000,5.1426,2.5420,1.5140,5.933
4.399000,5.2698,2.5600,1.3233,6.006
4.425000,5.3086,2.6011,1.1479,6.022
4.426000,5.4085,2.7175,1.0705,6.147
4.427000,5.6416,2.7903,1.1121,6.391
4.428000,6.0694,2.6858,1.1856,6.742
4.429000,6.5585,2.4594,1.2769,7.120
4.432000,6.8954,2.1706,1.3889,7.361
4.432000,7.0414,1.8607,1.5044,7.437
4.437000,7.0956,1.5519,1.5821,7.434
4.442000,7.0187,1.2186,1.6089,7.303
4.446000,6.7619,0.8460,1.5911,6.998
4.452000,6.3360,0.4651,1.5562,6.541
4.457000,5.7886,0.1101,1.5332,5.989
4.462000,5.1584,-0.1856,1.5030,5.376
4.467000,4.5741,-0.4388,1.4414,4.816
4.471000,4.1361,-0.6329,1.3423,4.394
4.476000,3.8446,-0.7606,1.2312,4.108
4.481000,3.6952,-0.9042,1.0915,3.958
4.487000,3.6107,-1.0334,0.9592,3.876
4.491000,3.5404,-1.1603,0.8557,3.823
4.496000,3.4651,-1.2997,0.7854,3.783
4.506000,3.3514,-1.4269,0.7492,3.719
4.508000,3.2141,-1.5324,0.7255,3.634
4.510000,3.0513,-1.6355,0.6892,3.530
4.515000,2.8967,-1.7448,0.6264,3.439
4.536000,2.7607,-1.8430,0.5422,3.363
4.537000,2.6394,-1.9370,0.4787,3.309
4.538000,2.5232,-2.0215,0.4333,3.262
4.538000,2.3820,-2.1069,0.4179,3.207
4.540000,2.2253,-2.1780,0.4299,3.143
4.544000,2.0468,-2.2173,0.4706,3.054
4.549000,1.8695,-2.2832,0.5129,2.995
4.555000,1.7076,-2.4029,0.5488,2.999
4.559000,1.5785,-2.5367,0.5268,3.034
4.564000,1.4369,-2.6585,0.4274,3.052
4.569000,1.2628,-2.7442,0.2900,3.035
4.574000,1.0977,-2.8622,0.0348,3.066
4.579000,0.8963,-2.9366,-0.2343,3.079
4.583000,0.6575,-2.9632,-0.5246,3.080
4.588000,0.4351,-2.9376,-0.7890,3.073
4.594000,0.3110,-2.9093,-1.0246,3.100
4.599000,0.1682,-3.0677,-1.3069,3.339
4.608000,0.1198,-3.0653,-1.6280,3.473
4.610000,-0.1129,-3.0460,-1.8380,3.559
4.615000,-0.1634,-2.9144,-2.1102,3.602
4.642000,-0.1402,-2.8197,-2.1883,3.572
4.643000,-0.1358,-2.7955,-2.1573,3.534
4.644000,-0.1693,-2.8517,-2.0365,3.508
4.645000,-0.2359,-2.9322,-1.8287,3.464
4.645000,-0.3409,-3.0282,-1.5699,3.428
4.646000,-0.4732,-3.1490,-1.3049,3.441
4.648000,-0.6525,-3.2672,-1.0403,3.490
4.653000,-0.8795,-3.3705,-0.7658,3.567
4.657000,-1.1127,-3.4406,-0.4765,3.647
4.662000,-1.3181,-3.4887,-0.1981,3.735
4.667000,-1.4553,-3.5024,0.0429,3.793
4.672000,-1.5085,-3.4770,0.2394,3.798
4.676000,-1.4531,-3.4191,0.3405,3.731
4.681000,-1.3066,-3.3336,0.3581,3.598
4.686000,-1.0812,-3.2272,0.3134,3.418
4.691000,-0.7977,-3.0987,0.2064,3.206
4.696000,-0.4496,-2.9535,0.0453,2.988
4.703000,-0.0218,-2.7833,-0.1850,2.790
4.707000,0.3855,-2.5931,-0.4787,2.665
4.712000,0.6997,-2.4353,-0.8613,2.676
4.716000,0.9097,-2.3846,-1.3403,2.883
4.730000,1.0237,-2.4236,-1.8592,3.222
4.732000,1.1419,-2.4549,-2.3136,3.561
4.734000,1.3101,-2.3992,-2.6288,3.793
4.738000,1.5028,-2.2212,-2.7587,3.847
4.740000,1.7409,-1.9717,-2.7687,3.819
4.771000,2.2541,-1.7024,-2.6618,3.881
4.772000,3.2264,-1.4809,-2.3209,4.241
4.773000,4.5151,-1.3635,-1.8734,5.075
4.774000,5.7271,-1.1564,-1.2800,5.981
4.774000,6.5529,-0.7284,-0.5781,6.619
4.775000,7.0029,-0.2579,0.1593,7.009
4.776000,7.4077,0.0297,0.9292,7.466
4.779000,7.7473,0.3352,1.9569,7.998
4.783000,7.8296,0.6668,3.0114,8.415
4.788000,7.6509,1.0057,3.9700,8.678
4.794000,7.2612,1.3238,4.6461,8.721
4.799000,6.7282,1.6471,5.0190,8.554
4.804000,6.1593,1.9367,5.1894,8.284
4.808000,5.6531,2.0632,5.1442,7.917
4.812000,5.1853,2.0527,4.8788,7.410
4.818000,4.7072,1.9789,4.4093,6.747
4.826000,4.1832,1.8625,3.7635,5.927
4.828000,3.6019,1.7123,3.0390,5.014
4.832000,3.0154,1.5223,2.2548,4.061
4.866000,2.4160,1.3263,1.4629,3.120
4.867000,1.8568,1.1458,0.7177,2.297
4.868000,1.3853,0.9886,0.0919,1.704
4.869000,1.0482,0.8479,-0.4003,1.406
4.870000,0.7510,0.6973,-0.7353,1.261
4.871000,0.5613,0.5559,-0.9487,1.235
4.872000,0.4380,0.4414,-1.0425,1.214
4.873000,0.3403,0.3347,-1.0429,1.147
4.877000,0.2685,0.2346,-0.9633,1.027
4.882000,0.2155,0.1555,-0.8020,0.845
4.887000,0.2180,0.1374,-0.6269,0.678
4.891000,0.3347,0.1990,-0.4501,0.595
4.896000,0.5669,0.3210,-0.2636,0.703
4.901000,0.8663,0.4646,-0.0775,0.986
4.906000,1.2049,0.6060,0.1173,1.354
4.911000,1.5743,0.7915,0.3153,1.790
4.915000,1.8688,1.0054,0.4982,2.180
4.920000,2.0119,1.1761,0.7048,2.435
4.925000,1.9809,1.2833,0.9421,2.541
4.930000,1.8048,1.3241,1.1748,2.528
4.942000,1.4588,1.3597,1.4283,2.453
4.945000,1.0438,1.3717,1.6343,2.375
4.948000,0.6465,1.3583,1.7772,2.328
4.949000,0.3320,1.3270,1.8734,2.320
4.978000,0.0532,1.2872,1.9146,2.308
4.979000,-0.1905,1.2887,1.9254,2.325
4.980000,-0.3802,1.3333,1.9066,2.357
4.981000,-0.5184,1.3883,1.8590,2.377
4.981000,-0.6276,1.4325,1.8087,2.391
4.982000,-0.7340,1.4574,1.7327,2.380
4.984000,-0.8517,1.4745,1.6395,2.364
4.989000,-0.9770,1.4962,1.5428,2.361
4.993000,-1.0788,1.5126,1.4539,2.359
4.998000,-1.1381,1.5314,1.3907,2.361
5.003000,-1.1510,1.5787,1.3589,2.380
5.008000,-1.1100,1.6491,1.3284,2.391
5.013000,-1.0490,1.7282,1.3025,2.405
5.018000,-0.9713,1.7909,1.3013,2.417
5.023000,-0.8768,1.8351,1.3330,2.432
5.028000,-0.8309,1.8605,1.4070,2.476
5.033000,-0.8563,1.8559,1.4732,2.519
5.043000,-0.9115,1.8280,1.5721,2.578
5.044000,-0.9718,1.7875,1.7032,2.653
5.047000,-0.9833,1.7370,1.8406,2.715
5.051000,-0.9464,1.6593,1.9439,2.725
5.099000,-0.8261,1.5778,2.0382,2.707
5.100000,-0.6092,1.5538,2.1820,2.747
5.101000,-0.3482,1.5511,2.3575,2.843
5.101000,-0.0977,1.5221,2.4806,2.912
5.102000,0.1010,1.4816,2.4987,2.907
5.103000,0.2553,1.4967,2.4860,2.913
5.104000,0.4541,1.5941,2.5048,3.004
5.104000,0.7893,1.7372,2.5836,3.212
5.105000,1.2962,1.9186,2.7384,3.586
5.105000,1.9804,2.1542,2.9650,4.166
5.106000,2.8061,2.4006,3.2341,4.909
5.111000,3.6849,2.6108,3.5464,5.742
5.115000,4.5334,2.7896,3.8721,6.582
5.122000,5.3982,2.8599,4.1976,7.412
5.126000,6.2394,2.8081,4.4972,8.188
5.130000,6.8913,2.6894,4.7091,8.769
5.135000,7.3054,2.5119,4.8700,9.132
5.140000,7.6038,2.2761,4.9774,9.369
5.145000,7.9558,1.9731,5.0021,9.603
5.150000,7.9939,1.5885,4.9152,9.518
5.158000,7.9939,1.2152,4.6644,9.335
5.160000,7.9939,0.9363,4.2684,9.110
5.163000,7.9939,0.7046,3.7793,8.870
5.168000,7.9939,0.4536,3.2409,8.638
5.192000,7.9939,0.1335,2.5758,8.400
5.193000,7.9939,-0.2181,1.7921,8.195
5.193000,7.9939,-0.5455,0.9941,8.074
5.193000,7.9939,-0.8607,0.2311,8.043
5.194000,7.9939,-1.1440,-0.4086,8.086
5.198000,7.9939,-1.3659,-0.8859,8.158
5.203000,7.9939,-1.5407,-1.1496,8.222
5.208000,7.9939,-1.7065,-1.1907,8.260
5.212000,7.9927,-1.8503,-1.0171,8.267
5.217000,7.5649,-1.9475,-0.6652,7.840
5.223000,7.1118,-2.0178,-0.2186,7.396
5.228000,6.6889,-2.1226,0.2191,7.021
5.232000,6.2875,-2.2534,0.5886,6.705
5.237000,5.8980,-2.3731,0.8579,6.415
5.242000,5.5069,-2.4971,1.0237,6.133
5.247000,5.1533,-2.6253,1.0806,5.884
5.251000,4.8310,-2.7523,1.0237,5.653
5.256000,4.4855,-2.8756,0.8987,5.403
5.262000,4.1442,-2.9801,0.7107,5.154
5.267000,3.8543,-3.0626,0.4929,4.948
5.280000,3.5777,-3.1302,0.2953,4.763
5.283000,3.3462,-3.1942,0.1388,4.628
5.284000,3.1648,-3.2477,0.0118,4.535
5.286000,3.0349,-3.3099,-0.0812,4.491
5.316000,2.9143,-3.3954,-0.1105,4.476
5.318000,2.7673,-3.5153,-0.0699,4.474
5.318000,2.6365,-3.6801,0.0404,4.527
5.319000,2.5222,-3.9128,0.2270,4.661
5.319000,2.3986,-4.2248,0.4980,4.884
5.320000,2.1625,-4.5713,0.9355,5.143
5.321000,1.8097,-4.8494,1.5313,5.398
5.327000,1.4330,-5.0882,2.0665,5.676
5.329000,1.0767,-5.3360,2.3199,5.917
5.334000,0.7735,-5.6220,2.2548,6.106
5.345000,0.4529,-5.9018,1.9776,6.241
5.346000,0.0078,-6.0663,1.6470,6.286
5.350000,-0.5252,-6.0878,1.3191,6.251
5.357000,-1.0026,-6.0282,0.9841,6.190
5.359000,-1.3444,-5.9714,0.6650,6.157
5.365000,-1.5827,-5.9362,0.4045,6.157
5.369000,-1.7583,-5.8844,0.2504,6.147
5.374000,-1.8530,-5.8144,0.1947,6.106
5.379000,-1.8701,-5.7540,0.2079,6.054
5.384000,-1.8567,-5.7118,0.2714,6.012
5.394000,-1.8835,-5.7084,0.3686,6.022
5.395000,-1.9453,-5.7387,0.4811,6.078
