time,gFx,gFy,gFz,TgF
2.664000,-3.9436,-5.6285,-0.2602,6.877
2.673000,-3.9765,-5.5658,-0.1110,6.841
2.676000,-3.9694,-5.4571,0.0802,6.749
2.678000,-3.9216,-5.3319,0.2843,6.625
2.683000,-3.8618,-5.2174,0.4638,6.508
2.724000,-3.8195,-5.1016,0.5788,6.399
2.724000,-3.7756,-4.9944,0.5891,6.289
2.725000,-3.7275,-4.9156,0.5024,6.189
2.725000,-3.7126,-4.8555,0.3454,6.122
2.726000,-3.7055,-4.7810,0.1347,6.050
2.726000,-3.6254,-4.7149,-0.1163,5.949
2.727000,-3.4633,-4.6626,-0.3761,5.820
2.727000,-3.2467,-4.6245,-0.6130,5.684
2.727000,-2.9711,-4.5994,-0.8454,5.540
2.734000,-2.6773,-4.5877,-1.0722,5.419
2.748000,-2.3670,-4.6846,-1.3279,5.414
2.748000,-2.1109,-4.9571,-1.5347,5.602
2.749000,-2.0806,-5.2020,-1.5774,5.820
2.768000,-2.0112,-5.3465,-1.4900,5.903
2.769000,-1.5390,-5.5677,-1.4431,5.954
2.771000,-1.0221,-5.7570,-1.4986,6.036
2.772000,-0.6256,-5.8549,-1.6614,6.118
2.772000,-0.1944,-6.0068,-1.8914,6.301
2.784000,0.3205,-6.2326,-2.1029,6.586
2.785000,0.8689,-6.4760,-2.2672,6.916
2.828000,1.4972,-6.7605,-2.4308,7.339
2.829000,2.1745,-7.1077,-2.6190,7.881
2.829000,2.8750,-7.4517,-2.8258,8.472
2.830000,3.5784,-7.7264,-3.0092,9.031
2.831000,4.2980,-7.9564,-3.1027,9.561
2.831000,4.9428,-7.9962,-3.0861,9.894
2.832000,5.4329,-7.9962,-3.0099,10.125
2.832000,5.8304,-7.9962,-2.9643,10.331
2.833000,6.1705,-7.9962,-2.9267,10.516
2.833000,6.4288,-7.9962,-2.8879,10.659
2.841000,6.5814,-7.9962,-2.8696,10.747
2.841000,6.6620,-7.9962,-2.8981,10.804
2.845000,6.6935,-7.9962,-2.9684,10.842
2.849000,6.6386,-7.9962,-3.0265,10.825
2.870000,6.5675,-7.7240,-3.1064,10.604
2.871000,6.5651,-7.1204,-3.1584,10.187
2.872000,6.6532,-6.6633,-3.1237,9.921
2.872000,6.5951,-6.1830,-2.9741,9.517
2.880000,6.2701,-5.5145,-2.7702,8.798
2.880000,5.8939,-4.7735,-2.5551,8.003
2.883000,5.5569,-4.1450,-2.3004,7.304
2.919000,5.1985,-3.6840,-1.9449,6.662
2.920000,4.8208,-3.3468,-1.5103,6.060
2.920000,4.4714,-3.0985,-1.0403,5.539
2.921000,4.1356,-2.9286,-0.5842,5.101
2.922000,3.8058,-2.7992,-0.1747,4.728
2.922000,3.5421,-2.6978,0.1625,4.455
2.923000,3.3323,-2.6099,0.4416,4.256
2.924000,3.1416,-2.5323,0.6762,4.091
2.929000,2.9656,-2.4725,0.8469,3.953
2.932000,2.7839,-2.4073,0.9536,3.802
2.946000,2.5691,-2.3240,0.9668,3.597
2.946000,2.3544,-2.2361,0.8764,3.363
2.951000,2.1674,-2.1655,0.6857,3.140
2.952000,2.0260,-2.1152,0.4382,2.962
2.958000,1.9245,-2.0584,0.1749,2.823
2.962000,1.8812,-1.9849,-0.0641,2.735
2.966000,1.9035,-1.8889,-0.2374,2.692
2.973000,1.9643,-1.7881,-0.3161,2.675
2.976000,2.0414,-1.6772,-0.3051,2.660
2.981000,2.1108,-1.5395,-0.1962,2.620
3.004000,2.1476,-1.3847,-0.0060,2.555
3.005000,2.1528,-1.2040,0.2238,2.477
3.005000,2.1164,-1.0465,0.4562,2.405
3.006000,2.0602,-0.9462,0.6701,2.364
3.012000,1.9926,-0.8773,0.8598,2.341
3.012000,1.9091,-0.8029,0.9753,2.289
3.015000,1.8678,-0.7216,0.9729,2.226
3.022000,1.9582,-0.6774,0.9026,2.260
3.024000,2.1552,-0.6275,0.8633,2.405
3.030000,2.4746,-0.5094,0.9548,2.701
3.035000,2.9844,-0.2838,1.2932,3.265
3.040000,3.6536,0.0395,1.7730,4.061
3.044000,4.3529,0.4138,2.1507,4.873
3.049000,4.9287,0.7791,2.3617,5.521
3.055000,5.2075,1.0906,2.4325,5.850
3.059000,5.1943,1.3016,2.3932,5.865
3.064000,5.0207,1.3714,2.2911,5.687
3.068000,4.7932,1.3634,2.1488,5.427
3.074000,4.5192,1.3307,1.9322,5.092
3.078000,4.2567,1.2757,1.6348,4.735
3.083000,4.0096,1.1810,1.2786,4.371
3.088000,3.7694,1.0508,0.9028,4.016
3.093000,3.5125,0.9268,0.6391,3.689
3.098000,3.2747,0.7871,0.4672,3.400
3.107000,3.0447,0.6424,0.3866,3.136
3.108000,2.8337,0.5293,0.3759,2.907
3.112000,2.6633,0.4514,0.3910,2.729
3.117000,2.5354,0.3833,0.4262,2.599
3.138000,2.4406,0.3098,0.4826,2.507
3.139000,2.3952,0.2253,0.5590,2.470
3.139000,2.3820,0.1469,0.6196,2.466
3.139000,2.3828,0.0700,0.6369,2.467
3.144000,2.3828,0.0044,0.5986,2.457
3.147000,2.3820,-0.0501,0.5400,2.443
3.152000,2.3608,-0.1131,0.5031,2.416
3.159000,2.2411,-0.1194,0.4872,2.297
3.161000,2.1442,-0.0730,0.4953,2.202
3.166000,2.2223,-0.1070,0.5114,2.283
3.177000,2.4765,-0.2662,0.4836,2.537
3.178000,2.6750,-0.4571,0.3805,2.740
3.181000,2.7549,-0.5890,0.2306,2.827
3.185000,2.8887,-0.7679,0.0560,2.990
3.196000,3.0762,-1.0307,-0.1124,3.246
3.196000,3.2068,-1.2663,-0.2184,3.455
3.201000,3.3216,-1.4831,-0.2558,3.647
3.206000,3.4090,-1.7109,-0.2643,3.823
3.210000,3.5025,-1.9929,-0.2604,4.038
3.215000,3.5511,-2.3257,-0.2760,4.254
3.237000,3.5421,-2.7083,-0.2799,4.468
3.238000,3.5355,-3.1127,-0.2472,4.717
3.239000,3.5252,-3.3952,-0.1940,4.898
3.239000,3.6119,-3.5653,-0.1796,5.078
3.240000,3.9581,-3.7697,-0.2223,5.471
3.245000,4.4816,-4.0683,-0.3395,6.062
3.249000,5.0422,-4.4329,-0.5072,6.733
3.254000,5.5008,-4.8206,-0.7233,7.350
3.260000,5.8126,-5.2259,-0.9646,7.876
3.264000,6.0201,-5.6693,-1.1431,8.348
3.269000,6.1468,-6.1747,-1.2483,8.802
3.274000,6.3431,-6.7686,-1.3484,9.374
3.279000,6.3331,-7.3448,-1.4585,9.807
3.284000,6.1839,-7.8409,-1.4336,10.088
3.294000,6.0152,-7.9962,-1.2065,10.079
3.294000,5.8182,-7.9962,-0.8667,9.927
3.298000,5.4527,-7.9962,-0.4965,9.691
3.335000,4.9187,-7.9962,-0.2816,9.392
3.336000,4.3429,-7.9962,-0.3200,9.105
3.338000,3.8153,-7.9962,-0.5304,8.876
3.339000,3.3331,-7.9962,-0.7841,8.698
3.340000,2.8552,-7.9962,-1.0158,8.551
3.340000,2.3188,-7.9962,-1.2905,8.425
3.341000,1.7648,-7.9296,-1.6155,8.283
3.342000,1.4034,-7.5076,-1.8817,7.866
3.343000,1.2633,-7.1224,-2.0404,7.516
3.374000,1.2347,-6.7432,-2.0965,7.169
3.376000,1.2386,-6.3859,-2.0509,6.821
3.376000,1.2279,-6.0597,-1.9398,6.480
3.377000,1.1216,-5.7584,-1.6568,6.096
3.377000,0.9629,-5.4730,-1.2708,5.701
3.378000,0.8033,-5.2179,-0.8454,5.347
3.378000,0.6340,-4.9676,-0.4079,5.024
3.381000,0.5264,-4.7571,0.0512,4.786
3.386000,0.4695,-4.5864,0.5295,4.641
3.391000,0.4214,-4.4504,0.9675,4.574
3.396000,0.3144,-4.3638,1.2854,4.560
3.401000,0.0666,-4.3176,1.3875,4.536
3.409000,-0.2523,-4.3279,1.2278,4.506
3.411000,-0.5257,-4.3892,0.8706,4.505
3.415000,-0.8041,-4.4612,0.4526,4.556
3.420000,-1.0810,-4.5698,0.0184,4.696
3.449000,-1.3405,-4.7095,-0.4049,4.913
3.450000,-1.6584,-4.8096,-0.7985,5.150
3.450000,-2.0178,-4.8516,-1.1025,5.369
3.451000,-2.3406,-4.8421,-1.2627,5.524
3.452000,-2.6829,-4.7405,-1.2063,5.579
3.452000,-2.8399,-4.6260,-0.9541,5.511
3.456000,-2.8912,-4.5413,-0.5744,5.414
3.459000,-2.9486,-4.4700,-0.1884,5.358
3.464000,-3.0792,-4.4106,0.1737,5.382
3.468000,-3.2221,-4.3677,0.4789,5.449
3.474000,-3.3236,-4.3315,0.7631,5.513
3.479000,-3.3527,-4.2944,1.0425,5.547
3.483000,-3.3239,-4.2737,1.2859,5.565
3.488000,-3.2648,-4.2612,1.4275,5.555
3.493000,-3.2172,-4.2385,1.4036,5.503
3.499000,-3.1867,-4.1631,1.2351,5.386
3.504000,-3.1564,-4.0576,0.9797,5.233
3.510000,-3.1088,-3.9626,0.6972,5.085
3.514000,-3.0421,-3.8737,0.4345,4.945
3.519000,-2.9129,-3.8166,0.1552,4.804
3.533000,-2.6309,-3.8896,-0.1974,4.700
3.536000,-2.3589,-4.0996,-0.6076,4.769
3.537000,-2.3675,-4.2300,-0.8940,4.929
3.539000,-2.4158,-4.2471,-0.9365,4.975
3.581000,-2.0161,-4.4185,-0.8286,4.927
3.582000,-1.4179,-4.6341,-0.6286,4.887
3.583000,-0.9105,-4.6973,-0.4377,4.805
3.584000,-0.4786,-4.6306,-0.3190,4.666
3.584000,-0.0670,-4.5274,-0.2389,4.534
3.586000,0.3772,-4.4666,-0.1481,4.485
3.586000,0.8709,-4.4883,-0.0653,4.572
3.587000,1.3946,-4.6031,-0.0499,4.810
3.587000,1.9076,-4.8003,-0.1574,5.168
3.588000,2.3222,-5.0594,-0.4093,5.582
3.592000,2.5832,-5.3189,-0.7524,5.961
3.596000,2.7781,-5.5201,-1.1287,6.282
3.601000,3.0781,-5.7064,-1.4785,6.650
3.610000,3.4825,-5.9189,-1.8301,7.107
3.612000,3.8304,-6.1225,-2.1717,7.541
3.615000,4.0358,-6.2910,-2.4742,7.873
3.620000,4.1002,-6.3671,-2.7030,8.041
3.646000,4.0817,-6.2724,-2.8073,7.993
3.647000,4.1137,-6.0444,-2.7890,7.825
3.648000,4.1954,-5.7301,-2.6903,7.594
3.648000,4.2602,-5.3915,-2.5560,7.331
3.649000,4.2863,-5.0811,-2.4635,7.089
3.650000,4.2587,-4.8226,-2.4293,6.877
3.655000,4.1620,-4.5674,-2.4078,6.632
3.659000,4.0702,-4.3342,-2.3895,6.408
3.664000,3.9874,-4.1184,-2.3339,6.189
3.669000,3.8854,-3.9528,-2.2020,5.964
3.674000,3.7616,-3.8244,-1.9761,5.717
3.679000,3.6021,-3.7201,-1.6634,5.439
3.684000,3.3838,-3.6130,-1.3042,5.119
3.689000,3.1643,-3.5031,-0.9372,4.813
3.694000,2.9995,-3.4135,-0.6059,4.584
3.699000,2.8835,-3.3454,-0.3148,4.428
3.703000,2.7615,-3.2665,-0.0817,4.278
3.709000,2.6491,-3.1940,0.1046,4.151
3.713000,2.5686,-3.1368,0.2650,4.063
3.718000,2.4948,-3.0672,0.3708,3.971
3.729000,2.4714,-2.9837,0.3930,3.894
3.730000,2.5044,-2.9041,0.3324,3.849
3.733000,2.5505,-2.8307,0.2113,3.816
3.738000,2.5464,-2.7799,0.0707,3.770
3.775000,2.5171,-2.7613,-0.0826,3.737
3.776000,2.4621,-2.7896,-0.2206,3.727
3.777000,2.3559,-2.8248,-0.3273,3.693
3.778000,2.1371,-2.7804,-0.3744,3.527
3.778000,1.9049,-2.7073,-0.3918,3.333
3.779000,1.6991,-2.6817,-0.3852,3.198
3.780000,1.4969,-2.6842,-0.3109,3.089
3.780000,1.3260,-2.6453,-0.1762,2.964
3.781000,1.2691,-2.5142,-0.0065,2.816
3.786000,1.3009,-2.3106,0.2235,2.661
3.792000,1.4491,-2.0906,0.4470,2.583
3.797000,1.7189,-1.8772,0.7871,2.664
3.800000,2.1254,-1.6179,1.2727,2.959
3.806000,2.5720,-1.3473,1.6829,3.356
3.811000,2.9812,-1.0880,2.0416,3.774
3.815000,3.6842,-0.9188,2.1971,4.387
3.820000,4.5676,-0.7074,2.2733,5.151
3.825000,5.1697,-0.3524,2.2455,5.647
3.830000,5.2869,0.0639,2.1192,5.696
3.834000,5.1221,0.3862,1.9554,5.496
3.846000,4.7880,0.5115,1.7327,5.118
3.847000,4.3683,0.5071,1.5328,4.657
3.849000,3.9191,0.4741,1.3753,4.180
3.854000,3.4962,0.3940,1.2327,3.728
3.893000,3.1182,0.2449,1.1260,3.324
3.894000,2.7617,0.0669,1.0373,2.951
3.894000,2.3632,-0.0796,0.9917,2.564
3.895000,1.9672,-0.2012,0.9416,2.190
3.895000,1.6803,-0.3070,0.9096,1.935
3.896000,1.5807,-0.3729,0.8652,1.840
3.896000,1.6620,-0.3761,0.8374,1.899
3.897000,1.8385,-0.2918,0.8532,2.048
3.898000,2.0312,-0.1504,0.9101,2.231
3.903000,2.2541,0.0258,0.9653,2.452
3.909000,2.4548,0.2024,0.9917,2.655
3.913000,2.6433,0.3413,0.9397,2.826
3.918000,2.8374,0.4453,0.8337,2.991
3.924000,2.9983,0.5154,0.7292,3.128
3.928000,3.0845,0.5332,0.6452,3.196
3.933000,3.1524,0.4990,0.5121,3.232
3.937000,3.2195,0.4055,0.2790,3.257
3.946000,3.2264,0.3030,0.0206,3.241
3.948000,3.1687,0.1755,-0.2670,3.185
3.952000,3.1345,-0.0174,-0.5527,3.183
3.991000,3.1570,-0.2994,-0.7873,3.267
3.992000,3.1219,-0.5956,-0.9543,3.318
3.992000,3.0127,-0.8429,-1.0390,3.296
3.993000,2.9524,-1.0907,-1.0359,3.314
3.993000,2.9168,-1.3832,-0.9790,3.373
3.994000,2.8262,-1.6589,-0.8562,3.387
3.994000,2.6936,-1.8679,-0.7001,3.352
3.995000,2.6074,-2.0242,-0.5485,3.346
3.995000,2.6159,-2.1572,-0.4364,3.419
4.001000,2.7756,-2.3147,-0.4003,3.636
4.007000,3.0247,-2.5262,-0.4364,3.965
4.011000,3.2552,-2.7279,-0.5419,4.281
4.016000,3.4478,-2.8814,-0.7172,4.550
4.021000,3.6683,-3.0714,-0.9502,4.878
4.027000,3.8661,-3.3317,-1.1887,5.240
4.032000,3.9737,-3.6291,-1.3728,5.554
4.036000,3.9933,-3.9599,-1.4922,5.818
4.052000,3.9825,-4.3345,-1.5291,6.082
4.053000,3.8937,-4.7488,-1.5142,6.325
4.054000,3.7008,-5.1453,-1.4129,6.494
4.056000,3.5042,-5.4962,-1.2366,6.635
4.097000,3.3348,-5.7797,-1.0459,6.754
4.098000,3.2268,-5.9572,-0.9082,6.836
4.099000,3.2422,-6.0448,-0.8667,6.914
4.100000,3.4080,-6.1093,-0.9602,7.061
4.101000,3.6639,-6.1867,-1.1594,7.283
4.102000,3.9081,-6.2734,-1.4317,7.528
4.103000,4.0844,-6.3691,-1.7073,7.756
4.104000,4.2155,-6.4648,-1.9410,7.958
4.105000,4.3293,-6.5891,-2.1209,8.164
4.105000,4.4496,-6.7615,-2.2362,8.397
4.110000,4.5136,-6.9778,-2.3185,8.628
4.113000,4.5177,-7.2471,-2.3434,8.856
4.118000,4.3246,-7.4901,-2.2648,8.940
4.123000,4.0673,-7.6864,-2.0086,8.925
4.128000,3.8705,-7.7635,-1.6954,8.839
4.132000,3.5936,-7.7052,-1.7166,8.674
4.137000,3.6458,-7.6820,-1.8426,8.701
4.146000,3.7843,-7.6214,-1.8516,8.708
4.147000,3.9173,-7.4852,-1.7278,8.623
4.153000,4.0223,-7.3116,-1.5843,8.494
4.183000,4.1473,-7.2603,-1.4478,8.486
4.183000,4.2052,-7.2076,-1.2988,8.445
4.184000,4.1869,-7.1419,-1.1492,8.358
4.185000,4.2938,-7.2088,-1.0127,8.452
4.186000,4.4479,-7.3343,-0.9345,8.628
4.186000,4.5221,-7.5013,-0.9604,8.811
4.187000,4.4924,-7.7318,-0.9966,8.997
4.191000,4.2399,-7.9962,-1.0185,9.108
4.196000,3.7704,-7.9962,-1.0073,8.898
4.201000,3.2505,-7.9962,-0.9704,8.686
4.206000,2.7427,-7.9962,-0.9707,8.509
4.211000,2.1906,-7.9962,-1.0893,8.362
4.215000,1.5589,-7.9962,-1.2102,8.236
4.220000,0.9161,-7.9962,-1.1323,8.128
4.225000,0.3349,-7.9962,-0.8376,8.047
4.230000,-0.0406,-7.9755,-0.4738,7.990
4.234000,-0.0508,-7.5575,-0.1034,7.558
4.247000,0.2190,-7.1377,0.2472,7.145
4.248000,0.5962,-6.7324,0.5300,6.780
4.249000,0.9695,-6.3842,0.7209,6.498
4.254000,1.2362,-6.1078,0.8222,6.286
4.308000,1.2996,-5.9032,0.8244,6.101
4.309000,1.1202,-5.7328,0.6965,5.883
4.310000,0.7437,-5.5721,0.4665,5.641
4.310000,0.2754,-5.4943,0.2121,5.505
4.311000,-0.2481,-5.5013,0.0292,5.507
4.311000,-0.9249,-5.4557,-0.0497,5.534
4.312000,-1.5825,-5.2857,-0.0113,5.518
4.312000,-2.0737,-5.1490,0.0775,5.551
4.313000,-2.5906,-5.0218,0.1815,5.654
4.314000,-3.1701,-4.8069,0.2902,5.765
4.314000,-3.6489,-4.5440,0.4013,5.841
4.315000,-3.9443,-4.2759,0.5209,5.841
4.318000,-4.0991,-4.0529,0.6154,5.797
4.323000,-4.2226,-3.8867,0.6342,5.774
4.328000,-4.3994,-3.7165,0.6511,5.796
4.332000,-4.5242,-3.5929,0.7060,5.820
4.337000,-4.5738,-3.5358,0.7998,5.836
4.343000,-4.5847,-3.5382,0.9140,5.863
4.347000,-4.5596,-3.5644,1.0254,5.878
4.351000,-4.5247,-3.6081,1.1399,5.898
4.356000,-4.4737,-3.6689,1.2261,5.914
4.366000,-4.3916,-3.8124,1.2551,5.949
4.368000,-4.3125,-4.0971,1.2505,6.078
4.371000,-4.2190,-4.4282,1.2036,6.234
4.407000,-3.9631,-4.7476,1.0456,6.272
4.408000,-3.5229,-5.0792,0.7702,6.229
4.409000,-3.0216,-5.4086,0.4010,6.208
4.409000,-2.4190,-5.7628,-0.0653,6.250
4.410000,-1.7095,-6.1423,-0.5749,6.402
4.411000,-0.9252,-6.4978,-1.0701,6.650
4.411000,-0.1387,-6.7795,-1.4954,6.944
4.411000,0.6013,-6.9678,-1.8304,7.229
4.415000,1.3570,-7.1067,-2.0633,7.524
4.420000,2.1327,-7.1927,-2.1874,7.815
4.426000,2.8198,-7.2120,-2.2396,8.061
4.430000,3.3445,-7.2525,-2.2672,8.302
4.435000,3.6922,-7.3694,-2.2440,8.543
4.439000,3.8851,-7.4769,-2.1798,8.703
4.445000,4.1591,-7.5785,-2.0152,8.876
4.449000,4.4604,-7.7250,-1.8008,9.100
4.454000,4.5168,-7.8321,-1.6624,9.193
4.471000,4.5143,-7.9962,-1.6587,9.331
4.472000,4.6347,-7.9962,-1.7618,9.409
4.474000,4.7788,-7.9962,-1.9180,9.511
4.475000,4.9433,-7.9962,-2.1483,9.643
4.510000,5.2385,-7.9962,-2.4003,9.856
4.511000,5.5784,-7.9962,-2.5602,10.080
4.512000,5.7938,-7.9962,-2.5538,10.199
4.513000,5.8475,-7.9962,-2.4681,10.209
4.514000,5.8697,-7.9962,-2.2919,10.181
4.514000,5.9361,-7.9962,-2.0797,10.174
4.515000,6.0457,-7.9962,-1.9476,10.212
4.515000,6.0973,-7.9962,-1.9344,10.240
4.517000,6.0623,-7.9962,-2.0489,10.242
4.522000,5.8917,-7.9877,-2.2274,10.172
4.533000,5.6277,-7.4527,-2.4276,9.649
4.534000,5.4148,-6.9092,-2.6010,9.155
4.537000,5.2551,-6.4570,-2.6549,8.738
4.582000,5.0249,-6.0463,-2.5402,8.262
4.583000,4.7548,-5.6876,-2.3094,7.765
4.584000,4.5104,-5.3944,-2.0108,7.313
4.585000,4.3500,-5.1427,-1.6665,6.939
4.585000,4.2514,-4.8978,-1.2549,6.606
4.586000,4.1959,-4.6197,-0.8095,6.293
4.587000,4.1901,-4.3081,-0.3673,6.021
4.587000,4.1791,-3.9780,0.0182,5.770
4.588000,4.1256,-3.6420,0.3302,5.513
4.588000,4.0614,-3.3602,0.5722,5.302
4.622000,3.9322,-3.0875,0.7597,5.057
4.622000,3.7503,-2.8463,0.8603,4.786
4.623000,3.5362,-2.6531,0.8073,4.494
4.623000,3.3086,-2.5196,0.6064,4.203
4.624000,3.0745,-2.4312,0.3210,3.933
4.624000,2.8650,-2.3672,0.0787,3.717
4.624000,2.6645,-2.3172,-0.0629,3.532
4.625000,2.4680,-2.2671,-0.1637,3.355
4.633000,2.3007,-2.2420,-0.2958,3.226
4.634000,2.1340,-2.2735,-0.4687,3.153
4.638000,1.9696,-2.3238,-0.6161,3.108
4.647000,1.8417,-2.3719,-0.6620,3.075
4.650000,1.7543,-2.4168,-0.5798,3.042
4.653000,1.6901,-2.4620,-0.4342,3.018
4.675000,1.6251,-2.5020,-0.2765,2.996
4.676000,1.5543,-2.5235,-0.1234,2.966
4.676000,1.5030,-2.5220,-0.0150,2.936
4.677000,1.4044,-2.4703,0.0956,2.843
4.678000,1.3172,-2.3609,0.1911,2.710
4.683000,1.2686,-2.2180,0.2487,2.567
4.688000,1.2904,-2.0701,0.2233,2.450
4.693000,1.3526,-1.9568,0.0570,2.379
4.698000,1.4435,-1.8777,-0.2330,2.380
4.703000,1.6295,-1.8481,-0.6010,2.536
4.714000,1.8244,-1.7947,-0.9546,2.731
4.715000,1.9604,-1.6660,-1.1726,2.827
4.717000,2.1288,-1.4992,-1.2253,2.878
4.722000,2.3168,-1.2985,-1.1240,2.884
4.740000,2.4743,-1.0343,-0.9314,2.839
4.741000,2.5998,-0.7421,-0.6960,2.792
4.741000,2.7798,-0.4671,-0.4001,2.847
4.742000,2.9602,-0.2169,-0.0262,2.968
4.747000,3.1177,0.0319,0.3866,3.142
4.751000,3.3711,0.2934,0.7824,3.473
4.756000,3.8934,0.5420,1.1890,4.107
4.761000,4.5119,0.8406,1.6951,4.893
4.766000,5.0102,1.1720,2.1712,5.585
4.771000,5.3701,1.4203,2.4484,6.070
4.777000,5.5335,1.4928,2.4638,6.238
4.780000,5.4478,1.3819,2.2513,6.054
4.785000,5.1052,1.1229,1.8060,5.530
4.790000,4.6623,0.7681,1.1367,4.860
4.796000,4.2223,0.3596,0.3466,4.252
4.800000,3.7484,-0.0335,-0.3639,3.766
4.804000,3.2723,-0.4642,-0.9404,3.436
4.828000,2.7622,-0.8795,-1.2612,3.161
4.828000,2.2416,-1.2411,-1.3645,2.903
4.829000,1.8073,-1.5009,-1.3169,2.693
4.829000,1.5563,-1.6342,-1.1460,2.531
4.830000,1.5533,-1.6582,-0.8923,2.441
4.834000,1.7650,-1.6101,-0.5651,2.455
4.839000,2.0810,-1.5290,-0.2538,2.595
4.844000,2.3803,-1.4553,-0.0927,2.791
4.849000,2.6352,-1.4401,-0.1354,3.006
4.854000,2.7898,-1.4999,-0.3109,3.183
4.859000,2.8599,-1.6250,-0.5458,3.334
4.864000,2.8606,-1.7634,-0.7873,3.451
4.868000,2.8181,-1.9001,-0.9800,3.537
4.873000,2.7507,-2.0313,-1.0730,3.584
4.878000,2.6909,-2.1704,-1.0803,3.622
4.883000,2.6470,-2.3118,-1.0122,3.657
4.888000,2.5991,-2.4412,-0.8977,3.677
4.893000,2.5361,-2.5555,-0.7602,3.680
4.898000,2.4856,-2.6793,-0.6213,3.707
4.902000,2.4643,-2.8587,-0.5212,3.810
4.908000,2.4563,-3.0887,-0.4745,3.975
4.915000,2.3952,-3.3163,-0.4543,4.116
4.917000,2.3034,-3.4882,-0.4306,4.202
4.922000,2.2971,-3.6420,-0.4237,4.327
4.953000,2.4221,-3.7993,-0.4926,4.532
4.954000,2.6147,-3.9616,-0.6782,4.795
4.955000,2.9148,-4.1601,-0.9414,5.166
4.956000,3.3011,-4.4260,-1.1870,5.648
4.956000,3.6722,-4.7505,-1.4058,6.167
4.957000,4.0209,-5.1322,-1.5738,6.707
4.957000,4.3568,-5.5795,-1.7486,7.292
4.961000,4.6870,-6.1054,-1.9334,7.936
4.966000,4.9599,-6.6855,-2.1095,8.588
4.971000,5.1096,-7.2518,-2.2689,9.157
4.976000,5.0908,-7.7389,-2.3780,9.564
4.981000,4.9668,-7.9962,-2.4513,9.727
4.985000,4.8457,-7.9962,-2.4862,9.675
4.990000,4.7919,-7.9962,-2.4686,9.643
4.996000,4.7456,-7.9962,-2.4471,9.615
5.001000,4.6611,-7.9962,-2.4640,9.578
5.006000,4.4714,-7.9962,-2.5255,9.503
5.016000,4.1854,-7.9962,-2.5758,9.386
5.017000,4.0013,-7.9962,-2.5394,9.295
5.020000,3.8959,-7.9962,-2.4376,9.223
5.025000,3.7787,-7.9203,-2.3133,9.075
5.061000,3.7660,-7.7799,-2.2418,8.929
5.062000,3.8724,-7.8385,-2.3072,9.042
5.063000,3.6602,-7.9188,-2.4974,9.074
5.064000,3.2461,-7.9962,-2.8407,9.086
5.064000,2.5236,-7.9962,-3.1594,8.960
5.065000,1.6578,-7.9962,-3.3354,8.821
5.065000,0.8404,-7.9962,-3.2268,8.664
5.066000,0.0073,-7.9879,-2.8312,8.475
5.069000,-0.7286,-7.3702,-2.3124,7.759
5.074000,-1.2245,-6.6030,-1.7935,6.951
5.080000,-1.2573,-5.9240,-1.3154,6.197
5.085000,-0.9982,-5.3312,-0.8007,5.483
5.089000,-0.7506,-4.8252,-0.3144,4.893
5.095000,-0.7479,-4.4531,0.0033,4.516
5.100000,-1.0165,-4.0700,0.1591,4.198
5.104000,-1.2985,-3.8266,0.1715,4.045
5.109000,-1.5012,-3.8142,0.0902,4.100
5.115000,-1.7732,-4.0056,-0.0612,4.381
5.118000,-2.3038,-4.2148,-0.3322,4.815
5.123000,-2.9755,-4.3699,-0.7141,5.335
5.134000,-3.7729,-4.4407,-1.0854,5.927
5.135000,-4.6277,-4.3845,-1.3220,6.511
5.137000,-5.3031,-4.3301,-1.4617,7.001
5.143000,-5.7113,-4.3857,-1.5264,7.361
5.177000,-6.0038,-4.4106,-1.4365,7.587
5.178000,-6.2355,-4.2510,-1.1338,7.631
5.179000,-6.0512,-4.0827,-0.8083,7.344
5.179000,-5.4139,-4.0739,-0.5685,6.799
5.180000,-4.7784,-4.1413,-0.5221,6.345
5.181000,-4.3899,-4.1433,-0.6179,6.068
5.182000,-3.9990,-4.1689,-0.8676,5.842
5.182000,-3.4804,-4.2246,-1.3010,5.626
5.186000,-2.9254,-4.3054,-1.8255,5.516
5.190000,-2.3218,-4.4182,-2.3214,5.505
5.196000,-1.6719,-4.5366,-2.6874,5.532
5.201000,-1.0414,-4.6328,-2.9223,5.576
5.204000,-0.5406,-4.6919,-3.0380,5.616
5.211000,-0.1544,-4.7215,-3.0666,5.632
5.216000,0.1928,-4.7727,-3.0434,5.664
5.220000,0.5083,-4.8777,-3.0143,5.756
5.225000,0.7757,-4.9866,-2.9367,5.839
5.230000,1.0482,-5.0826,-2.8437,5.918
5.234000,1.3687,-5.2142,-2.7467,6.050
5.241000,1.6925,-5.4164,-2.6452,6.261
5.256000,2.0080,-5.6454,-2.4921,6.489
5.259000,2.3168,-5.8717,-2.2818,6.712
5.260000,2.6660,-6.0744,-2.0704,6.949
5.261000,3.1033,-6.2827,-1.9114,7.263
5.307000,3.5692,-6.5136,-1.8194,7.647
5.308000,3.9960,-6.7400,-1.8807,8.058
5.309000,4.3600,-6.8350,-2.0736,8.368
5.309000,4.7341,-6.7480,-2.4218,8.591
5.310000,5.2703,-6.5290,-2.7904,8.843
5.311000,5.7730,-6.1218,-3.0754,8.959
5.312000,6.0804,-5.5873,-3.2351,8.869
5.312000,6.0973,-5.0047,-3.1401,8.490
5.313000,5.8526,-4.5047,-2.7526,7.882
