time,gFx,gFy,gFz,TgF
0.844000,1.4090,0.9251,2.1219,2.710
0.844000,1.5802,1.0003,2.0882,2.803
0.845000,1.8165,1.0233,1.8846,2.810
0.851000,2.0468,1.0428,1.5711,2.783
0.855000,2.2602,1.1097,1.2339,2.804
0.859000,2.4272,1.2161,0.9038,2.861
0.888000,2.5378,1.3253,0.5942,2.924
0.889000,2.5754,1.4222,0.3630,2.964
0.889000,2.5349,1.4972,0.1928,2.950
0.890000,2.4692,1.5797,0.0922,2.933
0.890000,2.4482,1.6471,0.0333,2.951
0.891000,2.4672,1.6891,0.0001,2.990
0.894000,2.5341,1.6469,-0.0353,3.022
0.899000,2.5918,1.5040,-0.0956,2.998
0.904000,2.5403,1.3492,-0.1671,2.881
0.909000,2.4528,1.2061,-0.2042,2.741
0.914000,2.3874,1.0555,-0.1998,2.618
0.919000,2.4030,0.9363,-0.1876,2.586
0.923000,2.5324,0.8201,-0.2079,2.670
0.928000,2.6887,0.6939,-0.2509,2.788
0.935000,2.7715,0.5965,-0.2938,2.850
0.938000,2.8223,0.5161,-0.3349,2.889
0.943000,2.8975,0.3950,-0.3793,2.949
0.980000,2.9900,0.2087,-0.4369,3.029
0.981000,3.0315,-0.0098,-0.4994,3.072
0.982000,3.0222,-0.2281,-0.5624,3.083
0.982000,3.0217,-0.4405,-0.5973,3.112
0.983000,3.0269,-0.6476,-0.5878,3.151
0.983000,3.0283,-0.8873,-0.5495,3.203
0.984000,2.9824,-1.1442,-0.4994,3.233
0.984000,2.9522,-1.3627,-0.4999,3.290
0.986000,3.0493,-1.5351,-0.5995,3.466
0.992000,3.2759,-1.7085,-0.8403,3.789
0.997000,3.5572,-1.9392,-1.1755,4.219
1.002000,3.7462,-2.2136,-1.5249,4.611
1.007000,3.8109,-2.4593,-1.7403,4.858
1.011000,3.8458,-2.6536,-1.7847,5.002
1.016000,3.9510,-2.8497,-1.6817,5.154
1.022000,4.1095,-3.0536,-1.5445,5.348
1.026000,4.2658,-3.2736,-1.4597,5.572
1.037000,4.3578,-3.5321,-1.4588,5.796
1.038000,4.3329,-3.8056,-1.4893,5.956
1.041000,4.2140,-4.0473,-1.4881,6.029
1.046000,4.0797,-4.2549,-1.4336,6.067
1.080000,3.9957,-4.4275,-1.3789,6.121
1.081000,3.9723,-4.5984,-1.3296,6.220
1.082000,4.0162,-4.7745,-1.3113,6.375
1.084000,4.0770,-4.9083,-1.2966,6.511
1.084000,4.1327,-5.0225,-1.3128,6.635
1.085000,4.2226,-5.1253,-1.3633,6.779
1.086000,4.3043,-5.1959,-1.3943,6.890
1.086000,4.4638,-5.2542,-1.4143,7.038
1.089000,4.6039,-5.2933,-1.4348,7.161
1.094000,4.6494,-5.2911,-1.3987,7.181
1.099000,4.6432,-5.2611,-1.3328,7.142
1.104000,4.6201,-5.2621,-1.2737,7.117
1.109000,4.5307,-5.2706,-1.1582,7.046
1.114000,4.3825,-5.2335,-0.9807,6.896
1.120000,4.2711,-5.1514,-0.7834,6.737
1.123000,4.2394,-5.0718,-0.6625,6.643
1.128000,4.1591,-5.0025,-0.6362,6.537
1.133000,3.9918,-4.9278,-0.6596,6.376
1.138000,3.7970,-4.8472,-0.7099,6.198
1.143000,3.5990,-4.7510,-0.7981,6.013
1.154000,3.3665,-4.6499,-0.9394,5.817
1.155000,3.1065,-4.5535,-1.1294,5.627
1.157000,2.8191,-4.4700,-1.3472,5.454
1.162000,2.5571,-4.3752,-1.5244,5.292
1.193000,2.3740,-4.2534,-1.5979,5.126
1.195000,2.3027,-4.1418,-1.5547,4.987
1.196000,2.2892,-4.0466,-1.3950,4.854
1.196000,2.3312,-3.9494,-1.1526,4.729
1.197000,2.4265,-3.8586,-0.8979,4.646
1.198000,2.5498,-3.7905,-0.7001,4.622
1.198000,2.6926,-3.7502,-0.5783,4.653
1.201000,2.8311,-3.7287,-0.5280,4.711
1.206000,2.9754,-3.7140,-0.5507,4.791
1.211000,3.1499,-3.6828,-0.6093,4.884
1.216000,3.3479,-3.6637,-0.7177,5.015
1.221000,3.5069,-3.6882,-0.8698,5.163
1.225000,3.5902,-3.8007,-1.0324,5.329
1.231000,3.5931,-3.9963,-1.1929,5.505
1.235000,3.5540,-4.1772,-1.3364,5.645
1.240000,3.5450,-4.3691,-1.4815,5.818
1.245000,3.4627,-4.5742,-1.6329,5.965
1.251000,3.1450,-4.7203,-1.7225,5.928
1.255000,2.5127,-4.7068,-1.6438,5.583
1.260000,1.7694,-4.6057,-1.3953,5.127
1.269000,1.2034,-4.4097,-1.0085,4.681
1.270000,1.0477,-4.1328,-0.5661,4.301
1.275000,1.1990,-3.8864,-0.1498,4.070
1.279000,1.4986,-3.7128,0.1266,4.006
1.306000,1.8698,-3.6071,0.2641,4.071
1.307000,2.1708,-3.5988,0.2345,4.209
1.308000,2.2514,-3.6427,0.0731,4.283
1.308000,2.0929,-3.7040,-0.2020,4.259
1.309000,1.6661,-3.7416,-0.5534,4.133
1.309000,0.9751,-3.7289,-0.8813,3.954
1.317000,0.2500,-3.6596,-1.0608,3.818
1.318000,-0.3311,-3.5436,-1.1015,3.726
1.324000,-0.7111,-3.3971,-1.0532,3.627
1.328000,-0.9601,-3.2489,-0.9848,3.528
1.333000,-1.1806,-3.1337,-0.9140,3.471
1.338000,-1.4282,-3.0516,-0.8247,3.469
1.343000,-1.7146,-3.0047,-0.7302,3.536
1.353000,-2.0256,-2.9288,-0.5602,3.605
1.355000,-2.2691,-2.8094,-0.3485,3.628
1.357000,-2.3990,-2.6722,-0.1405,3.594
1.362000,-2.4036,-2.5618,0.0128,3.513
1.407000,-2.3763,-2.4874,0.1015,3.441
1.407000,-2.3614,-2.4161,0.1503,3.382
1.408000,-2.3509,-2.3450,0.1862,3.326
1.408000,-2.3377,-2.2598,0.2316,3.260
1.409000,-2.2991,-2.1751,0.2892,3.178
1.409000,-2.2290,-2.1038,0.3654,3.087
1.410000,-2.1211,-2.0422,0.4296,2.976
1.410000,-1.9319,-1.9744,0.4601,2.800
1.411000,-1.6936,-1.8806,0.4611,2.572
1.411000,-1.4792,-1.7617,0.4328,2.341
1.416000,-1.3034,-1.6589,0.3818,2.144
1.421000,-1.1564,-1.5786,0.3039,1.980
1.425000,-1.0251,-1.5224,0.1991,1.846
1.430000,-0.9115,-1.4780,0.0858,1.739
1.435000,-0.7970,-1.4418,-0.0118,1.648
1.441000,-0.6866,-1.4216,-0.0956,1.582
1.445000,-0.6215,-1.4081,-0.1586,1.547
1.453000,-0.5799,-1.4077,-0.2081,1.537
1.456000,-0.5345,-1.4321,-0.2572,1.550
1.459000,-0.5074,-1.4638,-0.2907,1.576
1.493000,-0.4918,-1.4973,-0.3151,1.607
1.493000,-0.4764,-1.5295,-0.3212,1.634
1.494000,-0.4269,-1.5612,-0.3021,1.646
1.494000,-0.3363,-1.5957,-0.2602,1.651
1.495000,-0.1983,-1.6240,-0.2023,1.649
1.495000,-0.0396,-1.6504,-0.1613,1.659
1.496000,0.1306,-1.6611,-0.1239,1.671
1.502000,0.3074,-1.6350,-0.0892,1.666
1.503000,0.4922,-1.5725,-0.0641,1.649
1.509000,0.6941,-1.4799,-0.0646,1.636
1.513000,0.8946,-1.3723,-0.0897,1.641
1.518000,1.0902,-1.2489,-0.1342,1.663
1.523000,1.2315,-1.1181,-0.2030,1.676
1.528000,1.3057,-0.9870,-0.2790,1.660
1.534000,1.3458,-0.8822,-0.3297,1.643
1.538000,1.3607,-0.8065,-0.3087,1.612
1.543000,1.3214,-0.7716,-0.2003,1.543
1.549000,1.2501,-0.7721,0.0165,1.469
1.553000,1.2076,-0.8217,0.3229,1.496
1.558000,1.2398,-0.8920,0.6801,1.672
1.563000,1.3324,-0.9606,1.0505,1.950
1.569000,1.4603,-1.0131,1.3472,2.230
1.573000,1.5753,-1.0419,1.4761,2.397
1.578000,1.6739,-1.0053,1.4353,2.423
1.594000,1.8229,-0.9103,1.2400,2.385
1.596000,2.0741,-0.7640,0.9219,2.395
1.598000,2.3823,-0.5633,0.5151,2.502
1.599000,2.6777,-0.3289,0.0797,2.699
1.646000,2.8828,-0.0777,-0.3192,2.901
1.647000,2.9465,0.1540,-0.6662,3.025
1.647000,2.9426,0.3337,-0.9414,3.108
1.648000,2.9170,0.4736,-1.0742,3.144
1.649000,2.8391,0.5816,-1.0256,3.074
1.650000,2.7007,0.6646,-0.8264,2.901
1.651000,2.5717,0.7395,-0.5126,2.725
1.651000,2.5429,0.8011,-0.1801,2.672
1.651000,2.6938,0.7657,0.0433,2.801
1.652000,2.8936,0.6792,0.0585,2.973
1.652000,3.1321,0.5972,-0.1686,3.193
1.655000,3.4529,0.4741,-0.6208,3.540
1.659000,3.7225,0.4165,-1.1440,3.917
1.664000,3.9698,0.4500,-1.5620,4.290
1.669000,4.1180,0.5454,-1.7706,4.516
1.674000,4.0797,0.7061,-1.6985,4.475
1.679000,3.9545,0.8941,-1.3565,4.275
1.685000,3.8412,1.0342,-0.8547,4.069
1.689000,3.7633,1.0518,-0.3617,3.924
1.693000,3.7052,0.9493,0.0167,3.825
1.719000,3.6568,0.7701,0.2411,3.745
1.720000,3.6141,0.5940,0.3273,3.677
1.720000,3.6229,0.4294,0.3153,3.662
1.721000,3.7027,0.2827,0.2082,3.719
1.722000,3.8734,0.1748,0.0648,3.878
1.723000,4.0768,0.1084,-0.0814,4.079
1.728000,4.2233,0.0708,-0.2687,4.232
1.732000,4.2792,0.0481,-0.5156,4.310
1.738000,4.2467,0.0280,-0.7478,4.312
1.743000,4.1381,0.0239,-0.8962,4.234
1.747000,3.9889,0.0295,-0.9480,4.100
1.752000,3.7977,0.0354,-0.9072,3.905
1.757000,3.5953,0.0363,-0.8588,3.697
1.762000,3.3948,0.0307,-0.7988,3.488
1.768000,3.1822,0.0171,-0.7211,3.263
1.772000,2.9946,-0.0249,-0.6645,3.068
1.777000,2.8770,-0.1202,-0.6171,2.945
1.789000,2.7893,-0.2188,-0.5390,2.849
1.791000,2.6826,-0.2789,-0.4037,2.727
1.792000,2.6474,-0.3458,-0.2528,2.682
1.796000,2.5886,-0.4666,-0.2055,2.638
1.854000,2.2785,-0.5055,-0.3014,2.353
1.855000,1.8119,-0.5094,-0.5615,1.964
1.857000,1.4034,-0.6439,-0.9148,1.795
1.858000,1.0972,-0.8851,-1.2432,1.880
1.859000,0.9080,-1.2084,-1.4893,2.122
1.859000,0.7022,-1.5456,-1.5784,2.318
1.860000,0.2886,-1.7602,-1.4951,2.327
1.861000,-0.2376,-1.8381,-1.2749,2.250
1.862000,-0.7567,-1.8474,-1.0276,2.245
1.863000,-1.1606,-1.8389,-0.8020,2.318
1.864000,-1.3583,-1.8442,-0.5781,2.362
1.864000,-1.3510,-1.9038,-0.3297,2.358
1.865000,-1.2497,-1.9707,0.0070,2.334
1.866000,-1.1857,-1.9802,0.4242,2.347
1.870000,-1.1972,-1.9280,0.8122,2.410
1.875000,-1.2507,-1.8899,1.0305,2.490
1.879000,-1.3688,-1.9006,0.9722,2.536
1.888000,-1.5517,-1.9399,0.6188,2.560
1.890000,-1.7346,-2.0166,0.0983,2.662
1.893000,-1.8845,-2.1089,-0.4340,2.861
1.898000,-2.0098,-2.2107,-0.9045,3.122
1.924000,-2.1204,-2.3284,-1.2446,3.386
1.925000,-2.2776,-2.4576,-1.4485,3.650
1.925000,-2.4510,-2.6265,-1.5017,3.894
1.926000,-2.5738,-2.8363,-1.4097,4.081
1.926000,-2.6177,-3.0431,-1.1733,4.182
1.928000,-2.6202,-3.1837,-0.8469,4.209
1.934000,-2.5618,-3.2599,-0.5036,4.177
1.937000,-2.4654,-3.2968,-0.2047,4.122
1.942000,-2.3538,-3.3146,0.0106,4.065
1.947000,-2.2486,-3.3119,0.1281,4.005
1.952000,-2.1211,-3.3099,0.1286,3.933
1.957000,-2.0081,-3.3087,0.0365,3.871
1.962000,-1.9072,-3.3324,-0.1295,3.842
1.969000,-1.8093,-3.3707,-0.3283,3.840
1.972000,-1.6853,-3.4413,-0.5209,3.867
1.977000,-1.4663,-3.5912,-0.6950,3.941
1.982000,-1.0456,-3.9196,-0.8733,4.150
1.987000,-0.5030,-4.4133,-1.0561,4.566
1.992000,-0.2071,-4.8333,-1.1829,4.980
1.997000,-0.3233,-4.9608,-1.1584,5.104
2.007000,-0.5790,-4.8643,-0.9353,4.987
2.009000,-0.3634,-4.8948,-0.6135,4.946
2.011000,0.4832,-5.3390,-0.3398,5.372
2.049000,1.1680,-5.8363,-0.1078,5.953
2.050000,1.3106,-6.0158,0.1139,6.158
2.051000,1.2735,-6.0119,0.3124,6.153
2.051000,1.4532,-6.0536,0.5229,6.248
2.052000,1.8485,-6.2087,0.7204,6.518
2.052000,2.2592,-6.3916,0.8584,6.833
2.053000,2.5830,-6.4944,0.8989,7.047
2.053000,2.7551,-6.4375,0.8503,7.054
2.055000,2.8538,-6.2539,0.7324,6.913
2.060000,3.0210,-6.0624,0.5746,6.798
2.064000,3.3045,-5.9120,0.3779,6.783
2.069000,3.6187,-5.7807,0.1605,6.822
2.074000,3.9022,-5.6471,-0.0587,6.864
2.078000,4.1088,-5.5006,-0.2628,6.871
2.084000,4.1776,-5.3346,-0.4213,6.789
2.089000,4.0800,-5.1292,-0.5243,6.575
2.093000,3.9100,-4.8958,-0.5959,6.294
2.099000,3.6886,-4.6543,-0.6264,5.972
2.104000,3.4102,-4.3635,-0.5878,5.569
2.108000,3.1905,-4.0315,-0.4738,5.163
2.113000,3.0828,-3.7209,-0.2814,4.840
2.124000,3.0466,-3.4442,-0.0492,4.599
2.125000,3.0432,-3.2230,0.1759,4.436
2.129000,2.9968,-3.0326,0.4057,4.283
2.169000,2.9390,-2.8595,0.5856,4.142
2.170000,2.8682,-2.7064,0.6616,3.999
2.171000,2.7605,-2.5276,0.6416,3.797
2.171000,2.6499,-2.3167,0.5668,3.565
2.172000,2.5964,-2.1089,0.4286,3.372
2.172000,2.6064,-1.9228,0.2287,3.247
2.173000,2.6474,-1.7346,0.0299,3.165
2.173000,2.6731,-1.5212,-0.1205,3.078
2.174000,2.7024,-1.3383,-0.2555,3.026
2.178000,2.7126,-1.2052,-0.3559,2.990
2.182000,2.6052,-1.1149,-0.4294,2.866
2.193000,2.3811,-1.0424,-0.4782,2.643
2.193000,2.1139,-1.0463,-0.4384,2.399
2.196000,1.8195,-1.1012,-0.2130,2.137
2.215000,1.5712,-1.1418,0.1955,1.952
2.215000,1.4508,-1.1886,0.6652,1.990
2.216000,1.4007,-1.1965,1.1091,2.150
2.217000,1.3656,-1.1364,1.4817,2.313
2.231000,1.3560,-1.0375,1.7371,2.436
2.231000,1.3641,-0.8949,1.8968,2.502
2.232000,1.3924,-0.7408,2.0059,2.552
2.235000,1.4193,-0.6034,2.0904,2.598
2.240000,1.4483,-0.5052,2.1419,2.635
2.244000,1.5082,-0.4434,2.1468,2.661
2.250000,1.5997,-0.3914,2.1105,2.677
2.276000,1.6918,-0.3382,2.0338,2.667
2.277000,1.7794,-0.2708,1.9303,2.639
2.277000,1.8541,-0.1661,1.8118,2.598
2.278000,1.9462,-0.0557,1.6832,2.574
2.278000,2.0497,0.0390,1.5730,2.584
2.279000,2.1420,0.1333,1.5320,2.637
2.288000,2.2050,0.2427,1.5789,2.723
2.301000,2.2568,0.3701,1.6932,2.845
2.302000,2.3234,0.4905,1.8350,3.001
2.302000,2.4057,0.5774,1.9676,3.161
2.303000,2.4670,0.6409,2.0746,3.286
2.315000,2.4817,0.6834,2.1502,3.354
2.315000,2.4682,0.6873,2.1756,3.361
2.326000,2.4221,0.6582,2.1398,3.298
2.327000,2.3593,0.6123,2.0101,3.159
2.327000,2.3034,0.5530,1.8140,2.984
2.332000,2.2424,0.4939,1.5728,2.783
2.374000,2.2060,0.4175,1.3274,2.608
2.375000,2.1908,0.3198,1.0942,2.470
2.376000,2.1713,0.2317,0.8943,2.360
2.376000,2.1398,0.1623,0.7558,2.275
2.376000,2.0356,0.1093,0.6960,2.154
2.377000,1.9083,0.0874,0.7180,2.041
2.377000,1.9318,-0.0081,0.7827,2.084
2.377000,1.9210,-0.0989,0.8950,2.122
2.378000,2.0011,-0.1934,1.0203,2.255
2.381000,2.0976,-0.2823,1.1294,2.399
2.386000,2.1374,-0.2991,1.2083,2.473
2.391000,2.2062,-0.3331,1.2571,2.561
2.396000,2.3173,-0.4369,1.2830,2.685
2.401000,2.3957,-0.5953,1.2622,2.773
2.406000,2.4477,-0.7919,1.2170,2.846
2.411000,2.4775,-1.0182,1.1707,2.923
2.415000,2.4948,-1.2529,1.1035,3.002
2.421000,2.5744,-1.5144,0.9817,3.144
2.425000,2.7495,-1.8664,0.8381,3.427
2.430000,2.9478,-2.2508,0.7099,3.776
2.441000,3.0821,-2.5779,0.6447,4.069
2.442000,3.2185,-2.8412,0.6423,4.341
2.445000,3.4532,-3.1368,0.6713,4.713
2.450000,3.7564,-3.4743,0.6977,5.164
2.481000,4.0812,-3.8395,0.6831,5.645
2.482000,4.4401,-4.2790,0.6296,6.198
2.482000,4.7668,-4.7986,0.5620,6.787
2.484000,4.8396,-5.2093,0.4741,7.126
2.485000,5.2805,-5.9049,0.4535,7.935
2.485000,5.7835,-6.6177,0.3564,8.796
2.486000,6.0982,-7.1338,0.2277,9.388
2.489000,6.4054,-7.6153,0.0275,9.951
2.494000,6.6090,-7.9962,-0.2116,10.376
2.499000,6.6666,-7.9962,-0.4677,10.421
2.509000,6.6361,-7.9962,-0.7202,10.416
2.510000,6.4550,-7.9962,-0.9392,10.319
2.513000,6.0919,-7.9962,-1.1562,10.119
2.554000,5.6897,-7.9962,-1.3662,9.909
2.555000,5.2869,-7.9962,-1.5266,9.707
2.556000,4.9096,-7.9962,-1.6079,9.520
2.556000,4.6721,-7.9962,-1.7088,9.417
2.557000,4.6860,-7.9962,-1.8108,9.443
2.557000,4.7888,-7.9962,-1.9581,9.524
2.557000,4.7348,-7.9962,-2.1395,9.536
2.558000,4.4872,-7.9962,-2.2447,9.440
2.558000,4.1205,-7.9962,-2.2777,9.279
2.561000,3.6922,-7.9962,-2.2218,9.083
2.566000,3.2747,-7.9962,-2.1769,8.911
2.573000,2.9131,-7.8800,-2.1771,8.679
2.576000,2.4892,-7.8182,-2.1825,8.490
2.581000,1.8434,-7.7645,-1.9991,8.227
2.608000,0.9288,-7.5545,-1.5767,7.773
2.610000,-0.0201,-7.2149,-1.0676,7.293
2.610000,-0.5948,-6.8938,-0.6130,6.947
2.610000,-0.6964,-6.7578,-0.2833,6.800
2.611000,-0.6193,-6.7224,-0.0919,6.751
2.611000,-0.7150,-6.5600,0.0541,6.599
2.616000,-0.8827,-6.3889,0.2040,6.453
2.636000,-1.1808,-6.2228,0.3422,6.343
2.637000,-1.5991,-6.1049,0.4084,6.324
2.637000,-2.0654,-6.0195,0.3183,6.372
2.637000,-2.5372,-5.9394,0.1728,6.461
2.640000,-2.9689,-5.8310,0.0106,6.543
2.644000,-3.2777,-5.7472,-0.1386,6.618
2.649000,-3.4413,-5.7269,-0.2516,6.686
2.655000,-3.6110,-5.7269,-0.3305,6.778
2.660000,-3.8208,-5.6874,-0.3390,6.860
