time,gFx,gFy,gFz,TgF
1.054000,-0.6053,-3.6230,0.6699,3.734
1.059000,-0.6481,-3.6930,0.8550,3.846
1.064000,-0.7079,-3.7241,0.9626,3.911
1.069000,-0.8029,-3.7617,1.0288,3.982
1.073000,-0.9369,-3.8537,1.1130,4.119
1.078000,-1.1205,-3.9646,1.2578,4.308
1.083000,-1.3076,-4.0608,1.3982,4.489
1.091000,-1.4597,-4.1555,1.3701,4.613
1.093000,-1.5796,-4.2541,1.2114,4.697
1.098000,-1.6653,-4.2869,1.0576,4.719
1.114000,-1.6897,-4.2732,0.9270,4.688
1.115000,-1.6357,-4.2412,0.8108,4.617
1.116000,-1.5383,-4.2226,0.6665,4.543
1.117000,-1.4418,-4.1860,0.5319,4.459
1.123000,-1.3691,-4.1203,0.4186,4.362
1.127000,-1.2975,-4.0317,0.3669,4.251
1.132000,-1.2057,-3.9445,0.3551,4.140
1.136000,-1.0839,-3.8735,0.3539,4.038
1.141000,-0.9335,-3.8115,0.3752,3.942
1.146000,-0.7611,-3.7424,0.3818,3.838
1.151000,-0.5528,-3.6723,0.3481,3.730
1.156000,-0.2784,-3.6130,0.2589,3.633
1.160000,0.0170,-3.5893,0.1146,3.591
1.166000,0.2163,-3.5707,0.0031,3.577
1.170000,0.2380,-3.4594,0.0160,3.468
1.175000,0.2182,-3.2387,0.1193,3.248
1.180000,0.3252,-3.0917,0.1679,3.113
1.189000,0.5479,-3.1451,0.0744,3.193
1.190000,0.7466,-3.3124,-0.1119,3.397
1.195000,0.8101,-3.4123,-0.3029,3.520
1.200000,0.7947,-3.4250,-0.4699,3.547
1.216000,0.8245,-3.4403,-0.6301,3.593
1.217000,0.9385,-3.4904,-0.7690,3.695
1.218000,1.1190,-3.5424,-0.8859,3.819
1.220000,1.3778,-3.5971,-0.9978,3.979
1.224000,1.7484,-3.6415,-1.1111,4.190
1.229000,2.1879,-3.6440,-1.1929,4.415
1.235000,2.6301,-3.6034,-1.1919,4.618
1.239000,3.0352,-3.5754,-1.1196,4.822
1.244000,3.3802,-3.5876,-1.0364,5.037
1.249000,3.6385,-3.6327,-0.9834,5.235
1.254000,3.8114,-3.6701,-0.9597,5.377
1.258000,3.9471,-3.6767,-0.9392,5.475
1.263000,4.1178,-3.6689,-0.9445,5.595
1.268000,4.3212,-3.6581,-0.9853,5.747
1.273000,4.5195,-3.6276,-1.0244,5.885
1.278000,4.7053,-3.5673,-1.0847,6.003
1.283000,4.8510,-3.4823,-1.1345,6.078
1.288000,4.9807,-3.3598,-1.1411,6.115
1.293000,5.1006,-3.1993,-1.1008,6.121
1.297000,5.1953,-3.0094,-1.0298,6.092
1.307000,5.2563,-2.8263,-0.9685,6.046
1.308000,5.2744,-2.6361,-0.9172,5.967
1.312000,5.2363,-2.4119,-0.8667,5.830
1.317000,5.1243,-2.1797,-0.8371,5.631
1.336000,4.9658,-1.9685,-0.8122,5.403
1.337000,4.7531,-1.7905,-0.8093,5.143
1.338000,4.5036,-1.6286,-0.8461,4.863
1.338000,4.2553,-1.4787,-0.9460,4.603
1.341000,4.0253,-1.3327,-1.0859,4.377
1.346000,3.8089,-1.1796,-1.2473,4.178
1.352000,3.6036,-1.0202,-1.4041,4.000
1.356000,3.4149,-0.8829,-1.5501,3.853
1.361000,3.2718,-0.7694,-1.6663,3.751
1.365000,3.1646,-0.6715,-1.7354,3.671
1.370000,3.1250,-0.5834,-1.7457,3.627
1.375000,3.1321,-0.5108,-1.6915,3.596
1.380000,3.1687,-0.4417,-1.5779,3.567
1.386000,3.2141,-0.3780,-1.4031,3.527
1.390000,3.2893,-0.2886,-1.1787,3.506
1.395000,3.3516,-0.1751,-0.9455,3.487
1.400000,3.3067,-0.0804,-0.7023,3.381
1.407000,3.1482,-0.0330,-0.4433,3.179
1.409000,2.9304,-0.0271,-0.1664,2.935
1.414000,2.6814,-0.0191,0.1222,2.684
1.430000,2.4812,0.0190,0.4277,2.518
1.431000,2.3698,0.0525,0.7160,2.476
1.432000,2.3466,0.0612,0.9714,2.540
1.434000,2.3828,0.0783,1.2202,2.678
1.440000,2.4480,0.1687,1.4822,2.867
1.443000,2.4802,0.3345,1.6946,3.022
1.450000,2.4519,0.5093,1.7913,3.079
1.454000,2.3652,0.6416,1.7681,3.022
1.458000,2.2892,0.7683,1.6539,2.927
1.462000,2.2216,0.9307,1.4847,2.829
1.469000,2.0627,1.1541,1.2847,2.690
1.472000,1.7792,1.3954,1.0234,2.482
1.477000,1.3998,1.6115,0.7285,2.255
1.482000,1.0552,1.8036,0.4636,2.140
1.487000,0.8665,1.9848,0.2821,2.184
1.492000,0.8465,2.1747,0.1835,2.341
1.497000,0.9915,2.3630,0.1647,2.568
1.506000,1.2486,2.4946,0.2033,2.797
1.507000,1.5589,2.5652,0.2802,3.015
1.511000,1.8488,2.6572,0.4150,3.264
1.516000,2.1105,2.8123,0.5602,3.560
1.529000,2.4003,2.9805,0.6660,3.884
1.530000,2.7336,3.1167,0.7175,4.207
1.531000,3.0486,3.2242,0.7456,4.499
1.539000,3.3106,3.2989,0.7600,4.735
1.541000,3.4722,3.3387,0.7485,4.875
1.546000,3.5093,3.3013,0.7473,4.876
1.551000,3.4395,3.1924,0.7668,4.755
1.555000,3.2625,3.0508,0.7844,4.535
1.560000,3.0542,2.8716,0.7580,4.260
1.565000,2.8970,2.6467,0.6814,3.983
1.570000,2.7842,2.4091,0.5981,3.730
1.575000,2.6848,2.1901,0.5204,3.504
1.580000,2.6233,1.9865,0.4377,3.320
1.586000,2.6035,1.7821,0.3307,3.172
1.590000,2.6123,1.5795,0.2064,3.060
1.595000,2.6260,1.3898,0.0736,2.972
1.600000,2.6306,1.2284,-0.0443,2.904
1.605000,2.6416,1.0743,-0.1615,2.856
1.609000,2.6296,0.9434,-0.2660,2.806
1.614000,2.6491,0.8059,-0.3559,2.792
1.623000,2.7580,0.6416,-0.4704,2.870
1.625000,2.9644,0.4561,-0.6691,3.073
1.629000,3.1997,0.2661,-0.9353,3.344
1.634000,3.3968,0.1062,-1.2058,3.606
1.648000,3.5281,-0.0191,-1.4470,3.813
1.649000,3.6261,-0.1377,-1.6355,3.980
1.649000,3.7288,-0.2757,-1.7833,4.143
1.654000,3.8890,-0.4537,-1.9029,4.353
1.659000,4.1117,-0.6913,-1.9969,4.623
1.663000,4.3354,-0.9459,-2.0079,4.870
1.668000,4.5661,-1.1571,-1.9561,5.100
1.672000,4.8071,-1.3349,-1.9332,5.350
1.677000,5.0132,-1.4829,-1.8983,5.562
1.682000,5.1533,-1.5878,-1.8170,5.690
1.688000,5.2715,-1.6545,-1.7288,5.789
1.693000,5.4412,-1.7505,-1.6519,5.950
1.697000,5.6487,-1.8733,-1.6409,6.173
1.702000,5.8455,-1.9973,-1.6912,6.405
1.707000,6.0218,-2.1262,-1.8450,6.647
1.712000,6.2254,-2.3147,-2.0772,6.959
1.717000,6.4640,-2.5816,-2.3114,7.334
1.722000,6.6461,-2.8758,-2.4752,7.653
1.728000,6.7282,-3.0922,-2.5311,7.825
1.732000,6.7514,-3.2040,-2.5451,7.895
1.741000,6.7548,-3.2567,-2.5419,7.918
1.743000,6.7709,-3.2946,-2.4938,7.932
1.746000,6.7646,-3.2960,-2.4142,7.903
1.751000,6.7113,-3.2472,-2.2928,7.800
1.770000,6.5951,-3.1949,-2.1461,7.636
1.772000,6.4547,-3.1852,-1.9603,7.460
1.772000,6.2872,-3.2807,-1.7601,7.307
1.773000,5.9698,-3.4132,-1.6175,7.064
1.775000,5.5376,-3.4594,-1.5152,6.703
1.780000,5.0981,-3.4081,-1.4380,6.299
1.786000,4.7634,-3.3038,-1.3264,5.947
1.790000,4.6039,-3.2067,-1.1746,5.732
1.795000,4.4967,-3.1349,-1.0276,5.577
1.800000,4.3473,-3.0743,-0.8896,5.398
1.805000,4.1256,-3.0143,-0.7663,5.167
1.810000,3.8895,-2.9466,-0.6682,4.925
1.814000,3.6729,-2.9083,-0.6125,4.725
1.820000,3.5035,-2.9400,-0.5900,4.612
1.825000,3.3111,-2.9935,-0.5720,4.500
1.829000,3.0569,-3.0272,-0.5456,4.337
1.834000,2.7529,-3.0419,-0.4999,4.133
1.839000,2.4558,-3.0231,-0.4401,3.920
1.844000,2.1960,-2.9564,-0.3879,3.703
1.849000,2.0172,-2.9261,-0.4147,3.578
1.860000,1.9313,-2.9955,-0.5485,3.606
1.861000,1.8639,-3.1595,-0.7644,3.747
1.865000,1.7499,-3.3927,-0.9597,3.936
1.868000,1.5648,-3.6034,-1.0317,4.062
1.887000,1.3680,-3.7512,-0.8774,4.088
1.888000,1.2213,-3.8188,-0.5102,4.042
1.889000,1.2540,-3.8977,-0.0345,4.095
1.889000,1.4383,-4.0488,0.3925,4.315
1.899000,1.6923,-4.2676,0.7226,4.647
1.900000,1.8500,-4.4790,0.9617,4.941
1.902000,1.8759,-4.6736,1.1484,5.165
1.912000,1.7758,-4.8631,1.2788,5.333
1.913000,1.5331,-5.0675,1.2395,5.437
1.917000,1.1260,-5.2748,1.0024,5.486
1.932000,0.6013,-5.4259,0.6401,5.497
1.933000,-0.0013,-5.5048,0.2199,5.509
1.934000,-0.6254,-5.5524,-0.1393,5.589
1.938000,-1.2038,-5.5795,-0.3647,5.719
1.942000,-1.7507,-5.5773,-0.4643,5.864
1.946000,-2.1739,-5.5255,-0.4369,5.954
1.951000,-2.4144,-5.4723,-0.2567,5.987
1.958000,-2.5062,-5.4420,0.0075,5.991
1.960000,-2.4976,-5.3998,0.2514,5.955
1.965000,-2.4476,-5.3316,0.4516,5.884
1.981000,-2.3660,-5.2474,0.5634,5.784
1.982000,-2.2422,-5.1502,0.5578,5.645
1.983000,-2.0598,-5.0435,0.4203,5.464
1.985000,-1.8110,-4.9764,0.1488,5.298
1.993000,-1.5173,-5.0201,-0.2033,5.248
1.995000,-1.3505,-5.0709,-0.5353,5.275
2.000000,-1.3229,-4.9549,-0.7294,5.180
2.006000,-1.0871,-4.7933,-0.7768,4.976
2.009000,-0.5106,-4.7791,-0.8120,4.874
2.014000,0.1765,-4.8033,-0.8923,4.889
2.019000,0.8089,-4.7242,-0.9631,4.889
2.024000,1.3741,-4.5803,-1.0061,4.887
2.029000,1.8978,-4.4985,-1.0845,5.001
2.034000,2.3691,-4.4968,-1.1763,5.217
2.039000,2.7832,-4.5303,-1.2288,5.457
2.044000,3.2593,-4.5974,-1.2412,5.771
2.048000,3.8570,-4.6736,-1.2566,6.189
2.059000,4.6191,-4.6885,-1.2869,6.706
2.061000,5.5108,-4.5913,-1.3152,7.292
2.064000,6.4672,-4.4307,-1.3452,7.954
2.068000,7.3786,-4.3064,-1.4087,8.659
2.081000,7.9939,-4.2436,-1.5198,9.177
2.083000,7.9939,-4.1987,-1.6167,9.173
2.083000,7.9939,-4.1335,-1.6946,9.158
2.089000,7.9939,-4.0498,-1.7315,9.127
2.092000,7.9939,-3.9797,-1.7493,9.100
2.097000,7.9939,-3.8869,-1.8150,9.072
2.102000,7.9939,-3.7346,-1.9388,9.034
2.107000,7.9939,-3.5255,-2.0824,8.982
2.112000,7.9939,-3.2794,-2.2464,8.928
2.117000,7.9939,-3.0047,-2.4029,8.872
2.121000,7.9939,-2.6798,-2.5038,8.795
2.127000,7.9939,-2.2830,-2.5192,8.687
2.131000,7.9939,-1.8096,-2.5040,8.570
2.136000,7.9939,-1.3066,-2.4962,8.476
2.141000,7.9116,-0.8383,-2.5177,8.345
2.146000,7.2226,-0.4525,-2.6005,7.690
2.151000,6.5187,-0.1370,-2.7160,7.063
2.156000,5.8978,0.1130,-2.8097,6.534
2.161000,5.3650,0.2793,-2.8615,6.087
2.166000,4.9240,0.3357,-2.8805,5.715
2.176000,4.5427,0.2810,-2.8207,5.355
2.177000,4.1842,0.1990,-2.6144,4.938
2.180000,3.8334,0.1321,-2.2320,4.438
2.184000,3.5059,0.0617,-1.6973,3.896
2.198000,3.2295,0.0080,-1.0693,3.402
2.199000,2.9954,0.0219,-0.4333,3.027
2.200000,2.8230,0.1015,0.1647,2.830
2.205000,2.7458,0.2156,0.6374,2.827
2.210000,2.7295,0.3357,0.9294,2.903
2.214000,2.6870,0.4399,1.0303,2.911
2.219000,2.5915,0.5191,0.9905,2.822
2.224000,2.4431,0.5855,0.8855,2.664
2.229000,2.2494,0.6409,0.7829,2.467
2.234000,2.0297,0.6804,0.7092,2.255
2.240000,1.8036,0.7129,0.6640,2.050
2.244000,1.5680,0.7757,0.6281,1.859
2.249000,1.3258,0.8736,0.5893,1.694
2.255000,1.0958,1.0005,0.5595,1.586
2.258000,0.9302,1.1351,0.5380,1.563
2.263000,0.8743,1.2503,0.5248,1.613
2.268000,0.8821,1.3316,0.5297,1.683
2.273000,0.9434,1.4044,0.5178,1.769
2.278000,1.0377,1.4947,0.4824,1.882
2.283000,1.2064,1.5997,0.4042,2.044
2.294000,1.4601,1.6967,0.2880,2.257
2.296000,1.7086,1.7836,0.1657,2.475
2.299000,1.8942,1.8793,0.0497,2.669
2.301000,1.9655,1.9960,-0.0448,2.802
2.321000,1.9398,2.1117,-0.1322,2.871
2.322000,1.8766,2.1887,-0.1969,2.890
2.323000,1.8219,2.2233,-0.2133,2.882
2.324000,1.8273,2.2353,-0.1442,2.891
2.327000,1.9313,2.2558,0.0153,2.970
2.331000,2.0419,2.3063,0.2345,3.089
2.336000,2.1728,2.3552,0.4755,3.239
2.342000,2.3244,2.3664,0.6918,3.388
2.346000,2.4567,2.3601,0.8811,3.519
2.351000,2.5180,2.3571,1.0371,3.602
2.355000,2.5488,2.3496,1.1238,3.644
2.360000,2.5739,2.3388,1.1174,3.653
2.365000,2.5891,2.3237,1.0227,3.626
2.370000,2.5969,2.3061,0.8799,3.583
2.375000,2.5896,2.2849,0.7060,3.525
2.380000,2.5715,2.2487,0.5185,3.455
2.385000,2.5449,2.1916,0.3283,3.375
2.395000,2.5339,2.1193,0.1417,3.306
2.397000,2.5285,2.0304,-0.0255,3.243
2.400000,2.5197,1.9352,-0.1557,3.181
2.420000,2.4426,1.8698,-0.2008,3.083
2.422000,2.3991,1.8090,-0.1217,3.007
2.423000,2.5381,1.6642,0.0748,3.036
2.424000,2.7988,1.4513,0.2870,3.166
2.424000,2.9839,1.2713,0.4362,3.273
2.428000,3.0833,1.1685,0.5263,3.339
2.433000,3.2056,1.0921,0.5761,3.435
2.439000,3.4500,0.9427,0.5808,3.623
2.443000,3.7574,0.7159,0.5558,3.865
2.448000,4.0238,0.4639,0.4982,4.081
2.453000,4.2047,0.2273,0.4218,4.232
2.458000,4.3141,0.0192,0.3495,4.328
2.463000,4.3944,-0.1805,0.2489,4.405
2.468000,4.4653,-0.3834,0.1188,4.483
2.473000,4.5026,-0.5873,-0.0018,4.541
2.477000,4.4931,-0.7570,-0.0902,4.557
2.482000,4.5048,-0.9144,-0.1530,4.599
2.487000,4.5751,-1.0761,-0.2245,4.705
2.492000,4.7260,-1.2416,-0.3324,4.898
2.498000,4.9367,-1.4120,-0.5138,5.160
2.501000,5.2019,-1.5842,-0.7243,5.486
2.514000,5.5296,-1.7546,-0.9494,5.878
2.514000,5.9056,-1.9314,-1.1770,6.324
2.516000,6.3522,-2.1130,-1.4329,6.846
2.524000,6.7824,-2.2864,-1.6875,7.354
2.526000,7.1792,-2.4361,-1.9302,7.823
2.531000,7.5600,-2.5972,-2.0763,8.259
2.535000,7.9200,-2.7713,-2.1380,8.659
2.541000,7.9939,-2.9530,-2.0687,8.769
2.546000,7.9939,-3.1456,-1.9222,8.803
2.550000,7.9939,-3.3790,-1.7713,8.858
2.556000,7.9939,-3.6598,-1.6458,8.945
2.560000,7.9939,-4.0217,-1.5088,9.075
2.565000,7.9939,-4.4609,-1.4497,9.268
2.570000,7.9939,-4.9393,-1.4885,9.514
2.575000,7.9939,-5.4808,-1.5537,9.816
2.581000,7.9939,-6.0527,-1.4917,10.137
2.586000,7.4560,-6.5129,-1.1684,9.969
2.590000,6.3060,-6.7642,-0.5446,9.264
2.595000,4.9958,-6.7808,0.1820,8.424
2.600000,3.7489,-6.5910,0.8305,7.628
2.605000,2.8245,-6.2998,1.3286,7.031
2.609000,2.2748,-5.9836,1.6722,6.616
2.616000,2.0212,-5.6566,1.8475,6.285
2.619000,2.0187,-5.4017,1.9256,6.080
2.628000,2.0829,-5.2249,1.9581,5.956
2.630000,2.0829,-5.1341,1.9312,5.867
2.635000,1.8915,-5.0831,1.8541,5.732
2.654000,1.5480,-5.0408,1.7371,5.552
2.656000,1.1307,-5.0157,1.5674,5.375
2.657000,0.6797,-4.9905,1.3257,5.208
2.657000,0.2673,-4.9395,1.0422,5.055
2.659000,-0.1011,-4.8682,0.7514,4.927
2.663000,-0.4371,-4.7769,0.5009,4.823
2.668000,-0.7262,-4.6548,0.3544,4.724
2.672000,-0.9018,-4.5237,0.3388,4.625
2.678000,-0.9630,-4.4141,0.3989,4.535
2.682000,-0.9039,-4.3306,0.4633,4.448
